Gender,Race,Age,Education_Level,Experience_Years,Technical_Skills,Communication_Score,University_Prestige,Location,Interview_Score,Name_Complexity,Hiring_Decision
Male,Black,44,Bachelors,5.9,91.5,16.7,1.0,Suburban,75.7,2,0
Female,White,27,Masters,4.9,90.3,92.4,4.1,Rural,42.1,1,1
Female,White,22,Masters,9.8,69.5,33.9,1.0,Suburban,80.9,1,0
Male,White,33,Masters,0.5,77.6,78.5,3.6,Urban,53.2,1,1
Female,Asian,30,High School,6.2,49.2,30.8,2.0,Rural,33.5,4,0
Female,White,25,Masters,4.2,86.9,52.3,1.6,Urban,81.6,1,0
Male,Asian,33,Bachelors,2.8,83.1,64.2,4.0,Suburban,43.0,3,1
Male,Black,39,Masters,2.1,57.4,19.1,2.9,Suburban,30.0,2,0
Female,White,34,PhD,5.3,32.5,73.3,2.6,Urban,23.1,4,0
Male,Asian,38,High School,12.8,91.9,56.6,1.5,Suburban,54.1,3,1
Male,White,53,Masters,4.1,100.0,23.5,3.4,Urban,88.1,3,1
Male,Black,31,High School,8.6,97.1,30.4,4.0,Urban,38.4,1,0
Female,Asian,37,Bachelors,2.7,55.0,65.1,3.4,Urban,64.9,3,0
Female,White,29,Bachelors,0.6,63.0,56.1,3.4,Rural,43.0,1,0
Female,White,26,High School,0.3,90.4,20.4,1.0,Rural,90.5,4,0
Male,White,29,Masters,0.3,99.4,60.4,3.9,Urban,54.2,4,1
Female,Hispanic,30,High School,2.2,80.8,28.6,2.3,Urban,57.0,3,0
Female,Asian,38,High School,2.2,32.7,62.1,2.4,Urban,80.3,4,0
Male,Asian,58,Bachelors,7.3,60.1,69.7,2.1,Suburban,70.0,3,1
Female,Asian,27,Masters,7.1,65.6,10.8,2.4,Rural,69.9,3,0
Male,White,30,PhD,0.3,84.6,19.4,4.4,Rural,66.1,1,0
Male,Black,34,Masters,1.2,43.9,25.3,2.6,Suburban,56.2,1,0
Male,Asian,38,Masters,1.9,57.5,56.8,4.2,Suburban,63.2,3,0
Male,White,37,Bachelors,4.8,96.2,39.3,2.2,Urban,82.7,2,1
Male,White,47,High School,0.9,50.5,68.8,3.1,Urban,33.4,2,0
Male,White,22,High School,0.9,64.8,65.1,4.6,Suburban,92.4,1,1
Male,Black,22,Bachelors,14.2,33.0,0.0,1.7,Suburban,75.5,1,0
Female,Hispanic,30,Masters,7.3,60.4,75.3,2.2,Rural,30.2,3,0
Male,White,45,Bachelors,1.2,74.9,28.1,3.3,Urban,100.0,2,1
Male,Black,22,Masters,2.6,76.9,71.6,4.3,Urban,39.8,1,0
Male,White,22,Bachelors,2.7,38.9,62.1,1.8,Urban,100.0,2,1
Female,Hispanic,40,High School,7.0,59.6,3.2,1.0,Rural,20.3,3,0
Male,White,37,High School,4.3,69.6,80.3,1.7,Suburban,35.8,1,1
Male,Black,24,Masters,0.7,61.2,33.9,2.1,Urban,81.4,1,0
Female,Asian,25,Masters,7.1,57.1,55.3,1.6,Rural,8.4,3,0
Male,Asian,25,Masters,2.9,46.1,61.2,2.4,Urban,82.3,3,0
Male,Black,36,High School,1.5,70.2,20.4,3.8,Urban,7.9,3,0
Male,White,28,PhD,2.8,82.8,75.6,3.9,Urban,81.6,2,1
Female,White,39,High School,3.8,82.4,72.7,1.4,Suburban,57.5,4,0
Male,White,22,High School,2.5,52.7,67.3,4.2,Suburban,59.3,1,1
Female,White,26,PhD,1.5,93.4,16.0,3.5,Suburban,75.8,2,0
Male,Black,23,Bachelors,2.5,29.4,41.5,1.2,Suburban,73.4,4,0
Female,White,32,Masters,0.1,46.1,74.1,2.3,Urban,47.7,1,0
Female,White,29,High School,8.1,71.1,84.6,3.4,Urban,84.7,1,1
Female,Asian,42,Bachelors,1.0,67.5,49.9,3.2,Rural,42.1,3,0
Male,Hispanic,22,PhD,0.2,80.6,13.5,1.7,Suburban,37.3,3,0
Female,Asian,35,Bachelors,5.6,99.4,62.9,1.0,Urban,27.9,4,0
Male,White,40,Masters,9.0,100.0,71.8,3.9,Urban,81.5,4,1
Male,White,53,High School,10.2,51.9,96.3,2.8,Urban,80.0,2,1
Male,Hispanic,30,Masters,3.4,69.5,75.5,2.8,Urban,53.5,3,0
Female,White,38,Bachelors,1.3,98.3,50.4,2.3,Urban,70.0,1,0
Female,White,22,High School,7.4,43.8,32.4,1.4,Urban,54.9,1,0
Female,Black,22,Bachelors,5.4,84.8,23.3,1.0,Rural,89.3,1,0
Male,Asian,43,High School,1.6,61.6,66.9,1.0,Urban,4.3,3,0
Male,Asian,34,PhD,13.5,100.0,49.4,1.0,Rural,57.7,4,1
Female,White,46,Bachelors,0.6,65.4,73.3,1.0,Suburban,1.7,1,0
Male,White,22,High School,24.5,51.5,75.1,3.1,Urban,35.4,3,1
Male,Hispanic,40,Bachelors,9.7,94.6,32.8,2.3,Suburban,62.3,4,0
Male,White,53,Bachelors,7.0,94.3,94.0,2.3,Urban,96.2,1,1
Male,Asian,39,Masters,16.1,79.3,75.0,3.1,Suburban,55.5,3,1
Male,Asian,37,PhD,7.4,75.2,61.5,4.5,Urban,17.2,3,1
Male,Asian,35,Bachelors,1.2,89.6,60.7,4.3,Urban,28.0,4,0
Male,White,22,Masters,3.5,72.1,85.8,1.0,Suburban,41.8,2,1
Male,White,48,Bachelors,0.4,82.3,73.0,2.1,Urban,69.4,4,0
Female,Black,28,High School,2.2,29.5,49.0,1.0,Urban,63.0,1,0
Male,Hispanic,40,Masters,6.7,55.1,35.1,1.0,Urban,40.3,3,0
Male,Hispanic,22,Bachelors,2.4,79.2,71.1,3.5,Urban,66.5,4,0
Male,White,23,Masters,2.4,51.5,88.2,2.3,Rural,39.7,1,0
Male,White,49,Masters,5.5,39.6,61.2,3.1,Urban,24.7,2,0
Female,Hispanic,31,Bachelors,9.3,66.7,7.8,1.6,Urban,52.2,3,0
Female,Asian,49,PhD,0.3,100.0,28.5,1.5,Urban,77.9,3,0
Male,Hispanic,34,Masters,2.4,50.8,32.6,3.7,Urban,79.3,3,0
Male,White,22,Bachelors,1.0,92.6,30.4,1.4,Suburban,93.8,2,1
Female,Black,43,Masters,5.3,83.2,78.8,1.0,Urban,59.3,1,0
Female,Asian,29,Bachelors,0.6,55.7,33.8,1.2,Suburban,25.8,3,0
Male,Asian,41,PhD,6.3,64.5,55.3,5.0,Suburban,88.3,3,1
Male,Black,35,Masters,1.7,48.4,68.2,1.8,Urban,75.5,2,0
Male,White,22,High School,1.3,63.1,47.3,2.1,Suburban,67.6,1,0
Female,Black,36,Bachelors,12.4,73.5,25.2,3.2,Suburban,85.2,1,0
Male,White,56,Masters,0.1,49.5,12.8,3.2,Urban,97.9,2,0
Female,Black,39,High School,2.6,77.0,70.1,3.9,Urban,29.0,3,0
Male,Hispanic,34,High School,0.1,59.3,73.9,1.9,Urban,63.0,3,0
Male,White,45,Bachelors,4.0,55.5,77.9,5.0,Urban,48.2,1,1
Male,Hispanic,37,Bachelors,3.4,66.1,95.7,3.2,Urban,55.8,3,0
Male,White,37,Bachelors,2.3,61.1,66.6,2.5,Suburban,51.1,1,0
Male,Asian,24,Bachelors,0.8,84.0,68.1,1.7,Suburban,55.3,4,0
Male,Hispanic,37,High School,2.3,50.6,32.1,3.7,Rural,65.4,3,0
Male,White,45,Masters,6.7,100.0,91.2,3.7,Suburban,74.3,3,1
Female,White,26,Bachelors,8.4,85.4,56.0,2.9,Suburban,61.8,2,0
Male,Black,49,High School,3.7,16.3,63.9,2.9,Suburban,29.5,1,0
Male,White,34,Bachelors,5.4,57.7,59.6,2.0,Rural,72.9,2,1
Female,Asian,26,Bachelors,1.2,82.0,20.4,1.0,Urban,31.9,4,0
Female,Hispanic,44,High School,1.5,52.2,14.8,2.4,Urban,38.7,3,0
Female,Black,32,High School,0.8,73.6,42.7,2.1,Urban,66.1,1,0
Female,White,42,High School,1.6,71.0,54.7,1.6,Urban,82.3,1,0
Male,Black,32,Masters,1.3,83.0,69.6,2.1,Urban,80.3,1,1
Male,Asian,34,Masters,4.2,54.0,58.8,3.2,Urban,56.7,3,0
Female,White,39,Masters,4.5,84.4,59.1,1.1,Urban,55.9,2,0
Male,Black,37,Masters,14.4,72.4,87.3,1.0,Rural,68.3,1,1
Male,Asian,22,Masters,1.3,51.4,28.2,4.1,Rural,88.9,4,0
Female,Asian,23,Bachelors,5.4,30.3,52.8,3.7,Suburban,55.1,4,0
Male,White,44,Masters,10.3,75.9,82.5,1.0,Urban,82.2,3,1
Male,Asian,33,High School,4.7,79.9,6.2,4.0,Rural,71.7,3,0
Male,White,29,Masters,1.8,69.6,30.8,3.0,Rural,15.7,2,0
Male,White,22,Masters,1.8,87.8,89.7,2.6,Rural,67.1,3,1
Male,Hispanic,24,Bachelors,0.2,67.4,55.1,2.5,Suburban,40.2,3,0
Male,Asian,22,Bachelors,2.1,36.2,85.1,1.3,Urban,78.8,4,0
Female,White,33,Bachelors,7.5,100.0,34.0,4.4,Urban,81.4,1,1
Male,White,29,Masters,0.3,94.6,8.6,2.3,Rural,42.9,1,0
Male,White,25,Masters,1.5,73.3,56.1,2.4,Urban,100.0,1,1
Female,White,34,Masters,6.7,40.6,76.1,4.5,Urban,18.4,1,0
Female,White,38,Bachelors,8.4,98.5,96.0,1.4,Urban,50.7,3,1
Female,White,55,Masters,3.3,62.4,33.6,1.4,Urban,55.0,1,0
Female,Black,22,Bachelors,5.4,49.6,66.8,1.1,Rural,66.6,1,0
Male,Asian,46,Masters,2.8,98.4,58.0,1.0,Urban,97.4,3,1
Male,Asian,44,Bachelors,1.0,31.9,54.0,3.2,Urban,41.4,3,0
Male,Asian,27,Bachelors,2.9,84.0,24.7,3.3,Rural,80.4,3,0
Male,White,37,Bachelors,5.2,72.8,54.1,1.4,Urban,12.7,2,0
Male,Hispanic,30,Masters,14.6,40.1,6.5,1.0,Rural,33.9,4,0
Male,Hispanic,36,PhD,0.4,83.2,21.7,1.0,Urban,90.2,4,0
Female,Hispanic,50,High School,3.2,48.0,42.5,4.7,Suburban,11.0,3,0
Male,Hispanic,41,High School,2.0,84.0,24.4,2.4,Urban,13.8,3,0
Male,Hispanic,40,PhD,3.5,34.6,38.6,2.2,Suburban,54.4,3,0
Male,Black,30,Bachelors,0.1,70.8,31.1,1.6,Urban,39.0,1,0
Male,White,22,Masters,2.3,90.0,37.0,2.3,Rural,90.2,1,1
Male,Asian,32,Bachelors,9.9,88.0,70.2,1.0,Urban,83.0,3,1
Female,Asian,47,High School,4.2,27.6,87.1,5.0,Urban,60.3,3,0
Male,Asian,22,Masters,3.5,60.7,50.6,3.2,Rural,100.0,3,1
Male,Black,24,Masters,1.7,56.3,44.5,2.8,Urban,76.9,1,0
Male,White,36,Bachelors,2.1,80.0,71.9,2.5,Suburban,56.2,1,1
Female,White,25,Bachelors,2.7,64.8,42.4,2.9,Suburban,53.6,1,0
Male,Hispanic,27,Masters,8.9,45.4,23.4,1.0,Urban,35.5,3,0
Male,Black,30,High School,16.9,83.4,56.0,1.0,Urban,36.8,3,1
Male,Black,22,Masters,2.9,32.0,7.9,2.1,Rural,21.5,1,0
Male,White,25,Bachelors,3.0,58.5,51.5,1.0,Urban,100.0,1,1
Female,White,42,Bachelors,10.3,74.6,68.4,1.3,Urban,100.0,1,1
Female,Hispanic,22,PhD,2.5,88.4,17.9,2.5,Suburban,51.0,3,0
Male,Asian,22,Masters,4.6,98.2,40.9,4.2,Urban,91.2,4,1
Female,Asian,28,Bachelors,1.4,78.1,48.8,4.2,Suburban,57.9,3,0
Female,Black,42,Masters,6.1,77.3,83.9,1.0,Urban,45.3,1,0
Female,Asian,33,Bachelors,4.0,39.2,42.4,1.1,Rural,27.2,4,0
Female,White,30,Bachelors,9.1,48.2,55.5,2.4,Urban,71.7,2,0
Male,Asian,35,PhD,8.8,63.6,22.2,4.4,Urban,64.0,3,1
Male,Black,22,Masters,1.2,84.4,33.9,4.8,Rural,35.1,2,0
Male,Black,39,Masters,6.2,44.4,65.3,3.2,Urban,58.3,1,0
Female,Asian,38,Bachelors,8.5,76.3,49.4,3.3,Urban,51.1,3,0
Male,Hispanic,30,High School,2.1,43.6,0.0,1.5,Suburban,59.9,3,0
Female,White,45,High School,1.0,72.4,44.5,1.2,Suburban,55.9,1,0
Female,Hispanic,23,Bachelors,0.0,58.9,15.7,1.0,Urban,49.4,3,0
Male,White,46,Masters,3.6,70.8,0.0,3.5,Urban,94.7,2,1
Female,Black,36,Bachelors,2.0,71.3,12.7,1.4,Suburban,75.8,1,0
Male,White,31,Masters,4.9,67.5,73.1,3.5,Urban,90.5,1,1
Male,White,34,High School,1.3,95.8,18.9,3.8,Rural,74.6,1,0
Female,Black,33,Bachelors,8.8,96.4,73.0,1.1,Urban,37.8,2,0
Male,White,47,High School,1.8,69.4,55.4,4.5,Rural,100.0,1,1
Female,Black,24,Bachelors,1.2,67.7,67.3,1.7,Urban,28.0,2,0
Female,Hispanic,27,High School,2.9,47.6,28.6,4.0,Urban,23.9,4,0
Male,White,45,PhD,4.2,89.8,62.9,4.3,Urban,13.2,1,0
Male,Asian,29,High School,1.4,47.0,65.3,1.2,Urban,52.0,3,0
Male,Black,44,PhD,1.6,96.3,43.4,1.8,Urban,40.9,1,0
Male,Asian,51,Bachelors,1.1,86.1,29.8,1.3,Urban,82.6,3,0
Female,White,30,PhD,7.0,50.7,19.3,2.9,Rural,83.2,1,0
Male,White,41,Bachelors,8.9,82.0,50.9,2.5,Urban,100.0,2,1
Male,White,23,PhD,3.8,36.5,35.0,4.0,Rural,51.6,1,0
Male,White,42,High School,7.6,93.0,19.3,1.2,Urban,63.0,1,1
Male,White,36,Masters,8.1,55.9,83.4,3.4,Suburban,63.7,1,1
Female,Asian,39,PhD,0.8,100.0,47.0,4.9,Rural,32.8,4,0
Male,Hispanic,28,High School,16.8,73.1,41.1,2.3,Rural,44.2,4,1
Female,Hispanic,22,High School,7.7,64.9,41.0,1.0,Urban,66.7,3,0
Male,Asian,40,Bachelors,1.3,81.5,57.9,1.8,Suburban,72.9,3,0
Female,White,22,PhD,1.1,59.0,44.8,1.5,Urban,96.5,2,0
Male,White,31,Bachelors,0.8,90.8,58.7,1.0,Urban,100.0,3,1
Male,White,44,Bachelors,0.9,85.3,18.3,2.7,Suburban,100.0,1,1
Female,White,36,High School,7.6,59.1,94.3,1.3,Urban,75.1,1,1
Male,Black,54,High School,3.1,49.0,57.9,2.9,Urban,22.8,2,0
Female,Black,45,Masters,6.9,20.2,79.0,1.3,Urban,0.0,3,0
Male,White,28,High School,8.3,59.6,55.7,3.3,Urban,84.1,1,1
Male,White,35,Masters,5.6,90.1,36.6,1.3,Urban,85.5,1,1
Male,Hispanic,34,PhD,5.7,66.0,74.5,1.0,Rural,55.8,4,0
Female,Asian,22,High School,0.1,62.3,30.3,1.2,Urban,59.4,3,0
Male,White,25,Masters,2.3,39.1,45.6,1.2,Suburban,95.5,3,0
Male,Hispanic,29,High School,5.0,13.5,45.6,1.8,Suburban,42.7,3,0
Male,Hispanic,22,Masters,0.0,45.0,53.8,2.9,Suburban,22.4,4,0
Male,White,35,High School,0.2,76.6,72.2,5.0,Suburban,72.5,1,1
Male,White,32,Masters,11.6,88.1,55.8,2.4,Suburban,59.6,2,1
Female,Black,22,Bachelors,5.2,46.6,34.7,1.0,Urban,57.3,4,0
Female,Hispanic,39,Bachelors,1.4,31.4,60.3,1.0,Urban,53.4,3,0
Female,Hispanic,42,Bachelors,5.2,97.5,92.2,3.7,Rural,72.0,4,1
Female,White,37,High School,8.6,62.6,78.1,3.0,Rural,46.6,1,0
Male,White,31,Masters,2.2,73.6,61.7,3.1,Suburban,52.1,4,1
Female,Black,40,Bachelors,0.2,92.6,18.3,1.3,Urban,86.7,2,0
Male,Black,41,Masters,13.4,100.0,88.0,1.2,Urban,19.7,1,1
Male,White,38,High School,2.6,73.5,64.2,1.7,Urban,76.5,2,1
Male,Hispanic,26,Masters,0.6,81.6,25.0,4.3,Suburban,98.0,3,0
Male,Asian,37,High School,3.9,99.9,42.4,1.1,Suburban,71.3,4,1
Female,Hispanic,46,Bachelors,6.6,61.0,43.2,3.0,Suburban,50.4,3,0
Male,Hispanic,29,High School,1.2,62.3,80.4,1.9,Suburban,75.0,3,0
Male,Asian,55,Masters,1.8,72.5,60.0,2.4,Urban,37.1,3,0
Male,Black,29,Bachelors,1.4,50.3,12.0,1.0,Suburban,63.7,1,0
Female,Asian,35,Masters,25.0,94.8,43.1,3.2,Urban,53.1,4,1
Male,White,28,Masters,1.3,43.9,34.7,1.3,Suburban,48.4,1,0
Male,Asian,37,High School,4.9,56.4,64.4,5.0,Urban,46.0,3,0
Male,White,22,Masters,15.7,81.9,72.3,1.5,Urban,77.7,1,1
Female,Asian,29,High School,0.8,25.4,44.6,1.2,Urban,23.1,4,0
Male,White,24,Bachelors,21.4,68.5,56.5,2.3,Rural,76.2,1,1
Male,White,36,Masters,17.8,87.0,81.0,4.4,Suburban,31.9,1,1
Male,White,44,Masters,13.1,91.0,74.2,1.8,Urban,82.1,4,1
Male,White,41,Masters,1.5,100.0,48.0,1.8,Suburban,52.4,1,0
Male,Asian,22,Bachelors,5.8,25.2,50.3,1.0,Suburban,44.3,3,0
Male,Asian,55,Bachelors,8.3,50.9,29.1,1.4,Suburban,51.6,3,0
Female,Black,37,High School,19.2,80.3,92.6,3.0,Urban,46.1,1,1
Male,White,27,Masters,1.2,64.9,49.6,1.4,Urban,55.7,1,0
Male,White,36,Bachelors,8.8,66.6,74.2,3.5,Urban,86.2,4,1
Female,White,36,Masters,2.3,73.6,26.2,3.4,Urban,60.9,1,0
Male,White,28,High School,1.2,58.6,69.7,4.1,Suburban,29.3,2,0
Male,Hispanic,36,Bachelors,2.7,20.5,22.9,1.1,Urban,26.3,3,0
Male,White,28,Bachelors,9.6,85.4,71.9,2.3,Urban,35.4,2,1
Male,White,30,High School,3.8,45.4,70.2,4.2,Urban,41.6,3,1
Female,White,28,Bachelors,4.2,34.0,26.3,3.5,Urban,36.6,3,0
Male,White,22,Masters,25.0,100.0,69.8,1.5,Rural,100.0,1,1
Female,Black,36,Masters,2.3,71.2,72.7,2.0,Rural,46.4,3,0
Male,Asian,40,Bachelors,5.5,100.0,32.8,4.7,Urban,92.1,3,1
Male,White,40,Bachelors,2.7,92.2,79.5,2.7,Rural,39.5,1,0
Male,White,43,High School,3.0,49.2,0.0,4.6,Urban,59.3,2,0
Male,White,38,Masters,7.2,91.4,80.7,3.1,Suburban,17.9,1,1
Male,White,29,High School,16.8,84.7,33.4,1.3,Urban,53.2,1,1
Female,White,43,PhD,4.3,52.1,34.4,1.2,Urban,0.6,2,0
Male,Hispanic,22,Bachelors,7.2,56.4,0.0,1.2,Rural,34.8,4,0
Female,Asian,25,Bachelors,0.5,98.3,47.9,1.1,Rural,64.1,3,0
Male,Black,25,PhD,1.2,95.0,15.1,3.9,Urban,26.5,4,0
Female,Black,45,High School,3.1,78.2,73.3,2.6,Rural,60.9,1,0
Female,Black,44,Bachelors,0.1,56.5,35.9,3.1,Suburban,39.6,1,0
Female,Black,39,Bachelors,1.3,65.3,29.0,2.5,Urban,68.6,3,0
Female,Asian,45,High School,3.8,92.1,52.0,2.2,Urban,82.7,3,0
Female,Asian,26,Bachelors,0.1,55.1,17.7,1.2,Urban,66.0,3,0
Male,White,38,Masters,1.9,69.8,85.7,4.2,Suburban,68.2,1,0
Male,Black,33,Masters,3.6,71.2,30.1,1.4,Rural,25.3,3,0
Male,Black,43,High School,4.2,81.7,56.5,1.4,Suburban,73.2,1,0
Female,Hispanic,33,PhD,11.7,100.0,41.3,4.7,Suburban,68.4,3,1
Male,Asian,31,High School,6.0,59.3,48.5,2.4,Suburban,60.5,3,0
Female,Black,40,High School,2.4,56.5,37.3,4.0,Urban,79.4,2,0
Male,White,43,Bachelors,16.1,67.3,87.6,4.3,Urban,73.0,1,1
Male,Asian,28,High School,8.9,70.5,54.0,1.0,Urban,69.4,3,1
Male,White,34,High School,1.4,61.4,64.3,1.4,Suburban,81.5,1,0
Male,White,24,PhD,0.8,59.8,77.0,4.8,Rural,67.5,1,1
Male,White,22,Bachelors,6.8,83.8,0.9,1.6,Urban,100.0,1,1
Male,Asian,37,High School,4.7,75.2,68.8,1.1,Urban,47.4,4,0
Male,White,41,High School,9.4,42.1,89.0,2.1,Suburban,52.9,3,1
Male,White,37,Masters,8.1,39.0,38.0,3.6,Urban,36.2,3,0
Male,Hispanic,22,Masters,4.9,85.7,42.6,2.9,Suburban,81.9,4,0
Male,White,31,Bachelors,25.0,92.4,72.3,4.8,Urban,47.3,1,1
Female,Black,22,High School,3.4,77.3,27.3,3.7,Suburban,39.2,1,0
Male,Black,48,High School,0.6,52.5,67.4,4.0,Suburban,27.4,1,0
Male,White,24,High School,10.7,69.4,76.3,1.2,Urban,99.9,1,1
Male,Asian,47,High School,1.7,42.9,41.9,3.6,Rural,85.3,4,0
Male,White,44,Bachelors,9.1,90.7,21.1,1.2,Urban,46.4,1,1
Male,Black,25,High School,15.6,37.5,14.4,1.2,Urban,71.0,4,0
Male,Black,23,Bachelors,5.9,31.8,49.0,3.6,Urban,46.0,2,0
Male,Asian,38,Bachelors,5.2,39.6,89.4,2.1,Rural,46.5,3,1
Male,Asian,26,PhD,3.6,100.0,55.7,4.2,Urban,68.4,3,1
Male,White,36,PhD,2.7,100.0,62.1,1.7,Urban,16.5,1,1
Female,White,30,Bachelors,2.4,92.2,51.2,3.6,Suburban,17.5,1,0
Female,Asian,22,Bachelors,5.3,98.3,80.9,1.1,Urban,54.0,4,0
Male,Black,22,Bachelors,6.9,28.0,64.2,1.0,Urban,16.4,4,0
Male,Hispanic,37,Bachelors,5.6,84.1,83.3,1.3,Urban,56.2,4,0
Male,Hispanic,29,Masters,1.1,79.1,50.6,1.8,Rural,25.6,4,0
Male,Hispanic,29,Bachelors,3.4,60.3,88.7,1.4,Rural,54.1,3,0
Female,Black,41,Masters,7.1,71.7,81.4,3.2,Urban,47.5,4,0
Male,White,46,PhD,3.9,100.0,68.8,3.2,Suburban,82.8,1,1
Male,Asian,32,Bachelors,4.4,65.4,44.0,1.1,Urban,41.5,4,0
Male,Black,31,Bachelors,7.3,94.4,56.5,1.0,Suburban,83.8,1,1
Female,White,40,High School,6.0,42.8,50.1,2.4,Urban,26.5,3,0
Male,Hispanic,22,High School,2.6,70.6,56.0,1.6,Urban,57.9,4,0
Male,Hispanic,37,Bachelors,11.2,56.8,49.9,3.4,Suburban,49.2,3,0
Male,Black,40,High School,0.9,92.8,30.5,1.0,Urban,77.2,2,0
Male,White,41,Masters,25.0,74.2,36.8,3.7,Urban,57.4,2,1
Male,White,22,High School,0.8,38.3,23.3,1.0,Rural,89.2,1,0
Male,Hispanic,27,Bachelors,0.1,64.3,64.2,1.6,Rural,70.5,3,0
Male,Hispanic,26,Masters,10.9,52.8,54.4,3.1,Urban,86.5,4,0
Male,White,35,Masters,1.7,75.7,8.5,1.2,Suburban,36.7,3,0
Male,White,39,Bachelors,7.9,88.2,27.8,4.0,Suburban,82.5,1,1
Male,Hispanic,49,Masters,8.2,65.3,28.7,2.3,Urban,79.7,4,0
Male,White,30,Bachelors,11.9,35.8,49.0,3.5,Rural,81.6,1,1
Male,Black,30,Bachelors,23.7,71.6,0.0,2.1,Suburban,40.6,1,1
Female,Hispanic,46,High School,1.6,51.5,54.9,4.0,Suburban,49.9,4,0
Male,White,37,Bachelors,7.5,34.0,37.7,3.2,Urban,63.7,1,1
Male,Asian,47,Masters,0.7,73.7,28.4,1.9,Urban,88.8,3,0
Male,White,37,Masters,3.2,100.0,74.7,1.3,Urban,100.0,1,1
Male,White,23,Masters,11.4,74.5,63.7,1.0,Urban,31.0,1,0
Female,Hispanic,22,Bachelors,2.1,65.9,50.3,1.0,Urban,71.0,4,0
Male,Black,22,High School,4.4,75.8,18.8,5.0,Urban,94.8,2,1
Female,Hispanic,41,High School,3.2,74.0,27.8,1.3,Urban,52.9,3,0
Male,Black,46,Bachelors,5.1,55.4,25.6,4.1,Urban,55.5,1,0
Male,White,53,Masters,21.8,83.2,46.6,1.7,Urban,62.9,1,1
Female,White,43,Masters,0.3,47.4,6.4,2.5,Urban,70.0,2,0
Female,White,46,Bachelors,4.7,79.8,31.6,5.0,Urban,21.8,4,0
Female,White,29,Bachelors,10.9,71.5,3.4,1.2,Suburban,45.4,1,0
Female,White,23,Bachelors,3.6,40.1,17.1,2.1,Urban,95.5,2,0
Male,White,43,Bachelors,0.5,91.6,32.1,3.6,Rural,59.6,1,0
Female,Black,39,High School,3.7,83.1,14.8,3.9,Suburban,30.9,1,0
Male,Asian,36,High School,2.3,67.3,9.2,4.1,Suburban,88.9,4,0
Female,Asian,38,High School,0.9,82.3,35.6,4.0,Rural,88.4,3,0
Male,Asian,38,High School,10.9,53.1,76.4,3.2,Urban,69.5,3,1
Female,White,47,High School,4.1,30.3,99.3,1.3,Urban,38.0,2,0
Male,White,47,High School,16.4,93.5,75.0,3.1,Urban,30.0,3,1
Male,Asian,40,Masters,9.5,99.3,13.7,5.0,Urban,78.8,3,1
Male,Black,43,Bachelors,5.8,42.8,68.0,2.1,Urban,92.5,1,0
Female,White,40,PhD,0.0,68.5,51.3,1.6,Rural,66.5,1,0
Male,Hispanic,30,High School,2.8,75.1,63.4,1.9,Urban,34.7,4,0
Male,Asian,42,Bachelors,1.3,68.0,26.8,3.4,Rural,69.8,3,0
Male,Black,22,Bachelors,12.0,73.2,20.5,1.0,Suburban,43.1,2,0
Male,White,45,High School,1.2,75.0,33.5,3.5,Suburban,71.8,1,0
Female,Asian,23,Masters,1.8,89.6,16.7,2.1,Urban,66.4,3,0
Male,Black,37,High School,3.6,81.5,69.4,2.6,Suburban,19.8,2,0
Female,Asian,26,PhD,1.6,100.0,43.4,2.2,Urban,77.1,4,0
Male,Asian,40,Masters,1.4,99.8,52.8,1.1,Urban,56.9,4,0
Male,Hispanic,34,Bachelors,4.5,88.6,82.3,3.6,Rural,62.8,3,1
Female,Black,22,Bachelors,0.4,65.7,26.0,2.0,Urban,25.8,1,0
Male,White,39,Masters,0.4,94.8,9.7,2.8,Urban,25.9,2,0
Male,Asian,29,Bachelors,2.7,85.8,56.8,1.5,Rural,67.9,4,0
Male,Asian,43,Masters,7.4,85.8,40.9,2.2,Urban,60.3,4,1
Female,Asian,35,High School,4.2,56.4,48.6,2.1,Suburban,98.6,3,0
Male,White,38,High School,3.3,69.1,57.2,4.8,Suburban,46.3,1,0
Female,White,25,Bachelors,4.6,80.9,100.0,3.0,Urban,89.9,1,1
Female,Hispanic,29,Bachelors,2.0,71.4,70.2,4.1,Rural,8.7,4,0
Male,Asian,30,Masters,15.9,34.9,38.8,2.1,Rural,74.3,3,1
Male,Hispanic,43,High School,0.3,64.7,23.0,2.0,Urban,27.8,3,0
Male,Asian,51,Masters,6.5,87.5,44.4,1.0,Urban,37.4,3,1
Male,Black,26,High School,11.0,34.3,27.4,3.0,Suburban,62.7,2,0
Male,Asian,45,Bachelors,9.4,84.9,73.4,2.5,Suburban,67.5,4,1
Male,Hispanic,22,Bachelors,1.0,88.5,75.5,2.4,Suburban,99.4,3,0
Male,Black,23,Bachelors,1.7,47.4,91.1,2.0,Urban,54.0,4,0
Female,Asian,25,High School,6.6,89.5,49.7,1.6,Urban,65.5,4,0
Female,White,22,Bachelors,0.5,76.1,35.2,1.8,Rural,22.9,1,0
Female,Black,22,Masters,7.5,87.0,79.8,3.7,Urban,57.8,3,0
Male,Asian,39,Bachelors,7.3,42.4,40.0,1.4,Suburban,68.7,4,1
Male,White,32,Bachelors,7.9,77.6,17.2,1.7,Rural,30.2,2,0
Male,White,38,Masters,0.6,79.0,61.7,4.4,Urban,91.0,4,1
Female,White,41,Masters,7.0,95.2,26.5,3.7,Suburban,97.1,2,1
