Gender,Race,Age,Education_Level,Experience_Years,Technical_Skills,University_Prestige,Location,Interview_Score,Salary_Expectation,Name_Complexity,Hiring_Decision
Female,Black,43,High School,3.6,80.8,4.2,Rural,77.0,80456,1,0
Male,Asian,38,Masters,8.1,72.3,2.3,Urban,47.7,90198,3,0
Male,White,52,Bachelors,0.8,64.6,3.6,Urban,43.9,81544,1,0
Male,Black,26,Masters,6.2,100.0,2.8,Rural,82.9,103445,2,1
Male,White,32,Bachelors,9.1,37.1,4.3,Urban,47.2,85305,1,1
Male,Asian,22,High School,7.3,30.4,1.5,Suburban,85.7,79875,4,0
Male,Asian,34,Bachelors,10.8,100.0,2.7,Urban,29.0,113590,3,1
Male,White,32,Masters,2.7,68.7,2.3,Urban,66.7,88848,1,0
Male,White,37,Bachelors,3.9,73.1,2.7,Urban,70.6,86588,1,1
Male,Black,29,Masters,12.7,44.6,4.0,Suburban,78.2,91352,1,1
Female,Black,29,High School,6.4,90.2,2.7,Suburban,45.1,97107,1,0
Male,White,45,Masters,1.5,83.8,4.5,Urban,52.1,81250,4,1
Male,Hispanic,38,Bachelors,2.6,19.0,1.5,Urban,85.9,63792,3,0
Male,Black,46,High School,4.4,49.4,1.0,Rural,22.7,79629,4,0
Female,White,27,Masters,9.3,79.5,1.2,Urban,88.7,96250,1,1
Female,Black,22,Masters,4.4,57.5,2.6,Suburban,63.3,71789,1,0
Male,White,37,Masters,18.7,74.7,2.4,Urban,63.9,119319,1,1
Male,White,47,High School,5.2,80.0,2.6,Urban,50.9,87917,1,1
Female,Black,43,High School,7.0,71.6,1.1,Urban,40.5,87127,1,0
Male,Hispanic,38,Masters,10.9,73.8,3.2,Urban,100.0,95658,4,1
Female,Hispanic,39,High School,2.8,38.5,1.6,Suburban,32.6,74757,3,0
Male,Hispanic,37,Masters,0.0,70.2,2.9,Urban,55.3,70454,3,0
Male,Hispanic,22,Bachelors,20.9,74.5,3.6,Rural,78.0,119546,3,1
Male,Hispanic,22,Bachelors,2.7,62.6,2.7,Urban,82.6,78995,4,0
Male,Asian,28,Bachelors,5.9,76.5,2.3,Suburban,75.3,92340,3,0
Female,Hispanic,38,Bachelors,10.9,59.4,4.2,Urban,66.3,84936,3,1
Male,Asian,24,High School,5.7,89.5,1.2,Rural,56.1,88349,4,1
Male,Asian,29,Bachelors,0.1,59.8,1.7,Suburban,44.1,72050,3,0
Female,Black,41,Bachelors,0.9,42.5,1.2,Urban,62.6,69323,2,0
Female,Hispanic,24,High School,1.0,40.5,4.0,Urban,52.5,61733,3,0
Male,Black,43,Masters,8.8,98.3,3.1,Suburban,40.7,110555,1,0
Male,White,36,Masters,8.3,27.3,5.0,Urban,11.9,85460,1,0
Male,Asian,40,Masters,1.4,47.8,3.9,Urban,78.3,80436,3,1
Male,White,28,Masters,6.5,91.5,2.1,Suburban,62.1,93513,4,1
Female,White,44,Masters,4.5,33.8,2.3,Urban,52.5,62910,4,0
Male,White,30,Bachelors,9.0,78.8,1.8,Urban,100.0,105558,3,1
Male,White,58,Masters,13.8,42.1,1.5,Suburban,37.8,100533,1,1
Female,Black,31,Masters,3.8,83.6,2.3,Urban,25.3,83183,1,0
Male,White,36,High School,0.4,44.7,4.3,Rural,65.2,77228,1,0
Female,Black,37,Masters,14.5,43.4,2.1,Suburban,12.6,85320,4,0
Male,Asian,32,High School,2.8,36.3,2.6,Suburban,70.4,69235,3,0
Female,Asian,40,PhD,8.0,79.8,2.2,Suburban,56.3,92638,4,0
Male,Asian,29,Masters,0.5,43.9,1.0,Suburban,25.8,74702,4,0
Female,White,44,Bachelors,5.8,39.4,5.0,Rural,42.7,75957,1,0
Male,White,36,High School,21.0,72.5,1.4,Urban,80.0,119057,4,1
Female,Hispanic,32,Masters,5.3,75.7,1.0,Suburban,66.5,90738,4,0
Female,White,36,Masters,5.4,36.8,4.2,Urban,42.1,79417,1,0
Female,White,45,Masters,11.2,71.4,3.4,Urban,71.3,94612,1,1
Male,White,22,Bachelors,0.7,90.5,3.3,Suburban,75.1,80249,1,1
Male,Asian,28,High School,4.0,58.4,2.7,Suburban,23.2,80809,3,0
Male,White,22,Bachelors,10.2,72.5,2.0,Suburban,3.7,103669,2,0
Female,Hispanic,47,Bachelors,3.4,41.0,3.8,Urban,72.7,76397,3,0
Male,Black,22,Bachelors,3.5,75.2,4.1,Rural,38.6,84049,4,0
Male,Hispanic,27,High School,6.7,79.2,1.0,Urban,73.0,88339,3,0
Female,White,32,Bachelors,1.9,67.6,2.6,Suburban,47.9,79287,1,0
Female,Black,34,PhD,1.8,75.6,1.0,Urban,0.0,64974,2,0
Male,White,35,Bachelors,5.8,76.8,2.5,Suburban,94.2,92416,1,1
Male,Black,52,High School,11.1,71.7,2.4,Suburban,50.3,105833,3,1
Male,Black,48,Masters,7.5,78.2,1.3,Suburban,83.6,102671,2,1
Male,White,47,Bachelors,1.2,68.4,3.1,Rural,36.2,88175,1,0
Male,Asian,37,Masters,10.3,47.4,2.7,Urban,93.0,87222,4,1
Female,Asian,33,Masters,4.5,67.7,4.3,Suburban,57.3,73067,3,0
Female,Black,31,PhD,4.7,97.0,3.5,Rural,46.7,85265,1,0
Female,Black,42,Bachelors,3.6,48.2,4.0,Suburban,41.1,73074,3,0
Female,Asian,30,PhD,17.8,46.7,1.9,Rural,35.1,84970,3,0
Female,White,29,Bachelors,6.3,61.4,2.7,Rural,30.5,86456,2,0
Female,White,44,Masters,4.8,81.9,1.1,Urban,63.8,87842,1,0
Female,Black,44,Masters,1.7,67.4,4.0,Urban,51.0,65236,1,0
Female,Black,55,Masters,10.7,46.8,1.0,Urban,70.2,84214,2,0
Female,White,34,PhD,13.9,60.0,1.4,Suburban,75.1,108019,1,1
Female,White,26,High School,3.7,54.3,4.1,Rural,47.5,74245,1,0
Male,Black,28,PhD,0.3,76.3,4.3,Suburban,23.3,78939,2,0
Female,White,25,Masters,1.7,53.7,5.0,Urban,87.5,65970,1,1
Male,White,22,High School,12.0,53.3,3.9,Urban,45.9,93412,1,1
Female,White,36,High School,1.8,28.1,3.4,Urban,48.7,69220,1,0
Female,White,40,Bachelors,10.7,44.9,4.0,Urban,88.7,93174,1,1
Female,White,34,Masters,10.6,94.2,4.5,Urban,71.2,107494,1,1
Female,White,48,High School,0.4,66.9,2.7,Suburban,49.7,64824,2,0
Male,Black,26,Bachelors,14.0,40.2,3.8,Suburban,19.1,93038,2,0
Male,White,30,Bachelors,10.7,76.0,3.3,Urban,86.7,112384,1,1
Female,Black,32,Bachelors,1.8,78.2,2.9,Rural,18.7,63449,1,0
Male,White,34,Bachelors,6.7,58.0,4.0,Suburban,84.3,86540,1,1
Female,White,31,Bachelors,2.9,57.8,3.6,Rural,100.0,84615,3,0
Male,White,37,Bachelors,8.1,39.7,5.0,Urban,75.1,85820,1,1
Female,Black,25,Masters,2.7,81.2,1.0,Urban,0.0,81022,4,0
Male,Asian,22,Masters,2.8,86.5,1.1,Urban,100.0,86902,3,1
Male,Asian,39,Masters,18.4,72.3,3.4,Urban,95.0,105018,4,1
Female,White,45,Masters,1.1,97.4,2.9,Urban,38.3,81792,2,0
Female,White,57,High School,4.8,46.8,4.8,Urban,69.3,86102,1,0
Female,White,23,Bachelors,0.3,70.4,4.3,Rural,79.8,74520,3,0
Male,White,32,Bachelors,4.5,85.5,1.9,Urban,18.1,88689,1,1
Male,Hispanic,26,PhD,2.5,100.0,1.7,Suburban,86.7,92651,3,1
Female,Asian,33,High School,4.0,47.4,2.2,Suburban,64.7,77993,3,0
Male,Asian,45,Bachelors,5.5,46.8,2.6,Suburban,94.2,76811,3,0
Male,Black,42,Bachelors,0.2,86.8,2.5,Rural,11.1,85930,1,0
Male,Asian,25,High School,3.0,45.4,1.2,Suburban,28.9,74921,3,0
Male,White,43,Masters,3.8,70.7,2.8,Rural,100.0,97107,2,1
Female,White,26,Bachelors,2.9,71.3,2.3,Rural,34.6,85755,2,0
Male,White,38,Bachelors,0.3,82.8,2.3,Suburban,24.1,80597,2,0
Male,Asian,30,High School,4.2,87.1,3.2,Suburban,83.5,92007,3,1
Female,Hispanic,36,High School,0.2,30.7,2.4,Suburban,29.5,51243,3,0
Female,Black,25,Bachelors,3.7,40.9,3.3,Suburban,67.7,72974,1,0
Male,Asian,34,Bachelors,4.3,38.5,2.0,Urban,82.6,67643,3,1
Female,White,24,PhD,7.4,74.1,2.0,Rural,87.1,81974,1,1
Male,White,22,Bachelors,11.1,72.8,4.6,Suburban,78.8,103160,1,1
Male,Black,25,Bachelors,1.8,82.3,4.9,Suburban,47.5,79807,4,0
Male,Black,36,High School,1.8,68.9,3.3,Urban,30.4,70488,1,0
Female,White,29,High School,9.6,67.0,1.8,Urban,47.7,97904,1,1
Male,Hispanic,46,Masters,5.8,74.4,4.0,Urban,52.6,91306,4,0
Female,White,33,High School,1.1,66.6,1.0,Urban,8.7,76236,1,0
Female,White,51,Bachelors,5.3,75.7,1.0,Urban,100.0,90300,1,0
Female,Asian,22,Bachelors,2.1,50.4,1.4,Urban,92.4,69647,3,0
Female,Black,26,High School,2.0,24.9,1.0,Urban,65.5,64981,4,0
Female,Asian,42,Bachelors,0.7,17.3,1.0,Suburban,85.2,54230,4,0
Female,Black,55,High School,9.7,56.9,2.5,Urban,82.8,82662,1,0
Male,Black,36,Bachelors,4.5,67.4,3.7,Urban,97.4,75595,1,1
Male,Asian,39,Bachelors,1.6,89.3,2.3,Urban,37.2,87485,3,0
Male,White,42,High School,23.9,84.8,5.0,Urban,99.6,139712,1,1
Female,White,47,Masters,4.7,77.8,1.0,Suburban,49.1,87047,1,0
Female,Hispanic,36,Bachelors,25.0,16.2,1.8,Urban,72.4,103918,3,1
Male,Black,28,Bachelors,3.9,58.3,2.2,Suburban,12.4,85223,1,0
Male,White,42,Masters,1.2,51.4,2.8,Urban,68.6,83309,4,0
Female,Black,24,Masters,1.8,13.7,1.7,Rural,11.8,54482,1,0
Female,Black,32,PhD,1.2,89.6,2.1,Suburban,11.2,84248,1,0
Male,White,41,Masters,18.8,49.9,2.4,Rural,63.9,103162,1,1
Female,Asian,34,Bachelors,2.7,74.8,2.1,Rural,56.0,83550,3,0
Male,Black,44,Masters,6.0,29.7,2.8,Rural,20.1,77486,1,0
Male,Hispanic,39,Masters,2.5,94.8,4.0,Suburban,28.0,78466,4,0
Male,Asian,40,Masters,0.2,85.3,3.4,Urban,100.0,84198,3,1
Female,Asian,26,High School,5.5,56.1,2.1,Urban,35.1,72867,4,0
Male,Hispanic,34,High School,10.6,74.0,1.3,Suburban,14.8,92700,3,0
Male,Asian,22,PhD,0.6,79.5,4.2,Urban,100.0,71806,3,1
Male,Hispanic,34,Bachelors,1.6,83.5,1.8,Urban,56.9,77763,3,0
Male,Asian,23,Bachelors,6.7,89.2,2.2,Suburban,36.8,100847,3,1
Female,White,63,PhD,0.1,68.6,1.6,Rural,28.9,71101,1,0
Female,Black,22,High School,1.7,45.5,1.0,Urban,69.8,71359,1,0
Male,Black,51,High School,8.2,84.4,1.0,Rural,63.3,95084,1,0
Female,Black,37,Masters,0.6,79.9,1.0,Suburban,28.9,63681,1,0
Male,White,42,High School,2.1,31.4,3.1,Suburban,57.6,65299,3,0
Female,White,22,Bachelors,0.3,85.0,3.0,Rural,77.6,75191,4,0
Female,White,31,Bachelors,5.4,14.8,3.9,Urban,88.8,72306,1,0
Male,White,40,High School,2.2,41.6,2.6,Rural,52.3,68395,2,0
Male,White,29,Masters,11.3,26.0,4.2,Suburban,68.2,97600,1,1
Male,Black,29,Bachelors,3.6,38.0,1.7,Rural,92.6,79690,4,0
Male,Hispanic,26,Bachelors,18.0,67.5,1.7,Urban,48.5,107534,4,1
Male,Black,34,Bachelors,9.4,95.9,1.0,Rural,40.4,99950,1,0
Male,White,24,Bachelors,1.9,69.0,3.3,Rural,55.5,79332,1,1
Male,Hispanic,37,Bachelors,1.3,45.0,2.0,Suburban,85.2,62607,3,0
Female,Hispanic,37,Bachelors,8.5,60.7,3.1,Suburban,46.7,79057,3,0
Female,White,39,Bachelors,0.1,48.1,1.7,Urban,100.0,61624,1,0
Female,Black,22,Masters,1.3,100.0,1.0,Rural,92.6,86192,3,0
Female,Hispanic,26,High School,1.9,62.2,3.7,Urban,21.9,76216,4,0
Female,White,22,High School,12.7,40.6,1.3,Rural,73.3,91149,3,0
Female,Black,46,Masters,0.7,58.2,1.0,Urban,26.9,73763,1,0
Female,White,44,Masters,9.2,81.4,3.9,Urban,40.2,96576,2,1
Male,Black,39,Masters,17.2,41.7,3.0,Suburban,75.8,99989,1,1
Male,Asian,51,Masters,13.4,50.2,3.0,Rural,44.4,100058,4,1
Female,Black,35,Bachelors,1.8,41.6,2.5,Suburban,48.9,71732,1,0
Female,Black,23,Masters,3.3,54.7,1.0,Urban,11.9,67221,1,0
Male,White,22,Bachelors,16.9,50.5,3.2,Suburban,23.2,117559,1,1
Female,White,36,Masters,10.5,70.2,1.9,Rural,90.5,103342,1,1
Female,White,29,High School,4.3,37.4,4.2,Urban,73.6,66930,1,0
Female,White,37,PhD,7.2,28.2,4.7,Suburban,100.0,68593,1,0
Female,Black,33,Masters,1.8,85.4,2.3,Urban,38.6,91885,1,0
Female,Asian,39,Masters,0.6,88.7,1.0,Suburban,54.4,78155,3,0
Male,Asian,45,High School,14.7,81.4,2.8,Suburban,27.5,105690,4,1
Male,White,33,Bachelors,2.5,56.6,3.7,Suburban,3.4,71451,1,0
Female,White,40,Masters,0.1,60.4,5.0,Rural,69.0,66220,2,0
Female,White,44,High School,0.7,75.3,1.6,Urban,79.8,79198,4,0
Female,Black,55,Masters,1.0,51.9,2.3,Urban,26.1,67325,3,0
Male,White,22,Masters,4.9,76.8,1.1,Suburban,100.0,94696,1,1
Female,Black,31,Masters,10.4,84.5,1.0,Suburban,34.2,99932,1,0
Female,White,38,Bachelors,17.1,81.4,3.2,Rural,100.0,113456,1,1
Male,Black,38,Masters,1.5,78.6,1.8,Suburban,70.8,84480,1,0
Male,White,38,Bachelors,2.1,66.8,4.1,Rural,60.2,81956,1,1
Female,Asian,29,Bachelors,4.5,88.2,2.6,Urban,58.6,74841,3,0
Male,White,48,Masters,1.6,53.0,4.0,Suburban,62.8,73812,1,1
Female,Hispanic,32,High School,13.4,29.7,1.1,Suburban,44.6,93265,3,0
Male,White,33,Bachelors,8.2,72.3,2.7,Urban,63.3,104743,4,0
Female,Hispanic,22,High School,5.9,57.6,1.3,Rural,12.8,77759,3,0
Female,White,22,Masters,0.2,92.0,2.8,Urban,55.8,77296,1,0
Female,White,44,Masters,7.5,84.2,4.3,Suburban,8.6,91403,1,0
Female,White,40,High School,3.3,72.7,2.6,Urban,53.3,93425,2,0
Female,Asian,33,Masters,2.1,54.1,4.8,Suburban,54.0,70445,3,0
Female,Hispanic,30,Bachelors,1.1,48.5,3.8,Suburban,75.8,60397,4,0
Female,White,39,Bachelors,3.4,59.3,1.5,Rural,70.9,75704,1,1
Male,Asian,58,High School,5.9,63.9,2.3,Urban,100.0,85793,3,1
Male,White,24,Bachelors,11.1,83.8,1.0,Urban,39.5,108468,3,1
Female,Black,49,Bachelors,3.3,34.4,3.2,Rural,42.4,61926,1,0
Male,Black,30,Bachelors,5.9,81.8,1.8,Urban,67.7,96825,2,0
Female,White,37,Bachelors,6.4,46.0,2.7,Rural,36.9,79337,2,0
Female,Black,43,Masters,4.3,64.4,4.3,Urban,57.6,73769,2,0
Male,Hispanic,24,Bachelors,3.2,56.5,1.3,Urban,57.9,69880,3,0
Male,White,22,Masters,2.2,69.1,3.1,Suburban,75.6,82492,1,1
Male,White,23,Masters,6.9,37.4,4.5,Suburban,50.0,77651,1,1
Male,Hispanic,35,Bachelors,2.5,56.5,3.9,Rural,34.3,88201,3,0
Male,White,35,Bachelors,2.4,77.9,3.1,Urban,20.1,95097,1,0
Male,Black,34,Masters,0.6,64.3,1.8,Urban,89.4,71450,1,0
Male,Asian,41,High School,1.5,54.3,2.5,Urban,32.5,73423,4,0
Female,Black,34,High School,0.3,64.0,1.7,Urban,27.7,60742,1,0
Female,White,27,Bachelors,0.8,100.0,4.1,Suburban,81.8,91284,2,1
Female,White,46,PhD,9.1,46.1,1.4,Urban,27.8,83996,2,0
Male,White,37,High School,2.2,84.3,3.2,Suburban,21.4,91676,2,1
Female,Hispanic,37,Bachelors,10.5,35.7,5.0,Rural,17.3,77313,3,0
Male,Black,31,Bachelors,1.7,63.9,1.3,Urban,59.0,82133,1,0
Male,Black,43,Masters,2.6,97.2,1.0,Urban,67.6,91346,1,0
Male,White,47,Masters,9.3,99.3,1.0,Suburban,67.2,110467,3,1
Female,Asian,43,Bachelors,0.5,33.5,2.5,Rural,54.7,49784,4,0
Female,White,22,Masters,1.5,98.7,1.4,Urban,67.9,94120,1,0
Female,Asian,45,Masters,3.3,75.5,1.3,Urban,52.3,72729,3,0
Female,White,40,High School,5.1,68.5,1.1,Suburban,39.4,85592,2,0
Female,Black,26,PhD,6.4,62.6,1.8,Rural,38.7,75017,4,0
Male,White,33,High School,10.4,53.3,3.1,Urban,69.9,89005,4,1
Male,Asian,53,Bachelors,11.2,94.4,4.1,Urban,57.8,105011,3,1
Male,Black,52,Bachelors,0.9,95.7,1.8,Suburban,54.9,93495,1,0
Female,White,26,Bachelors,16.3,66.4,1.4,Urban,26.3,102553,1,0
Female,White,46,Masters,2.9,71.8,4.3,Urban,35.7,79530,1,1
Female,Asian,31,Masters,0.3,97.6,2.5,Rural,77.8,81044,3,0
Female,Black,40,Bachelors,6.1,58.0,1.0,Suburban,44.7,70240,4,0
Female,Hispanic,32,Bachelors,7.9,70.3,1.0,Urban,54.6,90176,3,0
Female,Hispanic,32,PhD,1.2,76.8,3.3,Suburban,39.4,62364,3,0
Female,White,27,Bachelors,3.3,58.3,4.7,Urban,54.1,80222,1,0
Female,White,28,Bachelors,3.7,77.0,4.5,Rural,58.3,75818,1,0
Female,Black,34,Masters,0.4,79.1,1.0,Suburban,28.1,77646,1,0
Male,White,41,High School,5.9,45.4,4.6,Suburban,83.6,79223,4,1
Male,Hispanic,40,Masters,6.0,58.6,1.8,Urban,53.9,90539,3,0
Female,Black,31,High School,1.9,64.5,2.6,Urban,71.3,72759,1,0
Female,Hispanic,29,Masters,0.5,100.0,3.4,Suburban,34.3,80534,3,0
Male,Hispanic,38,Masters,0.5,100.0,1.0,Urban,72.8,87650,3,0
Male,Hispanic,38,PhD,3.9,76.0,1.0,Urban,43.6,86300,3,0
Female,Hispanic,39,Bachelors,3.6,69.8,3.4,Urban,71.5,73858,3,0
Male,White,22,Bachelors,2.2,97.1,2.2,Urban,99.7,87343,1,1
Female,White,40,Bachelors,3.0,88.2,3.7,Suburban,49.2,91982,1,0
Male,White,45,Bachelors,18.4,94.2,2.4,Urban,50.2,117093,1,1
Male,Asian,28,High School,24.3,43.9,3.8,Urban,24.9,117370,3,1
Male,Hispanic,38,Bachelors,8.9,71.7,2.4,Urban,84.4,96648,3,0
Male,White,38,High School,7.1,32.8,3.1,Rural,34.9,72344,3,0
Female,Black,55,Bachelors,2.4,48.3,1.0,Urban,48.7,65476,1,0
Female,White,30,Bachelors,2.6,91.1,5.0,Suburban,58.4,90101,3,0
Female,White,22,Masters,1.7,70.6,2.3,Urban,73.9,77333,1,0
Female,White,45,Bachelors,2.0,79.8,2.1,Urban,22.2,74561,1,0
Female,White,57,Masters,3.0,44.0,1.2,Suburban,55.7,66505,1,0
Male,White,42,Bachelors,3.0,54.4,1.0,Rural,91.7,77108,1,1
Female,White,27,Masters,3.1,86.5,2.0,Suburban,78.7,88838,1,0
Female,White,24,PhD,3.0,37.9,2.2,Rural,28.8,73703,3,0
Male,Hispanic,42,High School,2.1,6.0,1.9,Urban,59.2,55144,4,0
Female,Hispanic,24,Masters,1.2,61.2,2.3,Suburban,11.5,64908,3,0
Female,White,33,Bachelors,3.8,60.9,1.0,Urban,31.1,80757,1,0
Male,Black,41,High School,11.7,79.5,2.6,Urban,62.7,104370,1,1
Male,Hispanic,51,High School,5.5,85.9,3.4,Suburban,1.0,98868,4,0
Male,Hispanic,29,Masters,3.5,33.8,2.7,Suburban,33.6,80312,3,0
Female,Asian,46,High School,1.9,80.5,4.2,Suburban,54.6,82602,4,0
Male,White,41,Masters,25.0,55.9,3.7,Urban,59.9,131439,2,1
Female,Hispanic,34,High School,13.3,66.9,2.6,Urban,53.0,94184,3,0
Female,White,27,High School,11.7,61.5,1.1,Rural,64.7,95248,1,1
Male,White,24,High School,1.4,57.0,1.7,Urban,75.5,75848,1,0
Male,Black,51,Bachelors,3.2,34.0,1.0,Urban,27.5,75233,1,0
Male,White,22,Masters,0.1,72.6,2.4,Urban,100.0,86583,1,1
Male,Black,37,Masters,0.9,54.7,4.2,Urban,100.0,75859,1,0
Female,White,26,PhD,0.4,83.1,4.4,Urban,44.1,78985,1,0
Female,Hispanic,25,PhD,12.3,76.3,1.0,Urban,13.7,84584,4,0
Female,White,41,Bachelors,13.0,57.2,4.8,Suburban,93.8,95385,2,1
Male,White,34,High School,11.7,49.6,1.8,Suburban,96.5,93393,1,1
Male,Hispanic,39,Masters,17.4,72.4,2.4,Urban,38.4,103906,3,1
Female,Asian,45,Masters,0.1,45.8,2.1,Suburban,94.2,59721,4,0
Female,Black,52,Masters,4.3,75.1,2.2,Rural,59.4,84277,2,0
Female,White,26,Bachelors,16.1,64.1,2.1,Suburban,92.5,93890,2,1
Female,Hispanic,29,High School,0.6,51.5,1.7,Urban,19.0,68387,3,0
Male,Black,22,Bachelors,0.0,35.8,1.0,Urban,75.2,73931,1,0
Male,Hispanic,47,High School,13.4,68.0,3.6,Suburban,28.1,104564,3,0
Female,White,23,High School,6.1,31.9,1.6,Suburban,58.3,70101,1,0
Male,Black,29,Masters,4.6,75.9,2.0,Urban,69.7,94418,1,0
Male,Black,30,Bachelors,4.0,57.6,4.0,Urban,88.9,82130,1,0
Female,White,34,High School,16.9,74.8,1.9,Suburban,100.0,113576,1,1
Male,Asian,41,Bachelors,7.8,72.8,1.3,Suburban,56.5,96625,3,0
Male,Black,22,Masters,9.8,53.8,3.2,Urban,57.7,92129,4,0
Male,Asian,29,PhD,0.3,54.5,1.2,Urban,78.9,67802,3,0
Female,Asian,34,Masters,3.2,100.0,1.0,Urban,76.0,83295,3,0
Male,Black,40,Masters,1.0,83.0,2.2,Rural,54.0,77331,2,0
Male,White,27,Masters,19.6,95.1,2.0,Rural,35.2,125658,2,1
Female,Black,24,High School,4.0,61.3,2.9,Suburban,50.3,90622,1,0
Male,White,34,Bachelors,1.2,85.9,1.0,Suburban,82.5,88615,1,0
Male,Asian,55,High School,9.5,77.7,3.7,Urban,94.8,95841,3,1
Male,Black,60,Bachelors,7.4,82.9,4.2,Suburban,32.9,90747,1,1
Male,Hispanic,24,High School,1.0,73.5,2.3,Suburban,15.5,74775,3,0
Male,Black,32,Bachelors,1.4,91.6,2.8,Rural,92.4,90322,2,1
Male,Black,32,Masters,0.4,67.7,1.2,Rural,43.9,66653,3,0
Male,Asian,24,PhD,0.4,65.8,2.2,Rural,29.5,84108,3,0
Female,Asian,42,PhD,1.5,75.8,1.9,Urban,25.2,73903,3,0
Female,Hispanic,39,Masters,1.8,43.6,2.9,Suburban,53.3,63856,3,0
Female,Asian,35,PhD,4.7,100.0,2.0,Urban,81.9,85510,3,0
Male,Black,49,Bachelors,2.4,95.8,1.0,Urban,22.9,80630,3,0
Female,White,32,High School,4.0,53.3,2.2,Urban,50.3,85382,1,0
Female,Asian,48,Bachelors,0.6,98.7,3.1,Urban,12.7,78192,3,0
Male,White,36,Bachelors,0.2,89.9,1.8,Suburban,65.7,90021,2,1
Male,White,35,Bachelors,7.4,94.1,4.0,Urban,86.4,98834,2,1
Male,White,41,Bachelors,0.1,77.9,1.0,Suburban,38.0,85577,1,0
Male,White,30,Bachelors,6.9,67.9,3.2,Suburban,73.0,96950,1,1
Male,White,37,Bachelors,19.1,61.5,4.0,Urban,70.8,105388,1,1
Female,Hispanic,22,Bachelors,1.8,76.2,1.2,Rural,35.9,80420,3,0
Female,Asian,36,High School,1.2,33.5,3.2,Urban,37.2,65824,4,0
Female,Black,36,High School,8.0,63.6,1.7,Suburban,0.0,81871,1,0
Male,Black,22,Bachelors,10.4,66.1,1.0,Rural,78.0,99421,3,1
Male,White,39,Masters,4.6,55.7,2.9,Suburban,98.0,81233,4,1
Male,Black,29,High School,3.1,27.6,1.1,Suburban,28.2,65998,1,0
Male,Black,61,PhD,1.7,100.0,3.9,Suburban,61.8,96295,1,0
Male,Asian,22,PhD,6.7,55.5,4.0,Suburban,62.2,89632,3,1
Male,Asian,30,Bachelors,0.8,75.0,4.2,Suburban,80.9,75936,3,1
Male,White,37,Bachelors,0.4,35.2,1.2,Urban,44.7,67145,2,0
Male,White,41,Bachelors,17.7,99.9,4.2,Rural,41.3,121323,1,1
Female,Asian,32,High School,3.9,82.6,3.7,Suburban,42.1,83486,4,0
Female,Asian,46,Bachelors,1.7,56.0,3.1,Urban,30.3,71861,4,0
Female,White,39,Masters,0.7,76.8,3.1,Urban,56.3,77483,1,0
Female,Asian,41,High School,0.7,73.4,2.8,Urban,55.4,66364,4,0
Male,Asian,31,Bachelors,10.9,69.8,3.2,Suburban,98.2,89491,3,1
Male,Hispanic,26,Masters,4.7,91.9,1.1,Urban,34.1,87166,3,0
Male,Asian,30,Bachelors,1.5,100.0,1.0,Urban,48.9,86240,4,0
Female,Hispanic,46,Bachelors,0.7,51.2,4.0,Suburban,18.5,75251,3,0
Female,White,39,Masters,10.5,91.7,2.4,Urban,36.0,103393,1,1
Male,White,39,Bachelors,19.0,69.3,2.3,Rural,40.4,116077,2,1
Female,Black,22,High School,9.5,57.9,4.5,Rural,0.0,83971,3,0
Male,Hispanic,36,Masters,3.0,89.8,1.0,Suburban,9.2,82571,3,0
Male,Hispanic,32,PhD,0.5,79.1,5.0,Suburban,75.0,94400,3,1
Male,Black,22,High School,1.1,37.9,1.7,Rural,26.4,70412,1,0
Female,White,26,Bachelors,0.1,28.5,5.0,Suburban,100.0,71771,1,0
Female,Hispanic,25,High School,0.7,37.5,2.2,Urban,5.0,53799,3,0
Male,White,34,PhD,1.8,73.3,4.4,Urban,100.0,86910,1,1
Male,White,35,PhD,1.7,81.2,1.3,Urban,87.6,78265,1,1
Male,Black,27,PhD,1.8,69.7,3.3,Suburban,66.7,88674,1,0
Male,Hispanic,45,Masters,2.5,80.1,2.0,Rural,15.5,82639,3,0
Male,Black,22,Bachelors,5.2,75.2,3.8,Urban,84.3,94548,1,0
Male,Hispanic,47,Masters,6.1,93.6,3.7,Urban,63.3,91193,3,1
Female,White,37,Bachelors,24.4,22.9,2.6,Urban,76.3,114289,3,1
Female,Asian,36,Masters,25.0,76.4,3.2,Suburban,87.7,121335,3,1
Male,Black,39,Masters,2.8,78.9,3.0,Rural,43.7,73486,3,0
Male,Asian,33,Bachelors,2.0,100.0,2.1,Urban,45.3,93629,4,0
Female,White,48,Bachelors,18.0,68.1,2.2,Suburban,62.9,112339,2,1
Male,White,47,Masters,4.7,45.5,1.5,Suburban,66.6,84792,1,0
Female,Hispanic,38,High School,3.6,70.0,1.0,Urban,59.6,75031,4,0
Male,Black,55,Bachelors,2.8,93.0,1.2,Urban,22.0,88925,2,0
Female,Black,54,PhD,0.5,100.0,1.0,Urban,40.1,84231,1,0
Male,Asian,33,High School,9.3,48.7,2.1,Urban,31.5,86288,4,0
Male,White,42,Masters,2.4,88.9,3.6,Urban,77.0,83970,2,1
Male,Black,22,High School,4.5,19.0,3.9,Suburban,44.5,70763,1,0
Female,Black,43,High School,0.7,39.4,1.6,Urban,29.5,72561,3,0
Male,White,39,Bachelors,3.0,77.4,1.9,Urban,24.7,92438,1,0
Female,Asian,27,Masters,8.5,47.5,1.9,Urban,89.8,82039,3,0
