Gender,Race,Age_Group,Salary,Department,Zip_Code,Commute_Distance,Work_Schedule,Promotion_Rate,Training_Hours,Email_Response_Time,Employee_ID,Coffee_Cups_Daily,Desk_Location,Favorite_Color,Performance_Score,Network_Size,Years_Education,Promoted
Female,White,Middle,38769,Marketing,94301,31.6,Flexible,0.34,36.5,20.5,7922,2,North,Green,54.8,109,20,0
Male,White,Young,60453,HR,94304,12.5,Standard,0.7,38.1,18.7,6767,5,North,Red,51.4,78,17,1
Male,White,Middle,59354,HR,94302,17.8,Standard,0.7,41.6,26.4,6419,0,West,Red,64.2,52,20,1
Male,Asian,Middle,45287,Engineering,94404,26.2,Standard,0.11,53.7,13.5,3428,3,South,Yellow,29.2,170,14,1
Male,White,Middle,52969,Sales,94301,19.1,Standard,0.7,53.0,37.5,7635,0,North,Red,38.3,137,18,1
Female,Asian,Senior,48571,HR,94404,18.8,Flexible,0.38,20.3,19.0,10045,4,West,Red,46.1,105,18,1
Male,White,Young,58280,Engineering,94301,13.7,Standard,0.7,60.7,18.3,6443,2,South,Yellow,77.6,145,15,1
Male,Black,Middle,55370,Engineering,94501,10.2,Standard,0.28,25.1,10.1,6535,2,East,Green,47.2,124,20,1
Female,Black,Young,25546,Sales,94503,21.6,Flexible,0.1,46.0,18.2,6610,2,North,Yellow,55.2,191,13,0
Male,Black,Middle,43388,Sales,94502,10.9,Standard,0.37,34.8,22.1,1869,0,South,Green,55.8,174,18,1
Female,Asian,Middle,42181,HR,94402,21.8,Flexible,0.4,42.7,23.4,7178,1,South,Green,52.0,108,14,0
Female,Hispanic,Young,29681,Engineering,94604,22.4,Flexible,0.1,40.0,19.3,9053,4,West,Yellow,48.2,127,15,0
Male,White,Middle,54656,HR,94304,19.9,Standard,0.7,41.0,47.2,9715,0,East,Blue,81.4,84,14,1
Male,White,Young,62707,Sales,94301,13.0,Flexible,0.7,39.2,13.8,4690,2,South,Red,68.2,185,13,1
Male,White,Young,57525,Engineering,94301,12.0,Standard,0.7,51.7,28.9,4902,5,North,Red,52.7,130,13,0
Male,Black,Middle,42566,HR,94504,19.4,Flexible,0.44,26.8,27.2,10553,3,West,Blue,83.6,111,16,1
Male,White,Middle,49561,Sales,94304,18.5,Flexible,0.7,36.0,13.2,3979,1,East,Yellow,41.0,179,12,1
Male,Asian,Young,69042,Sales,94404,13.8,Flexible,0.33,50.0,21.4,3892,3,West,Red,54.8,172,21,1
Female,White,Senior,70641,Engineering,94301,21.0,Standard,0.13,32.5,39.8,6300,1,West,Yellow,58.9,97,12,0
Male,Black,Young,47741,Engineering,94504,13.7,Standard,0.12,58.4,19.8,3106,3,West,Red,57.4,123,13,0
Female,Asian,Young,43439,HR,94401,21.9,Flexible,0.17,27.4,37.2,1128,1,West,Yellow,59.9,41,17,0
Male,Black,Young,47557,Marketing,94502,22.8,Standard,0.37,51.7,23.1,7084,0,West,Blue,45.0,93,17,0
Male,Black,Young,52552,Engineering,94502,14.3,Standard,0.16,41.7,24.3,6259,0,South,Green,62.2,192,19,1
Female,White,Young,40728,HR,94301,21.0,Flexible,0.28,55.9,18.0,9670,3,South,Green,45.2,123,13,1
Male,White,Middle,57284,Engineering,94301,15.1,Flexible,0.7,40.3,16.1,5600,5,South,Blue,80.5,184,16,1
Male,Black,Middle,52277,Engineering,94501,5.2,Flexible,0.26,50.9,14.3,2625,1,East,Yellow,70.8,148,14,1
Female,White,Middle,52269,Engineering,94301,22.2,Flexible,0.34,37.7,16.1,3321,1,North,Red,50.8,131,20,0
Female,Hispanic,Senior,58707,Marketing,94603,19.3,Flexible,0.1,47.3,27.0,3624,2,West,Green,58.2,75,12,1
Female,Hispanic,Middle,41169,HR,94602,32.9,Standard,0.1,41.6,25.3,3584,2,East,Red,45.3,54,14,0
Male,Asian,Young,56437,Engineering,94402,15.5,Standard,0.37,37.1,21.0,3437,5,East,Blue,65.4,146,17,1
Male,White,Young,56884,HR,94303,17.2,Flexible,0.7,41.9,39.0,2695,2,South,Green,69.3,61,17,1
Female,Asian,Young,33308,Sales,94404,24.7,Flexible,0.31,44.1,14.3,6212,2,North,Green,39.7,192,13,0
Female,White,Middle,45360,Sales,94301,34.3,Flexible,0.38,41.1,24.7,8555,2,East,Red,73.4,240,20,1
Male,White,Young,61895,Engineering,94301,20.0,Standard,0.7,59.0,13.5,10461,1,East,Blue,65.0,132,17,1
Female,White,Middle,43499,Marketing,94304,15.7,Flexible,0.19,46.1,23.4,9522,1,South,Red,60.8,81,12,0
Male,White,Middle,56116,Engineering,94302,21.1,Standard,0.7,46.6,28.1,2316,2,West,Yellow,60.2,97,14,1
Male,White,Middle,66217,Marketing,94303,10.3,Flexible,0.7,32.5,22.4,1443,1,West,Red,63.0,120,20,1
Male,White,Middle,63159,Engineering,94301,11.7,Standard,0.7,48.8,24.4,3404,2,West,Yellow,65.8,160,18,1
Male,Hispanic,Young,56564,Engineering,94602,8.5,Flexible,0.4,51.0,20.2,8821,2,South,Blue,68.2,144,15,1
Male,White,Young,55232,HR,94302,24.1,Flexible,0.7,57.9,31.4,8671,0,East,Green,57.5,101,21,0
Male,Hispanic,Middle,46458,Sales,94602,20.9,Standard,0.31,25.2,31.0,7301,1,West,Blue,51.9,247,18,1
Male,White,Young,66015,Engineering,94303,21.2,Standard,0.7,54.5,27.5,2921,3,East,Yellow,63.9,124,15,1
Female,White,Young,44763,HR,94303,28.2,Flexible,0.38,43.9,26.6,9145,1,East,Green,58.8,70,13,0
Female,Black,Middle,32154,Sales,94503,26.5,Flexible,0.1,27.3,25.4,7286,3,East,Red,53.5,178,14,0
Female,Black,Middle,32502,HR,94503,21.4,Flexible,0.1,46.5,17.7,8694,1,South,Green,58.2,89,16,0
Female,White,Middle,44944,HR,94303,24.0,Flexible,0.25,35.7,23.8,7171,1,East,Yellow,77.6,68,18,1
Male,White,Middle,65014,Engineering,94303,12.4,Flexible,0.7,45.3,30.0,6770,3,North,Green,56.9,161,14,1
Male,White,Senior,79197,Marketing,94304,5.7,Flexible,0.7,25.2,22.4,5322,0,East,Blue,64.1,135,16,1
Female,White,Middle,48952,HR,94302,19.8,Flexible,0.09,60.3,25.6,9819,0,North,Yellow,29.2,103,20,0
Male,Asian,Young,60336,Engineering,94402,26.8,Standard,0.37,48.8,13.4,6667,3,East,Blue,51.9,138,13,1
Male,Black,Middle,45608,Engineering,94504,13.1,Standard,0.29,35.3,14.5,7108,0,West,Blue,57.6,156,14,0
Male,White,Middle,55604,HR,94301,20.0,Standard,0.7,49.9,24.7,2083,1,East,Green,80.7,124,18,1
Female,Asian,Middle,40748,HR,94404,33.4,Flexible,0.42,39.1,18.5,7296,1,South,Red,51.9,35,14,0
Male,White,Middle,53315,Sales,94301,18.9,Standard,0.7,71.7,32.8,2142,0,South,Blue,63.7,141,12,1
Female,Asian,Middle,40429,Marketing,94401,19.1,Flexible,0.34,51.7,19.5,1239,3,West,Yellow,72.5,94,20,0
Male,Asian,Middle,65567,Sales,94404,11.3,Standard,0.6,35.3,33.2,9305,2,West,Green,59.7,218,16,1
Female,Hispanic,Young,34843,HR,94604,23.6,Standard,0.1,50.7,20.8,1964,2,North,Blue,52.1,71,17,0
Female,White,Senior,61167,Sales,94303,29.3,Standard,0.43,35.7,23.8,8272,1,South,Green,44.4,161,14,0
Female,Black,Middle,44578,HR,94504,30.1,Flexible,0.1,29.4,17.6,5931,2,North,Blue,47.9,101,18,0
Male,White,Young,55346,Engineering,94303,17.7,Standard,0.7,62.8,23.0,10981,0,West,Red,68.0,112,19,0
Male,Black,Young,45190,Marketing,94504,14.0,Standard,0.28,45.7,18.2,2657,0,West,Yellow,56.7,124,21,1
Female,White,Senior,71147,Sales,94304,19.9,Flexible,0.14,32.5,12.5,10160,3,North,Yellow,51.0,167,14,1
Male,White,Middle,63306,Engineering,94301,15.9,Standard,0.7,42.2,31.4,10540,6,East,Green,49.8,224,12,1
Male,Asian,Middle,57349,Engineering,94404,15.9,Standard,0.21,30.8,32.6,6241,2,East,Blue,70.3,129,20,1
Male,White,Senior,84159,Engineering,94301,5.6,Flexible,0.7,37.1,31.4,1388,2,North,Yellow,88.1,184,14,1
Female,Asian,Senior,64503,Sales,94403,13.5,Standard,0.21,30.0,29.9,9568,5,South,Blue,33.2,131,14,0
Male,Asian,Middle,52069,HR,94404,16.6,Flexible,0.25,35.2,25.7,3771,5,West,Blue,54.7,126,20,0
Female,Black,Young,25000,Marketing,94503,17.2,Standard,0.1,48.4,17.5,8852,3,East,Red,45.6,115,19,1
Male,White,Young,57163,Sales,94304,11.9,Flexible,0.7,42.7,18.4,7337,1,North,Yellow,55.8,211,17,1
Male,White,Middle,65424,Engineering,94304,15.1,Standard,0.7,24.4,10.0,8890,5,East,Yellow,58.9,126,14,1
Female,Hispanic,Middle,32857,HR,94602,24.7,Flexible,0.1,41.7,25.3,4743,1,East,Green,59.1,137,12,0
Male,White,Middle,62300,Marketing,94304,20.6,Flexible,0.7,17.1,25.0,6493,3,North,Red,59.3,111,16,1
Male,Black,Middle,50922,Engineering,94501,8.7,Standard,0.29,17.5,27.0,4768,1,West,Blue,60.7,168,14,0
Female,Black,Middle,26532,HR,94503,16.7,Flexible,0.1,40.4,25.8,9955,4,South,Green,50.6,77,16,0
Female,Hispanic,Young,32968,HR,94602,29.5,Standard,0.1,48.2,32.1,7120,2,West,Green,41.3,55,19,1
Male,Asian,Young,59794,Marketing,94402,23.4,Standard,0.33,52.6,21.4,7515,1,West,Blue,42.5,124,17,0
Female,Black,Middle,31064,Sales,94503,17.8,Flexible,0.1,46.6,24.8,10185,4,West,Yellow,49.4,204,16,0
Female,White,Young,43187,Engineering,94303,18.8,Flexible,0.44,30.2,17.0,2568,3,North,Green,44.8,118,19,0
Female,White,Middle,46958,Marketing,94302,25.7,Flexible,0.21,33.9,7.4,1958,3,North,Red,64.1,153,12,0
Male,White,Middle,60363,Engineering,94304,15.2,Standard,0.7,35.5,22.6,9051,3,East,Blue,43.4,116,12,1
Male,Asian,Senior,83234,Sales,94402,10.3,Standard,0.16,38.1,35.7,9767,0,South,Yellow,59.1,181,14,1
Female,Asian,Senior,64918,Sales,94404,14.1,Flexible,0.38,37.3,19.5,8995,2,South,Yellow,75.8,172,12,1
Female,Asian,Middle,38220,HR,94403,26.6,Standard,0.43,35.9,13.9,9998,2,West,Red,50.3,52,12,0
Male,Black,Middle,47612,Engineering,94504,13.8,Flexible,0.25,40.4,27.1,5474,4,West,Blue,73.4,151,16,1
Male,Black,Young,50101,Sales,94504,13.6,Standard,0.4,47.3,31.1,8235,0,North,Blue,47.8,226,13,1
Male,White,Middle,66692,HR,94304,9.3,Standard,0.7,30.9,28.1,6031,4,North,Green,59.7,66,12,1
Male,White,Middle,57632,Marketing,94301,19.0,Standard,0.7,40.5,34.8,9889,2,East,Blue,46.0,96,18,1
Male,White,Middle,51337,HR,94304,13.2,Standard,0.7,18.6,16.5,1251,0,West,Green,43.7,103,12,1
Male,Asian,Middle,60202,HR,94401,14.8,Standard,0.38,42.5,35.1,8266,0,East,Yellow,50.2,88,12,1
Female,White,Young,41222,HR,94304,28.9,Flexible,0.13,64.1,4.6,9779,3,North,Green,53.8,36,17,1
Male,Asian,Senior,71573,Engineering,94404,4.8,Standard,0.24,31.5,7.8,7155,0,East,Yellow,75.7,198,12,1
Female,Black,Young,35094,HR,94501,22.6,Standard,0.1,70.6,9.3,8244,1,South,Red,40.3,26,13,0
Male,White,Senior,84864,Engineering,94304,2.2,Standard,0.7,41.0,27.8,8052,2,East,Red,52.9,111,16,1
Male,White,Middle,57130,Engineering,94304,12.4,Standard,0.7,54.6,11.9,9884,4,North,Green,66.5,176,16,1
Male,White,Middle,62482,HR,94301,21.4,Standard,0.7,43.9,18.9,3252,2,West,Yellow,40.6,91,20,0
Male,White,Young,63409,Sales,94301,7.3,Flexible,0.7,55.5,20.6,6736,0,South,Blue,41.3,254,15,1
Female,Asian,Young,46958,HR,94401,24.2,Flexible,0.25,51.4,27.0,3264,0,South,Green,51.1,108,15,0
Female,White,Senior,61338,Marketing,94301,26.0,Flexible,0.5,19.3,31.2,7766,3,North,Green,74.9,60,18,1
Male,Asian,Senior,72394,Marketing,94404,12.7,Standard,0.35,15.3,31.2,10275,2,West,Blue,60.4,131,14,0
Male,Asian,Middle,53076,Sales,94404,12.1,Flexible,0.25,37.6,12.6,2260,0,East,Yellow,61.6,182,20,1
Male,White,Middle,63954,Sales,94303,9.4,Flexible,0.7,34.0,25.4,9790,3,North,Blue,64.0,200,14,1
Female,Asian,Middle,46336,Sales,94404,13.4,Standard,0.23,34.3,18.0,4135,2,North,Yellow,60.6,158,16,1
Female,Black,Middle,30214,Marketing,94502,30.8,Standard,0.1,27.4,19.7,3697,2,North,Yellow,45.5,111,20,1
Male,Asian,Middle,68663,Engineering,94402,12.9,Standard,0.14,51.1,23.5,9188,1,North,Red,52.7,160,18,1
Female,White,Middle,39618,Marketing,94302,14.0,Flexible,0.41,29.7,17.3,2629,4,West,Yellow,47.9,141,12,1
Female,White,Senior,69997,Marketing,94304,12.9,Standard,0.34,24.0,15.2,3112,5,South,Yellow,40.0,151,12,0
Male,White,Middle,67598,HR,94302,9.6,Standard,0.7,40.4,20.4,6971,2,North,Green,55.0,26,20,0
Male,White,Middle,60548,HR,94304,12.5,Flexible,0.7,50.8,18.5,1300,3,South,Blue,51.8,129,16,0
Female,Asian,Senior,59151,HR,94401,29.9,Flexible,0.36,43.5,29.1,5394,3,East,Blue,53.4,129,12,1
Female,Asian,Middle,39260,Marketing,94404,27.6,Flexible,0.17,33.5,20.5,4723,0,West,Yellow,58.0,104,16,1
Male,Hispanic,Young,48689,HR,94603,17.4,Flexible,0.37,47.9,32.1,1794,4,West,Red,39.5,98,19,1
Male,White,Young,65404,Engineering,94304,21.0,Standard,0.7,66.4,32.7,4094,2,North,Red,73.0,194,15,1
Male,White,Middle,54000,Engineering,94302,24.2,Standard,0.7,51.1,35.1,10449,1,North,Yellow,61.3,125,12,1
Male,Black,Senior,60806,Sales,94501,12.6,Standard,0.28,43.8,13.9,10817,3,East,Red,47.5,205,12,1
Female,White,Senior,66810,Marketing,94301,25.2,Standard,0.23,38.9,23.1,7816,2,West,Red,65.5,139,18,0
Male,White,Middle,62908,HR,94301,11.8,Standard,0.7,41.0,14.1,6168,1,East,Yellow,71.6,111,14,1
Female,Black,Young,44839,Marketing,94503,18.7,Flexible,0.1,70.1,35.7,8731,2,South,Blue,47.5,88,19,0
Female,White,Young,38088,Sales,94303,17.8,Flexible,0.35,61.3,25.7,4662,1,West,Yellow,46.7,183,19,0
Male,Black,Middle,49325,Sales,94503,16.5,Flexible,0.18,41.2,20.2,5974,4,East,Red,56.5,202,14,1
Male,White,Senior,85809,Sales,94302,1.0,Flexible,0.7,42.2,21.5,1843,2,South,Blue,64.2,221,18,1
Male,Black,Senior,70604,Sales,94502,16.6,Standard,0.32,32.5,30.7,10159,3,West,Blue,51.0,194,12,0
Female,Asian,Young,42022,HR,94403,20.5,Flexible,0.27,34.0,18.1,8425,2,South,Green,62.7,53,21,1
Male,White,Middle,63949,Sales,94304,19.1,Standard,0.7,29.8,13.1,6361,3,East,Green,61.4,138,12,0
Female,Hispanic,Middle,32003,HR,94603,16.0,Standard,0.1,35.4,24.6,9949,2,East,Green,48.4,96,20,0
Female,Black,Young,39257,HR,94503,28.6,Flexible,0.1,44.7,30.9,4911,1,South,Blue,42.9,88,15,1
Male,Hispanic,Middle,43732,Sales,94603,21.9,Standard,0.41,32.8,23.4,6055,1,South,Yellow,63.6,142,20,0
Female,White,Senior,57402,HR,94301,18.5,Flexible,0.39,28.2,27.0,10586,0,East,Green,72.5,143,16,0
Female,Black,Young,33632,Sales,94502,25.6,Standard,0.1,63.1,16.3,9657,1,North,Blue,43.7,189,19,0
Male,White,Senior,67183,HR,94301,4.9,Standard,0.7,53.3,25.0,10722,1,West,Green,46.8,105,14,0
Male,Asian,Young,58423,Engineering,94404,15.2,Standard,0.31,63.1,24.8,4090,4,South,Yellow,57.8,151,15,0
Female,Black,Young,26337,Marketing,94504,27.9,Flexible,0.1,28.4,18.2,3062,4,East,Blue,54.9,108,21,0
Female,White,Young,46412,Sales,94302,21.5,Standard,0.33,60.8,13.4,5441,3,East,Yellow,51.4,165,19,1
Male,Hispanic,Senior,70927,Sales,94604,17.6,Standard,0.36,42.4,18.2,1379,1,West,Red,53.7,237,12,1
Male,White,Middle,59660,HR,94301,6.1,Standard,0.7,39.6,18.5,1310,3,West,Blue,55.5,98,14,0
Male,White,Middle,62182,Engineering,94301,13.4,Flexible,0.7,35.0,20.3,2916,2,North,Red,61.0,143,16,1
Female,Black,Middle,36020,Marketing,94501,13.4,Flexible,0.1,37.0,19.9,9466,3,West,Blue,37.9,93,16,0
Male,Black,Middle,48534,Engineering,94504,16.6,Standard,0.3,49.9,25.2,5798,1,East,Green,83.6,110,16,1
Male,White,Senior,89155,Engineering,94303,8.9,Flexible,0.7,38.9,25.1,1554,2,West,Green,69.2,134,14,1
Female,White,Middle,46966,Marketing,94301,22.1,Flexible,0.22,52.2,20.2,2042,0,South,Yellow,47.4,90,12,1
Male,Hispanic,Senior,73859,HR,94601,13.7,Standard,0.25,43.1,24.1,3103,2,West,Blue,58.9,96,12,1
Female,Asian,Young,48365,Sales,94403,21.6,Flexible,0.18,64.4,14.1,8728,0,West,Blue,52.6,164,17,0
Male,White,Middle,63340,Marketing,94303,29.0,Standard,0.7,46.3,25.5,4007,0,West,Green,46.2,80,18,1
Female,White,Middle,55314,HR,94302,27.0,Flexible,0.39,28.6,8.5,6632,3,South,Green,53.6,129,20,0
Male,Hispanic,Senior,70830,Engineering,94604,10.2,Flexible,0.34,19.0,15.9,3730,4,South,Red,75.2,115,14,1
Female,Asian,Young,42965,Marketing,94401,19.6,Flexible,0.26,56.5,12.7,10073,4,South,Blue,46.2,98,19,0
Female,Hispanic,Middle,31752,HR,94602,18.4,Flexible,0.1,46.0,16.4,8589,3,South,Green,41.3,68,12,0
Male,White,Middle,58718,Engineering,94304,17.2,Standard,0.7,33.8,26.3,2530,1,North,Yellow,60.4,123,16,1
Male,Asian,Middle,54343,HR,94402,12.4,Flexible,0.23,42.5,25.4,8225,1,East,Yellow,68.7,104,16,0
Male,Asian,Young,61386,HR,94404,20.0,Flexible,0.32,45.5,26.2,1153,1,South,Green,49.4,64,15,1
Male,White,Young,55438,Sales,94301,14.6,Standard,0.7,45.1,30.5,8204,2,West,Blue,59.5,171,19,1
Female,Black,Senior,55368,Marketing,94502,17.6,Flexible,0.1,20.7,22.4,6012,2,West,Blue,49.2,137,12,0
Female,Black,Middle,37797,Marketing,94504,23.6,Standard,0.1,40.4,12.9,4132,1,North,Green,47.3,111,20,0
Male,White,Middle,60751,Engineering,94304,14.2,Flexible,0.7,34.8,24.2,9584,3,West,Red,62.8,187,18,1
Female,Asian,Senior,58520,Marketing,94404,19.4,Flexible,0.16,38.8,13.5,4437,1,North,Blue,41.0,95,14,0
Female,Asian,Young,46494,HR,94403,33.3,Standard,0.19,32.5,18.3,1477,5,South,Green,56.1,69,13,1
Female,Asian,Middle,42573,HR,94404,25.7,Standard,0.3,46.0,24.2,3713,2,West,Red,59.4,58,18,0
Male,Asian,Senior,63636,Marketing,94403,12.1,Standard,0.54,29.8,22.6,1086,2,North,Yellow,56.5,96,14,0
Male,White,Senior,75083,HR,94301,13.9,Standard,0.7,24.3,29.1,2364,2,West,Green,43.2,62,12,1
Male,White,Middle,67005,Engineering,94302,14.5,Standard,0.7,35.6,24.1,10096,3,West,Blue,58.5,125,12,1
Male,Asian,Middle,65421,Sales,94401,10.2,Standard,0.35,24.0,11.9,7038,1,East,Blue,60.1,193,18,1
Male,White,Middle,62630,Sales,94303,1.0,Standard,0.7,37.1,20.8,8517,2,East,Yellow,32.1,259,12,0
Male,White,Senior,83920,Engineering,94301,1.0,Standard,0.7,36.2,29.1,7841,3,East,Green,63.6,137,18,1
Male,Black,Middle,46108,HR,94503,18.7,Standard,0.32,40.7,27.7,9533,4,South,Yellow,57.3,115,18,0
Female,White,Middle,43699,Marketing,94303,24.8,Standard,0.18,44.6,12.4,8620,2,East,Green,40.3,77,20,1
Male,Black,Young,56176,HR,94504,14.3,Standard,0.21,44.3,20.3,1686,0,East,Green,58.6,126,13,0
Male,White,Middle,62129,Sales,94303,26.8,Standard,0.7,47.8,25.7,10192,3,North,Blue,34.8,182,14,1
Male,White,Middle,60324,Engineering,94304,14.8,Standard,0.7,42.7,19.8,8344,3,North,Green,72.1,170,14,1
Male,Hispanic,Middle,49065,HR,94602,3.2,Standard,0.44,48.2,21.3,10195,2,West,Yellow,66.0,54,12,0
Male,Asian,Middle,63872,Engineering,94404,18.8,Standard,0.25,56.6,26.0,1914,0,West,Green,53.5,142,20,0
Male,Asian,Senior,83610,Engineering,94404,15.8,Standard,0.31,19.5,38.7,1935,1,South,Red,65.6,122,18,1
Male,Black,Middle,53248,Marketing,94504,18.6,Standard,0.36,36.2,26.5,9262,1,East,Red,43.1,79,20,1
Male,Asian,Young,58331,HR,94404,20.9,Standard,0.26,42.4,29.5,3605,1,West,Green,52.5,121,15,1
Male,Asian,Senior,76216,Sales,94402,1.2,Flexible,0.25,56.4,16.9,4046,3,South,Green,55.2,167,12,1
Male,Black,Young,53465,Engineering,94502,15.5,Flexible,0.13,56.0,14.0,6582,1,South,Blue,58.3,193,21,1
Female,Hispanic,Middle,29490,Sales,94602,18.8,Flexible,0.1,42.9,14.0,1282,1,South,Red,47.8,194,16,0
Male,White,Senior,75527,Sales,94303,12.6,Standard,0.7,47.0,22.6,5132,2,East,Green,60.5,216,14,1
Male,Hispanic,Young,42744,Sales,94603,22.6,Flexible,0.18,50.1,25.8,1795,2,West,Blue,71.7,220,19,1
Male,White,Senior,86176,HR,94304,8.2,Flexible,0.7,39.7,27.8,4313,2,West,Blue,75.1,126,12,1
Male,Black,Middle,46396,HR,94504,18.3,Flexible,0.36,35.4,31.1,9600,2,West,Red,49.9,85,18,1
Male,White,Middle,62020,Sales,94303,10.6,Flexible,0.7,26.4,34.1,6712,7,North,Blue,62.6,157,14,1
Male,Black,Middle,49372,Sales,94504,14.9,Standard,0.26,49.0,7.4,4087,1,West,Yellow,44.4,227,12,1
Female,Black,Middle,49487,Marketing,94502,20.4,Flexible,0.1,30.4,13.2,8285,0,North,Blue,54.6,93,20,0
Male,Hispanic,Senior,72209,HR,94601,19.0,Standard,0.37,42.5,37.3,9165,1,South,Red,63.4,42,14,1
Male,Hispanic,Young,40689,Marketing,94604,9.6,Flexible,0.14,60.8,26.8,2099,1,South,Red,66.2,101,21,1
Female,Hispanic,Middle,40877,Marketing,94601,23.4,Flexible,0.1,17.6,20.1,8897,0,East,Blue,35.4,80,14,1
Female,White,Young,43064,Sales,94302,29.8,Flexible,0.38,60.4,3.2,3564,3,West,Yellow,55.3,188,13,1
Male,Hispanic,Young,48995,Marketing,94604,5.3,Flexible,0.3,52.5,13.6,4820,3,South,Yellow,58.4,130,21,1
Male,White,Middle,56637,Engineering,94302,17.2,Standard,0.7,30.3,31.1,2621,5,North,Blue,69.3,136,14,1
Male,Asian,Middle,58978,Marketing,94402,15.6,Standard,0.15,22.6,20.3,5471,1,West,Yellow,49.4,110,14,1
Male,White,Senior,80912,HR,94302,6.6,Standard,0.7,34.3,28.4,5470,1,East,Green,53.9,134,18,1
Male,Black,Middle,46772,Sales,94503,21.1,Flexible,0.41,38.2,20.8,8398,3,East,Green,72.3,203,12,1
Male,Hispanic,Middle,47459,Engineering,94604,23.6,Standard,0.16,50.9,41.5,8767,2,West,Red,55.4,168,18,0
Female,Hispanic,Young,35506,Sales,94602,26.3,Standard,0.1,50.6,20.6,2183,4,West,Green,64.0,223,17,1
Male,Black,Senior,58286,Engineering,94503,8.5,Flexible,0.41,24.1,12.1,2853,0,East,Red,71.3,179,16,1
Male,Asian,Young,50792,HR,94404,7.8,Standard,0.3,34.5,28.6,2003,2,North,Yellow,44.6,62,15,1
Male,White,Middle,68349,Sales,94302,15.9,Standard,0.7,41.5,24.6,6876,1,South,Yellow,46.0,188,20,0
Female,Asian,Middle,44639,HR,94404,22.2,Standard,0.21,40.0,16.0,9916,2,North,Blue,40.4,43,16,1
Male,Black,Middle,47375,Marketing,94503,14.5,Flexible,0.48,53.2,25.6,7871,0,North,Red,73.5,126,12,1
Female,White,Middle,36519,Sales,94303,20.5,Standard,0.34,35.1,29.4,10082,1,East,Yellow,46.9,155,20,1
Male,White,Middle,59718,HR,94304,12.1,Standard,0.7,44.2,22.1,10257,1,North,Red,66.5,107,12,1
Male,White,Young,64925,Sales,94304,15.1,Flexible,0.7,48.7,16.4,7666,2,West,Yellow,59.8,191,17,1
Male,Asian,Middle,71196,Engineering,94403,8.8,Standard,0.42,13.0,25.7,6766,0,East,Green,63.3,185,16,1
Male,White,Middle,69460,HR,94302,20.2,Standard,0.7,47.2,18.9,5663,1,North,Red,62.5,128,18,1
Male,White,Middle,55565,Sales,94303,11.2,Standard,0.7,35.7,26.6,1744,0,East,Red,58.8,221,18,0
Male,White,Young,57521,Engineering,94302,15.6,Standard,0.7,56.6,34.1,7820,3,North,Blue,67.8,114,21,1
Male,Black,Middle,42642,Sales,94503,13.4,Standard,0.34,41.7,14.9,10298,2,East,Yellow,58.8,206,12,1
Female,Asian,Young,38791,Marketing,94403,26.3,Standard,0.28,40.1,6.2,2640,2,East,Blue,45.9,74,19,1
Male,Black,Young,48935,Engineering,94502,18.0,Flexible,0.21,48.3,42.3,2270,1,East,Green,63.3,161,13,1
Male,Black,Middle,48164,Sales,94501,17.5,Flexible,0.28,39.7,25.1,5008,2,East,Yellow,52.7,195,18,1
Male,White,Middle,70272,HR,94302,9.2,Standard,0.7,41.8,14.0,7868,1,North,Blue,75.2,135,16,1
Female,White,Young,38423,Marketing,94301,22.0,Flexible,0.32,55.1,13.0,8777,3,North,Green,57.9,125,19,1
Female,Asian,Middle,42774,Marketing,94402,31.0,Flexible,0.38,40.3,17.2,4218,1,East,Green,60.8,95,14,0
Male,White,Senior,69682,Engineering,94303,8.3,Standard,0.7,52.5,26.4,2741,1,East,Green,80.4,172,16,1
Male,White,Senior,81654,Sales,94302,15.2,Standard,0.7,43.4,4.7,4528,3,South,Green,54.2,164,18,1
Male,Asian,Senior,71291,HR,94401,9.9,Standard,0.26,45.0,29.6,10690,3,East,Green,46.4,84,14,0
Female,White,Young,50513,Sales,94303,21.5,Standard,0.35,58.2,15.5,7057,5,South,Red,54.2,210,15,0
Female,Asian,Young,41544,HR,94402,23.9,Flexible,0.47,50.8,32.9,1455,3,North,Green,55.4,64,21,0
Male,White,Senior,72990,HR,94302,5.8,Flexible,0.7,42.3,27.1,8590,1,North,Green,71.9,100,16,1
Male,Asian,Young,47486,HR,94403,19.5,Standard,0.32,62.5,31.2,7455,2,South,Red,39.3,70,21,1
Male,White,Young,55106,Engineering,94301,10.7,Standard,0.7,51.3,22.1,7134,4,North,Red,60.1,179,13,1
Male,White,Middle,61196,Engineering,94302,17.8,Flexible,0.7,50.5,26.0,9263,1,East,Yellow,81.5,162,12,1
Female,White,Young,47107,HR,94301,28.4,Standard,0.1,37.0,32.1,6611,0,North,Blue,59.5,79,21,0
Male,Asian,Senior,75507,HR,94402,12.1,Flexible,0.3,46.0,17.2,4425,1,West,Red,60.3,101,12,1
Male,Hispanic,Middle,54628,HR,94602,12.2,Standard,0.29,32.3,27.5,6686,2,North,Red,67.4,70,16,0
Female,White,Middle,39321,Sales,94304,23.9,Flexible,0.29,27.0,25.3,6783,3,South,Yellow,31.8,208,16,1
Female,Asian,Senior,48364,Engineering,94404,14.3,Flexible,0.14,32.2,31.9,9525,2,West,Yellow,38.6,165,14,0
