Gender,Race,Age,Education_Level,Experience_Years,Technical_Skills,Communication_Score,University_Prestige,Location,Salary_Expectation,Name_Complexity,Hiring_Decision
Female,White,44,High School,0.8,96.1,41.0,1.5,Suburban,83335,1,0
Female,White,38,High School,1.8,80.5,100.0,2.8,Suburban,81045,1,1
Female,Asian,22,Masters,2.0,44.6,89.1,4.7,Urban,66381,3,0
Male,Black,32,High School,8.5,65.0,76.6,4.8,Suburban,95281,3,1
Female,Asian,28,High School,3.9,59.6,64.3,3.5,Rural,84045,4,0
Male,White,34,Bachelors,0.6,59.8,90.8,2.1,Rural,65951,1,1
Male,Black,51,Bachelors,0.7,46.5,52.6,1.0,Urban,71582,1,0
Female,Black,37,Bachelors,5.1,85.6,54.5,1.0,Urban,79894,3,0
Female,Asian,24,Masters,0.3,70.4,21.5,2.4,Urban,74863,3,0
Male,Asian,52,Masters,3.7,84.2,47.0,4.3,Rural,100975,4,1
Female,Hispanic,22,PhD,0.4,100.0,55.6,1.2,Urban,80137,3,0
Male,Black,33,High School,18.6,70.6,61.8,3.1,Urban,120720,2,1
Female,White,31,PhD,3.0,100.0,100.0,1.5,Urban,80484,1,1
Male,Hispanic,54,Masters,3.6,72.1,54.8,4.1,Rural,87161,3,0
Male,Hispanic,22,PhD,25.0,100.0,68.2,1.0,Rural,140862,3,1
Male,Black,31,Bachelors,8.2,51.6,64.9,4.2,Urban,94097,1,0
Female,Hispanic,32,Masters,0.5,42.3,23.1,2.6,Urban,60435,4,0
Male,Asian,33,High School,6.4,100.0,45.1,4.3,Urban,88765,4,1
Male,White,38,Bachelors,12.4,34.4,26.3,1.0,Urban,102822,1,0
Male,Black,22,Masters,6.0,44.3,53.2,1.0,Urban,79450,1,0
Female,White,22,Bachelors,15.6,69.8,47.4,1.6,Urban,101744,1,0
Female,White,46,High School,4.7,56.6,58.5,2.5,Suburban,85233,1,0
Female,White,60,Bachelors,9.9,81.9,26.3,1.6,Urban,92727,1,0
Female,White,56,Bachelors,3.6,90.4,41.2,1.3,Urban,97398,1,0
Female,White,53,High School,2.6,55.0,62.6,1.7,Urban,69089,2,0
Female,Hispanic,41,Bachelors,1.2,80.4,67.0,1.0,Suburban,75859,3,0
Female,White,32,Bachelors,4.1,95.0,42.4,2.8,Urban,84987,2,1
Female,White,47,Bachelors,0.9,54.3,65.3,1.8,Urban,79911,2,0
Female,Hispanic,32,Masters,7.1,54.6,50.8,4.7,Urban,77177,3,0
Male,Hispanic,32,Masters,2.8,34.7,16.4,3.8,Urban,71031,3,0
Female,Black,30,Bachelors,1.1,82.5,62.7,2.1,Urban,79091,2,0
Male,White,38,Bachelors,6.2,69.5,51.7,2.8,Rural,84020,2,1
Female,White,22,PhD,17.5,53.5,28.9,1.3,Suburban,108194,2,1
Female,Asian,24,Bachelors,1.3,67.5,0.0,1.0,Urban,78863,4,0
Female,Asian,38,High School,2.6,84.4,77.9,1.7,Rural,77529,3,0
Female,White,33,Bachelors,6.6,85.1,49.0,1.6,Suburban,89536,2,0
Female,White,41,High School,0.9,54.5,72.4,2.3,Rural,66474,1,0
Female,Black,32,PhD,4.0,67.5,22.4,2.0,Suburban,79924,3,0
Male,White,26,High School,4.9,35.2,39.7,2.5,Suburban,84561,2,0
Female,Asian,40,High School,2.4,68.9,45.8,3.3,Urban,76408,3,0
Male,Black,32,High School,2.9,81.4,48.6,2.6,Suburban,88009,1,0
Female,Black,35,High School,4.2,34.8,52.8,3.0,Urban,65998,2,0
Male,Asian,26,High School,0.2,91.6,67.6,4.4,Suburban,81605,3,1
Male,Asian,54,Masters,1.2,89.2,17.6,1.1,Suburban,84522,3,1
Female,White,27,High School,15.7,84.1,95.3,2.4,Urban,113143,1,1
Male,White,27,Masters,1.9,65.9,48.7,1.1,Urban,74116,2,1
Female,Hispanic,40,Masters,6.5,82.1,71.4,1.0,Urban,87749,4,0
Male,White,32,PhD,1.7,72.2,96.4,4.0,Rural,78241,4,1
Female,White,22,Masters,8.6,80.1,74.5,3.9,Rural,94347,2,1
Female,White,29,Bachelors,0.4,58.5,21.1,3.7,Suburban,74420,1,0
Male,Black,42,Masters,5.5,60.7,89.2,2.2,Urban,86077,1,1
Female,Black,51,Bachelors,0.7,69.4,43.5,4.3,Urban,69777,3,0
Female,Asian,36,Masters,4.0,76.7,49.2,3.9,Urban,78916,3,0
Male,Hispanic,22,PhD,1.1,78.5,17.9,1.1,Rural,74561,3,0
Female,Black,22,Bachelors,0.6,79.1,78.4,1.7,Rural,73276,1,0
Male,Black,42,Bachelors,0.9,55.6,73.7,1.1,Urban,67487,1,0
Male,Hispanic,27,Bachelors,3.6,72.8,33.6,1.0,Suburban,84186,4,0
Male,White,30,Bachelors,13.6,27.5,37.6,3.2,Suburban,92518,1,1
Male,Hispanic,46,Masters,3.7,71.9,4.0,1.8,Urban,92097,3,0
Female,White,49,Bachelors,2.5,89.7,65.0,1.1,Rural,82938,4,1
Male,Black,44,Masters,3.1,94.9,23.3,1.0,Urban,90600,1,0
Female,Asian,28,Bachelors,6.2,45.7,70.3,2.9,Urban,71295,3,0
Male,Black,44,High School,4.7,100.0,64.3,1.0,Suburban,97756,1,0
Female,Black,22,Bachelors,0.4,75.8,61.0,2.3,Suburban,75128,1,0
Male,Asian,47,High School,8.0,82.1,76.2,5.0,Urban,97734,3,1
Female,Black,32,Bachelors,7.8,59.4,62.1,1.0,Suburban,86151,1,0
Female,White,52,Masters,6.1,62.3,95.5,3.4,Rural,76923,2,1
Female,Black,31,Bachelors,2.6,42.5,94.0,2.3,Urban,74193,1,0
Female,Asian,22,Masters,3.8,78.9,19.9,3.1,Suburban,77552,3,0
Female,Black,60,High School,1.1,35.2,37.8,3.2,Rural,60193,3,0
Female,Hispanic,39,Masters,4.2,60.9,13.5,2.6,Rural,76116,3,0
Male,White,33,Bachelors,13.6,93.4,20.8,3.2,Urban,111299,1,1
Male,White,37,Masters,0.0,100.0,58.1,2.3,Urban,80016,3,1
Female,White,30,Masters,2.9,87.8,39.2,3.4,Rural,77999,3,1
Female,Asian,22,Masters,0.6,38.4,56.9,1.1,Rural,55594,3,0
Female,White,49,Bachelors,2.7,63.3,45.2,1.0,Suburban,75983,1,0
Female,Hispanic,42,High School,0.5,36.5,32.9,2.4,Rural,53177,3,0
Female,Asian,29,High School,0.8,76.5,81.3,2.3,Suburban,77736,4,0
Male,White,44,High School,10.3,89.2,78.6,1.0,Urban,104873,2,1
Male,Asian,32,High School,5.5,17.0,81.5,1.0,Urban,63568,3,0
Male,White,40,PhD,18.9,80.5,46.8,4.8,Urban,116690,1,1
Male,White,23,PhD,2.4,42.9,53.3,1.1,Rural,73599,1,0
Male,White,31,Bachelors,6.7,53.6,6.7,4.2,Urban,90514,3,1
Male,White,38,PhD,6.3,85.8,16.1,3.6,Urban,99697,1,0
Male,Asian,43,Bachelors,2.6,48.5,23.4,4.6,Rural,77121,4,1
Female,Asian,33,Bachelors,5.6,92.2,29.0,1.1,Urban,86093,3,0
Female,Black,36,High School,3.1,88.1,39.1,1.4,Suburban,91453,3,0
Female,White,26,Masters,10.7,72.7,72.5,3.4,Suburban,94434,1,1
Male,Hispanic,31,Masters,4.9,72.7,15.4,1.2,Rural,85285,3,0
Female,Black,36,PhD,3.6,35.3,37.6,3.7,Urban,67103,1,0
Female,Asian,43,High School,6.8,78.2,35.1,4.1,Urban,87987,3,0
Male,White,22,PhD,0.5,100.0,68.8,4.4,Rural,93347,1,1
Female,White,38,High School,5.4,74.7,71.0,3.2,Suburban,90125,1,1
Male,Black,43,Bachelors,0.6,76.5,31.0,2.0,Suburban,86994,1,0
Female,White,35,Masters,1.6,84.4,71.1,1.0,Suburban,75527,1,0
Female,Hispanic,43,Bachelors,4.2,95.2,37.7,2.7,Suburban,85527,3,0
Female,Black,55,Bachelors,3.4,68.8,56.2,2.8,Suburban,72701,1,0
Female,Hispanic,30,Bachelors,0.5,69.5,93.4,2.7,Rural,75914,4,0
Male,Hispanic,31,Bachelors,9.2,32.5,48.8,1.0,Urban,72900,4,0
Female,Black,22,Bachelors,0.3,31.8,31.2,1.1,Suburban,54806,2,0
Female,White,25,Bachelors,1.3,66.5,71.8,1.3,Suburban,75300,2,0
Male,Asian,23,Bachelors,4.5,72.0,46.6,1.3,Urban,83913,3,0
Female,Asian,48,High School,15.2,44.5,31.0,3.9,Urban,93844,3,0
Female,Black,31,Masters,3.7,60.7,81.5,1.0,Suburban,69572,2,0
Female,Asian,29,Masters,16.7,66.5,89.1,1.7,Suburban,102321,4,1
Male,Asian,62,Masters,1.3,75.2,13.4,1.1,Urban,80269,3,0
Female,White,54,Masters,3.5,77.7,84.9,2.6,Suburban,83688,1,0
Female,Asian,40,PhD,23.5,78.4,83.0,2.3,Urban,111989,3,1
Male,White,50,Masters,14.3,81.0,33.3,2.9,Urban,110562,1,1
Female,White,42,Bachelors,15.9,67.0,42.7,1.0,Rural,107904,1,1
Female,Asian,45,Masters,12.1,62.2,32.9,3.8,Urban,100522,4,1
Female,Black,34,Masters,1.6,23.6,64.8,3.0,Urban,54648,2,0
Male,Asian,40,Masters,5.3,95.1,4.4,3.6,Urban,94555,3,1
Male,Asian,26,High School,7.4,70.9,21.7,2.7,Suburban,93412,3,1
Male,Asian,30,Masters,4.3,72.8,42.7,3.0,Suburban,84159,3,0
Female,Hispanic,25,Bachelors,0.1,74.6,22.1,1.0,Urban,76776,4,0
Male,Hispanic,37,High School,4.7,57.7,54.0,1.1,Urban,91879,3,0
Male,White,45,Masters,2.8,72.1,38.6,2.0,Urban,84677,1,0
Female,Hispanic,33,Masters,0.2,97.3,59.9,1.1,Suburban,76055,4,0
Male,White,56,Masters,18.2,78.1,55.9,3.4,Suburban,122822,3,1
Male,White,43,Bachelors,1.6,54.6,27.5,1.0,Urban,76645,2,0
Female,White,32,Bachelors,0.8,64.6,47.2,4.0,Urban,79261,2,0
Female,White,22,Masters,10.7,96.2,31.7,3.1,Rural,105310,1,1
Female,White,35,High School,0.3,78.6,89.5,1.0,Rural,83718,1,0
Female,White,28,Masters,2.2,100.0,89.1,1.5,Rural,85176,1,0
Male,Hispanic,33,PhD,6.2,75.1,51.8,2.1,Suburban,89916,4,0
Male,Black,37,Masters,1.9,66.6,18.6,2.7,Suburban,75934,2,0
Male,White,29,Masters,3.6,56.5,56.8,4.1,Rural,81017,1,0
Female,Asian,36,Bachelors,0.4,88.3,66.7,2.1,Rural,77550,3,0
Female,White,43,Bachelors,11.4,78.3,51.1,2.1,Suburban,97764,1,1
Male,Hispanic,53,Bachelors,0.0,73.6,51.0,4.0,Rural,85003,3,0
Male,Hispanic,33,High School,4.9,17.3,31.6,2.3,Urban,59885,4,0
Female,Black,39,Bachelors,1.9,55.6,31.4,4.6,Suburban,70037,2,0
Male,Black,30,Masters,0.3,48.0,36.9,2.7,Rural,71518,2,0
Female,Asian,44,Bachelors,5.8,78.9,69.4,3.2,Suburban,89290,4,1
Male,White,25,Bachelors,4.4,68.3,25.3,3.2,Urban,88663,1,0
Female,White,45,PhD,14.1,100.0,45.4,1.7,Suburban,106802,1,1
Male,Asian,43,High School,2.1,92.1,24.8,3.3,Suburban,85198,3,1
Male,Black,35,Bachelors,7.3,42.7,71.0,1.8,Urban,82893,1,0
Male,White,49,High School,0.1,41.6,38.3,2.3,Urban,73555,2,0
Male,White,22,Bachelors,8.6,48.9,53.8,3.8,Urban,96610,1,1
Female,White,29,Masters,1.9,58.1,36.8,5.0,Suburban,73691,2,0
Female,Asian,40,Bachelors,5.5,51.8,21.5,1.4,Suburban,70369,3,0
Male,White,32,High School,3.6,100.0,24.6,1.0,Urban,92172,3,1
Male,White,36,Bachelors,3.5,62.6,44.2,2.9,Urban,83650,1,1
Female,Asian,38,High School,9.6,70.1,25.0,5.0,Suburban,84389,4,0
Female,Hispanic,37,Bachelors,0.6,88.5,70.8,3.5,Urban,73236,3,0
Female,Asian,33,High School,6.2,78.1,9.1,1.2,Urban,92747,3,0
Female,Asian,26,Masters,1.4,94.2,21.4,5.0,Rural,84041,3,0
Male,White,39,Masters,0.4,63.4,42.3,2.2,Rural,82165,1,0
Female,Hispanic,35,Masters,2.5,82.6,59.7,3.9,Urban,75179,3,0
Female,Asian,46,Bachelors,2.3,90.1,78.2,2.9,Urban,89587,3,0
Female,White,24,Bachelors,1.1,83.1,27.2,2.1,Urban,74781,2,0
Male,Asian,26,Masters,6.6,100.0,28.0,2.6,Suburban,104594,4,1
Female,Hispanic,57,PhD,3.0,54.6,39.3,2.0,Suburban,74424,4,0
Female,Asian,22,Masters,9.1,65.4,26.4,3.3,Suburban,82231,4,0
Female,Asian,34,High School,6.8,29.8,11.5,1.5,Rural,75039,4,0
Female,Asian,22,Bachelors,0.3,100.0,16.5,1.1,Suburban,84029,4,0
Male,White,33,Masters,3.0,88.2,42.6,1.7,Suburban,95577,2,1
Male,Asian,46,PhD,0.5,99.8,67.1,1.2,Urban,92957,3,0
Male,White,25,Bachelors,2.4,78.3,78.6,1.7,Urban,97026,2,1
Female,White,31,Masters,12.8,63.0,71.8,3.0,Urban,95903,1,1
Female,White,38,Bachelors,2.8,91.4,64.5,1.2,Suburban,87020,1,0
Male,Asian,28,Masters,6.3,98.5,20.3,4.1,Suburban,105772,4,1
Male,White,45,Bachelors,5.0,88.0,71.3,1.5,Suburban,84870,1,1
Female,White,32,Bachelors,0.8,57.8,52.4,2.5,Suburban,72681,2,0
Female,White,31,High School,7.8,35.4,32.3,1.0,Urban,81181,1,0
Male,White,28,Bachelors,1.3,43.9,51.7,2.3,Rural,79885,3,0
Male,White,50,High School,0.9,21.6,39.9,1.1,Urban,64679,1,0
Female,White,34,Bachelors,8.9,60.1,15.3,3.4,Urban,97031,1,0
Male,Black,40,Bachelors,2.5,38.0,36.7,2.7,Rural,69055,2,0
Female,Hispanic,36,Bachelors,3.0,76.3,27.9,2.4,Urban,72886,3,0
Female,Hispanic,46,Masters,8.2,82.4,10.8,1.4,Suburban,91575,4,0
Female,White,30,Bachelors,1.1,71.9,83.7,2.1,Suburban,76875,1,0
Female,Asian,32,High School,2.0,29.6,79.7,2.9,Suburban,64567,3,0
Female,Black,28,Bachelors,5.5,100.0,38.9,1.0,Rural,91999,1,0
Female,White,35,Masters,4.2,66.1,14.6,4.0,Urban,80236,2,0
Female,White,27,Bachelors,5.9,86.7,99.2,4.5,Urban,85326,2,1
Female,Asian,35,Bachelors,3.5,55.8,87.1,2.8,Urban,81462,3,0
Female,Hispanic,22,PhD,3.4,73.0,0.4,1.0,Suburban,74155,4,0
Male,Black,35,High School,14.2,61.1,50.4,1.5,Urban,95047,2,0
Male,White,22,Bachelors,6.1,45.1,33.0,2.6,Urban,80016,4,0
Male,White,27,High School,1.0,41.4,63.1,2.9,Rural,74892,1,0
Male,Black,48,High School,5.5,69.9,85.4,1.6,Suburban,78764,3,0
Female,Black,43,Bachelors,1.1,56.6,85.1,4.2,Urban,63640,1,0
Male,White,22,Bachelors,3.8,81.0,59.8,4.4,Suburban,89698,1,1
Female,Hispanic,49,Masters,2.0,100.0,88.9,1.0,Suburban,81833,3,0
Male,Black,37,PhD,1.0,44.1,84.4,1.9,Suburban,69845,2,0
Female,Asian,53,Bachelors,11.7,61.6,31.0,2.4,Urban,86676,3,1
Male,Black,22,High School,7.5,45.5,66.5,3.5,Suburban,92091,1,0
Female,White,43,Bachelors,2.1,90.9,73.2,3.6,Suburban,76991,2,1
Male,Black,46,Bachelors,4.7,57.6,25.3,5.0,Urban,73610,1,0
Male,White,26,PhD,5.3,82.3,47.4,1.3,Suburban,87299,3,0
Female,White,22,Masters,6.9,54.1,55.8,2.4,Suburban,88081,1,0
Female,Asian,24,Bachelors,25.0,98.0,75.9,3.3,Urban,119510,4,1
Female,Asian,39,Masters,4.0,62.7,47.2,1.0,Suburban,68608,3,0
Male,Black,35,Bachelors,7.2,45.5,70.6,4.3,Urban,78116,1,0
Male,Hispanic,53,Masters,1.3,89.8,10.1,3.6,Urban,83712,3,0
Male,Asian,24,Bachelors,5.5,58.8,17.8,1.8,Urban,82410,3,1
Male,Hispanic,45,Bachelors,1.2,58.1,63.9,1.0,Urban,79470,3,0
Male,Hispanic,31,Masters,3.9,68.7,7.2,4.3,Urban,84411,3,0
Male,White,22,Masters,12.3,48.1,61.4,1.0,Suburban,96582,2,1
Male,Hispanic,42,Bachelors,2.3,56.7,26.2,1.0,Urban,75230,3,0
Female,White,26,Bachelors,3.8,73.7,73.2,3.8,Urban,79104,1,0
Male,White,47,Bachelors,1.1,64.5,77.8,2.1,Urban,76836,2,0
Female,Hispanic,55,Bachelors,11.0,43.6,21.0,3.0,Rural,88939,3,0
Male,White,44,Bachelors,2.3,50.4,83.6,4.2,Urban,76303,1,0
Male,White,39,Bachelors,4.8,57.0,76.2,4.1,Urban,83915,2,1
Female,Hispanic,23,Bachelors,4.6,20.0,85.0,4.0,Urban,61262,4,0
Female,Black,25,Masters,9.9,44.4,68.8,3.6,Urban,78813,1,0
Male,Asian,36,PhD,9.3,54.5,62.5,2.0,Urban,82952,4,1
Male,Hispanic,23,Bachelors,8.6,91.8,0.0,4.2,Suburban,103973,3,0
Male,Black,31,Bachelors,6.4,92.1,72.2,1.0,Suburban,101361,1,0
Male,Asian,33,Masters,11.9,50.8,61.6,1.7,Urban,89658,3,0
Male,White,26,Masters,6.4,87.4,42.4,4.3,Rural,90299,1,1
Female,White,35,Bachelors,1.0,88.9,94.5,3.0,Suburban,81828,2,0
Male,Hispanic,34,Masters,0.5,48.9,37.9,1.6,Urban,62441,3,0
Female,Hispanic,24,High School,10.4,76.3,45.1,2.9,Suburban,106928,4,0
Female,Hispanic,50,Bachelors,7.5,49.2,84.0,2.4,Urban,86322,3,0
Male,Black,28,Masters,6.0,82.0,29.5,1.0,Urban,90911,1,0
Female,White,39,Masters,10.4,64.0,56.3,1.2,Urban,102444,2,0
Male,White,37,Masters,0.2,81.6,12.7,1.5,Suburban,77579,1,0
Female,White,28,Bachelors,7.0,66.5,88.9,2.2,Rural,89588,3,0
Female,White,31,Masters,0.5,71.1,93.2,2.5,Suburban,71196,1,0
Female,Asian,27,Bachelors,18.7,43.1,26.4,2.2,Urban,100744,4,0
Female,Hispanic,29,PhD,1.6,64.4,53.9,1.0,Urban,80832,3,0
Female,Asian,37,PhD,11.2,52.2,35.4,1.0,Urban,89475,3,0
Male,Black,46,High School,2.3,49.5,85.6,1.0,Urban,76213,1,0
Male,Hispanic,46,Bachelors,2.5,46.7,69.9,1.8,Suburban,73882,4,0
Female,White,45,Masters,0.7,82.3,39.0,1.4,Rural,77422,1,0
Male,White,27,Bachelors,13.8,67.8,29.0,4.2,Urban,109857,4,1
Male,White,29,Bachelors,5.2,85.7,52.2,2.8,Urban,98300,1,1
Male,Asian,33,Bachelors,4.6,64.8,29.2,1.0,Rural,81563,3,1
Male,Hispanic,27,Masters,4.3,90.6,30.6,1.0,Rural,88410,3,0
Male,Black,24,Bachelors,3.0,67.3,71.4,1.0,Urban,80723,2,0
Female,Black,38,Bachelors,0.4,61.3,33.2,1.8,Urban,66145,4,0
Female,White,22,Masters,4.2,59.5,98.8,3.4,Rural,78455,1,1
Female,White,25,PhD,16.1,79.9,25.1,2.4,Urban,108776,2,1
Female,Asian,22,Bachelors,3.9,72.2,50.2,3.3,Urban,76833,3,0
Male,Asian,28,Masters,14.3,79.9,30.4,2.4,Suburban,106757,3,1
Male,White,46,Bachelors,8.7,100.0,48.3,3.5,Urban,103521,3,1
Male,Hispanic,22,Masters,4.5,33.3,76.3,3.4,Urban,70302,3,0
Female,White,36,High School,5.5,91.2,71.2,4.6,Suburban,89201,2,1
Female,Asian,34,Bachelors,9.1,81.3,24.9,3.2,Urban,91145,3,1
Female,Asian,48,Bachelors,0.9,64.4,75.9,4.4,Urban,77453,3,0
Male,Black,43,Masters,2.5,41.2,13.9,2.8,Rural,63681,4,0
Male,White,22,Bachelors,10.0,80.0,53.6,1.0,Rural,104664,1,1
Male,Black,33,High School,7.3,67.6,71.6,1.0,Urban,94387,2,0
Female,Black,29,Masters,10.2,43.9,76.8,2.0,Rural,86096,1,0
Male,Black,30,PhD,2.0,100.0,32.9,4.4,Suburban,94945,1,0
Male,Black,23,Masters,2.1,68.6,60.9,1.9,Urban,85712,1,0
Male,White,33,Bachelors,6.9,91.3,30.3,3.0,Urban,95142,2,1
Male,White,42,High School,2.4,67.0,70.4,1.1,Urban,71999,1,1
Female,White,37,PhD,2.8,89.4,35.4,2.0,Urban,78901,2,0
Female,White,45,Bachelors,1.5,45.5,11.6,3.2,Urban,69440,1,0
Male,Asian,39,PhD,7.7,53.7,0.0,3.7,Urban,91115,3,0
Male,Hispanic,33,Masters,2.4,84.5,39.6,3.1,Urban,89673,3,0
Female,Black,31,Bachelors,0.5,80.0,25.5,1.1,Urban,72771,2,0
Male,White,23,Bachelors,2.4,52.5,48.9,1.4,Urban,74990,2,0
Male,Asian,27,Bachelors,5.9,63.0,36.2,4.4,Suburban,87681,3,1
Male,White,43,High School,0.4,93.0,75.9,1.0,Rural,81453,2,1
Male,Black,28,Masters,3.0,67.3,20.2,2.8,Urban,90556,2,0
Male,White,22,Bachelors,2.8,64.4,58.5,2.2,Suburban,89665,2,0
Female,White,23,Masters,0.6,22.8,22.7,3.9,Suburban,63854,1,0
Male,Asian,24,Bachelors,6.7,90.1,53.9,2.3,Urban,97361,3,1
Female,White,47,PhD,6.5,89.3,28.6,2.5,Urban,86143,1,0
Male,Black,35,Masters,10.8,45.4,27.0,1.0,Urban,92951,2,1
Female,Black,34,Bachelors,2.9,28.5,94.9,1.1,Suburban,65538,2,0
Male,White,29,PhD,4.0,39.2,63.4,4.7,Rural,79215,3,1
Female,White,31,High School,15.1,45.0,67.1,1.7,Urban,98200,2,1
Male,Asian,55,Bachelors,19.3,45.2,19.2,1.0,Urban,99295,4,1
Male,White,59,Bachelors,2.6,68.6,39.1,2.1,Urban,77224,2,1
Male,White,33,High School,7.3,65.6,100.0,1.2,Suburban,90886,1,1
Male,White,32,Bachelors,25.0,79.6,44.0,3.4,Urban,134957,1,1
Male,Asian,35,High School,5.9,87.1,70.9,1.5,Rural,97373,3,1
Male,Black,46,High School,11.2,44.5,35.1,1.9,Suburban,90229,1,1
Male,White,40,Masters,7.1,67.4,75.6,3.6,Rural,95979,1,1
Female,Asian,30,Bachelors,3.6,58.2,33.6,2.9,Suburban,76100,3,0
Male,Hispanic,42,Bachelors,2.2,72.6,12.6,2.3,Urban,70980,4,0
Female,White,32,Bachelors,1.0,67.7,77.4,1.8,Rural,82978,1,0
Female,Hispanic,39,High School,19.1,38.5,9.2,1.3,Suburban,96256,3,0
Female,Black,39,PhD,5.6,60.2,41.9,3.7,Urban,78567,1,0
Male,White,22,PhD,2.3,67.9,67.5,1.3,Suburban,77944,2,0
Female,Black,24,Bachelors,0.3,100.0,18.4,5.0,Urban,85434,1,0
Female,Hispanic,41,Bachelors,0.5,44.4,40.0,2.2,Suburban,66038,3,0
Male,White,38,High School,21.7,76.9,61.3,2.8,Urban,116530,1,1
Female,White,36,Masters,18.6,49.3,73.2,1.1,Urban,104342,1,1
Male,Asian,58,High School,7.7,83.9,78.5,1.0,Urban,102508,3,1
Male,Hispanic,48,Bachelors,15.2,82.9,17.2,1.0,Suburban,112154,3,1
Female,White,51,High School,0.5,73.2,9.5,2.2,Urban,72709,1,0
Female,White,48,High School,6.3,72.9,80.1,5.0,Suburban,90349,1,1
Female,Asian,39,Bachelors,4.3,53.1,54.7,2.1,Urban,70863,3,0
Female,Asian,40,Masters,5.9,81.3,61.8,4.1,Rural,84024,3,0
Female,Hispanic,39,High School,1.7,25.2,34.3,3.5,Urban,66176,4,0
Male,White,22,PhD,3.0,78.1,68.5,3.7,Urban,85424,2,1
Male,Hispanic,39,Bachelors,14.5,49.7,25.3,4.8,Suburban,100064,3,0
Female,White,49,Bachelors,2.8,52.4,44.5,1.2,Urban,73148,2,0
Female,White,26,Bachelors,4.2,75.3,16.9,2.3,Urban,77562,2,0
Female,Asian,35,Masters,2.8,53.6,80.2,4.9,Suburban,71842,3,0
Male,Asian,40,PhD,3.3,88.2,51.9,2.4,Urban,95483,3,0
Male,Hispanic,36,Bachelors,4.9,44.8,23.1,3.9,Suburban,73125,3,0
Female,White,22,Masters,2.7,100.0,8.0,4.2,Suburban,90381,2,0
Male,Hispanic,30,Masters,2.4,64.4,51.8,1.8,Suburban,78499,3,0
Male,White,41,Bachelors,4.1,74.2,40.7,3.5,Urban,87581,2,1
Female,White,38,Bachelors,3.0,80.7,76.0,2.6,Suburban,76827,1,0
Male,Asian,27,PhD,13.3,100.0,17.7,1.8,Suburban,116437,3,1
Female,Black,36,High School,6.7,41.7,67.5,1.9,Rural,81474,1,0
Male,Hispanic,22,High School,7.0,77.5,20.0,2.2,Urban,98129,3,0
Male,Hispanic,37,Bachelors,12.2,35.3,10.4,3.8,Suburban,90305,4,0
Female,White,40,High School,1.6,49.4,24.7,2.2,Suburban,71868,2,0
Male,White,31,Bachelors,1.3,37.7,69.0,1.4,Suburban,73554,1,0
Male,Hispanic,47,Masters,2.9,73.9,67.4,2.0,Rural,74747,3,0
Male,White,33,High School,1.4,85.5,77.2,4.6,Rural,84135,4,0
Male,White,23,PhD,14.3,12.2,12.0,4.9,Urban,85510,3,1
Female,Hispanic,43,Masters,4.5,39.6,74.3,3.0,Urban,66465,3,0
Female,Asian,34,Bachelors,2.0,37.7,47.6,1.2,Rural,74183,3,0
Male,Hispanic,40,Masters,0.4,83.2,26.6,1.0,Rural,75189,4,0
Female,Hispanic,36,Masters,3.3,91.5,34.3,3.1,Suburban,85208,3,0
Female,Black,34,Bachelors,0.3,73.1,34.1,1.9,Urban,66005,1,0
Female,White,33,Bachelors,0.9,88.4,90.5,2.6,Suburban,87038,2,1
Male,Asian,42,Bachelors,7.2,43.2,22.7,5.0,Rural,81799,3,0
Male,White,28,Masters,9.1,81.1,59.7,2.2,Rural,94111,1,1
Male,Hispanic,33,High School,6.9,68.8,50.4,4.8,Suburban,90874,3,1
Female,Black,35,PhD,0.4,82.8,71.5,1.1,Urban,76450,1,0
Male,Hispanic,25,High School,3.8,17.8,38.2,3.8,Urban,65163,3,0
Male,Black,56,Bachelors,1.5,79.5,21.6,2.1,Rural,89519,1,0
Female,White,36,High School,4.5,79.1,86.1,1.4,Urban,88223,1,1
Male,White,22,PhD,0.9,47.2,25.0,5.0,Urban,78587,2,1
Male,Hispanic,39,Masters,0.9,58.7,35.7,2.0,Suburban,69478,4,0
Female,Asian,35,Masters,20.5,79.5,33.9,2.5,Urban,111829,3,1
Male,Asian,43,Bachelors,8.9,100.0,53.8,1.0,Urban,100468,3,1
Female,Asian,32,High School,0.2,90.3,16.0,2.3,Rural,80003,3,0
Male,Hispanic,22,Bachelors,13.2,82.0,47.3,4.5,Urban,96610,3,1
Male,Asian,34,High School,4.2,29.4,60.9,1.4,Urban,73100,4,0
Male,White,36,High School,0.1,60.5,35.2,2.1,Rural,78471,4,0
Female,White,24,High School,6.3,59.1,89.0,1.5,Urban,80785,1,1
Male,Hispanic,43,Bachelors,0.1,75.6,39.6,2.1,Urban,83551,4,0
Male,White,24,Masters,13.6,60.8,71.5,3.2,Urban,108538,1,1
Male,Hispanic,48,Masters,7.8,83.9,54.6,3.1,Suburban,96387,3,1
Male,White,40,PhD,14.6,88.9,40.4,1.0,Suburban,114524,1,1
Male,White,22,PhD,1.6,57.8,11.3,3.8,Rural,86476,1,1
Female,Asian,35,Masters,0.0,73.6,80.8,4.3,Suburban,79645,3,0
Male,White,32,High School,3.1,46.7,22.8,2.1,Urban,85558,1,0
Male,Black,32,Masters,0.8,89.9,56.9,1.4,Urban,75263,1,0
Male,White,48,PhD,0.4,68.6,54.2,1.9,Suburban,77148,1,0
