Gender,Race,Age,Education_Level,Experience_Years,Communication_Score,University_Prestige,Location,Interview_Score,Salary_Expectation,Name_Complexity,Hiring_Decision
Female,Black,35,Masters,9.5,11.5,3.3,Suburban,63.3,83987,2,0
Female,White,22,PhD,7.6,89.9,1.5,Urban,72.8,98512,1,1
Male,White,30,Masters,2.7,54.7,2.9,Urban,85.7,87299,1,1
Male,Black,33,Bachelors,0.6,73.7,1.0,Urban,3.3,71462,3,0
Female,White,45,PhD,0.4,19.3,4.7,Urban,100.0,70070,1,0
Female,Hispanic,43,Masters,0.4,38.8,2.8,Suburban,25.6,62297,4,0
Male,White,35,Bachelors,1.3,41.3,3.3,Rural,66.4,79143,1,0
Male,White,37,Masters,3.5,63.8,4.2,Urban,91.5,95041,1,1
Male,White,31,High School,2.0,94.4,4.8,Suburban,100.0,99674,1,1
Female,White,49,High School,8.4,42.7,3.3,Urban,77.1,97885,2,1
Female,Black,25,Masters,5.9,11.2,2.0,Suburban,11.4,88483,1,0
Female,White,44,Masters,8.3,36.3,5.0,Urban,25.3,91156,4,0
Male,Hispanic,40,Masters,0.3,18.0,2.5,Urban,89.5,65586,3,0
Male,Asian,36,Masters,3.0,39.6,1.1,Urban,69.5,100376,3,1
Male,Hispanic,29,High School,4.1,28.4,3.3,Urban,61.9,73231,3,0
Male,Black,33,High School,4.7,8.0,1.0,Urban,58.6,95307,2,0
Male,Asian,37,Masters,5.9,77.0,3.9,Rural,69.4,83936,3,1
Female,Asian,45,Masters,10.0,67.4,2.0,Suburban,41.2,102272,3,0
Male,White,41,Bachelors,1.8,22.2,2.7,Suburban,68.4,87498,1,1
Male,Hispanic,24,High School,15.9,58.6,1.0,Urban,92.7,107643,3,1
Female,White,37,Bachelors,4.1,45.6,3.2,Urban,62.0,83785,1,0
Male,Black,40,High School,6.1,63.7,1.0,Rural,59.6,101885,2,0
Female,White,33,Masters,4.2,38.2,5.0,Urban,52.2,75064,1,0
Female,White,22,Masters,4.9,81.2,1.2,Urban,60.6,94201,2,0
Female,Asian,22,Masters,1.8,91.8,5.0,Urban,77.7,81706,3,1
Male,Asian,47,Masters,1.9,69.5,2.1,Urban,76.4,85137,4,1
Female,White,22,High School,24.5,39.4,1.0,Urban,65.2,120518,1,1
Male,Asian,22,High School,10.6,43.0,4.5,Urban,72.4,93980,4,1
Male,Asian,40,Bachelors,0.1,23.1,3.9,Urban,79.2,80409,3,0
Male,Black,29,Masters,0.6,65.2,4.0,Suburban,55.0,78216,1,0
Male,White,23,Bachelors,19.5,27.8,2.9,Rural,61.5,119807,1,1
Male,White,24,High School,1.9,42.0,5.0,Suburban,100.0,71928,3,0
Female,Hispanic,32,Bachelors,1.7,76.1,2.1,Urban,38.8,66869,3,0
Male,Black,22,Masters,3.4,58.1,2.0,Rural,93.2,75390,1,0
Male,White,22,Bachelors,2.2,61.6,2.2,Rural,87.7,82662,1,1
Male,White,33,Bachelors,25.0,48.8,3.3,Urban,74.9,123148,1,1
Female,Asian,43,High School,6.9,24.1,4.3,Urban,15.7,79162,3,0
Male,White,50,Bachelors,13.9,69.0,3.6,Suburban,87.0,110083,1,1
Female,White,24,Masters,1.0,56.0,4.2,Suburban,46.2,87526,2,0
Male,Black,29,Masters,0.4,24.1,1.0,Suburban,67.8,78608,1,0
Male,Hispanic,22,Masters,0.7,6.4,1.0,Suburban,79.8,77757,4,0
Female,Asian,33,Masters,16.7,88.4,1.0,Suburban,70.3,110965,4,1
Female,White,32,High School,3.2,87.4,2.7,Suburban,1.8,86528,1,0
Female,Hispanic,24,Bachelors,7.6,79.6,2.2,Suburban,9.9,84410,3,0
Female,Black,43,Bachelors,3.3,62.4,1.5,Urban,64.5,78987,2,0
Male,Asian,44,High School,8.3,80.2,1.0,Rural,55.1,89361,4,0
Male,Black,22,PhD,1.7,77.9,2.3,Urban,63.7,84404,1,0
Female,Black,27,PhD,2.4,80.1,1.0,Suburban,26.9,82127,2,0
Male,White,49,Bachelors,4.8,31.2,5.0,Urban,19.5,84649,2,1
Male,Asian,22,High School,13.1,47.2,1.2,Rural,77.6,107146,3,1
Male,Asian,40,High School,3.4,17.2,3.3,Rural,29.4,86159,3,0
Female,White,48,Bachelors,4.2,17.5,1.2,Urban,34.0,90824,1,0
Male,Asian,41,Bachelors,2.1,23.4,1.1,Rural,44.9,63366,3,0
Female,White,62,Bachelors,7.3,53.7,4.5,Rural,50.0,98102,1,1
Male,Black,38,Bachelors,12.4,37.8,2.6,Urban,39.5,93506,3,0
Male,Hispanic,28,High School,11.0,29.4,1.0,Rural,45.7,83550,3,0
Female,Hispanic,22,PhD,1.4,63.5,1.9,Suburban,47.6,75331,3,0
Female,White,37,Masters,3.7,0.9,2.1,Suburban,39.3,89910,1,0
Male,Black,44,Masters,0.7,30.5,1.0,Suburban,61.9,64866,2,0
Male,Black,35,Masters,8.0,61.2,2.9,Urban,77.2,96736,1,1
Male,Hispanic,27,High School,3.3,36.3,1.0,Rural,78.2,75749,3,0
Female,Asian,52,Bachelors,12.0,51.5,2.2,Rural,38.8,82419,3,0
Female,White,27,PhD,1.3,67.5,3.8,Suburban,39.2,68498,1,0
Female,Asian,52,Bachelors,1.4,19.2,2.4,Rural,12.3,77389,3,0
Male,White,36,Masters,5.6,56.4,1.0,Suburban,54.0,90487,2,1
Male,Black,30,Masters,2.2,43.7,2.7,Urban,98.9,88827,2,1
Female,Hispanic,51,High School,0.3,83.4,2.0,Urban,59.6,76438,3,0
Male,White,23,Masters,2.0,52.0,3.0,Suburban,100.0,69733,1,0
Male,Hispanic,45,Masters,2.3,82.6,1.1,Suburban,90.3,57408,4,0
Female,Black,43,Masters,5.8,45.9,1.0,Urban,32.5,90942,3,0
Female,White,30,Bachelors,7.9,58.2,5.0,Urban,27.4,79788,1,1
Female,Asian,48,Bachelors,3.3,5.9,2.1,Urban,66.4,79963,3,0
Female,White,29,High School,1.9,51.3,4.5,Urban,23.1,69825,1,0
Male,White,28,Masters,0.6,53.9,3.4,Urban,77.1,69584,1,0
Female,White,43,Bachelors,13.4,23.0,1.3,Urban,45.0,105492,1,0
Female,White,37,Masters,10.8,49.5,1.9,Suburban,44.4,86763,4,0
Male,Asian,25,High School,5.3,68.9,1.1,Urban,38.9,95234,3,0
Male,Hispanic,45,Bachelors,3.3,38.6,1.3,Suburban,64.9,83532,4,0
Female,Hispanic,28,Masters,3.2,54.4,4.2,Suburban,78.7,62629,4,0
Male,Hispanic,37,High School,11.1,45.8,3.3,Suburban,45.2,107900,4,0
Female,White,33,Bachelors,2.8,65.0,2.3,Urban,78.8,92780,1,1
Female,White,36,PhD,2.4,37.9,4.4,Rural,40.6,72926,1,0
Male,Black,38,Bachelors,0.8,68.7,4.0,Rural,39.7,65831,1,0
Male,Hispanic,39,Masters,1.2,7.9,1.0,Rural,20.0,90003,3,0
Female,White,30,High School,13.0,43.2,2.3,Urban,55.0,101256,3,0
Male,White,27,Bachelors,6.8,53.4,3.3,Suburban,25.9,100489,1,1
Female,Asian,22,Masters,5.1,1.9,1.0,Urban,50.3,87866,3,0
Female,Asian,41,Bachelors,3.4,10.3,1.2,Suburban,14.2,89568,4,0
Male,Black,29,Bachelors,8.1,71.0,3.9,Urban,19.7,100500,4,0
Male,White,22,Masters,19.0,68.5,1.7,Urban,61.2,120615,1,1
Female,White,32,High School,9.6,22.3,2.1,Urban,24.1,92921,3,0
Female,White,30,High School,2.9,15.4,2.5,Suburban,57.5,71775,1,0
Female,White,43,Masters,0.1,24.1,3.5,Urban,88.2,76057,1,0
Male,Black,41,Bachelors,2.3,20.2,1.0,Urban,32.4,73029,1,0
Female,Asian,24,High School,10.8,73.9,2.0,Suburban,55.9,94632,3,1
Female,White,49,Masters,8.0,33.5,2.0,Urban,78.6,87601,2,1
Male,Black,34,Bachelors,2.0,71.3,1.0,Urban,66.0,76313,2,0
Male,White,34,Masters,13.4,34.9,1.3,Urban,60.6,102236,1,1
Female,Black,22,Bachelors,6.4,72.8,1.0,Rural,45.7,89151,2,0
Male,Hispanic,34,Masters,12.8,10.4,1.7,Urban,49.7,88532,4,0
Female,White,31,Masters,7.3,55.2,1.6,Urban,37.2,94950,3,0
Male,Asian,38,Bachelors,1.3,28.9,4.1,Rural,36.8,60409,3,0
Male,Asian,37,Bachelors,5.8,50.1,1.4,Rural,64.6,98221,3,1
Female,Hispanic,33,Masters,1.1,33.9,2.9,Suburban,38.9,56586,3,0
Female,White,28,Bachelors,1.5,94.8,1.0,Rural,62.6,80684,2,0
Male,Hispanic,45,Bachelors,8.1,31.1,3.2,Urban,52.8,98519,3,0
Male,Asian,42,Masters,4.1,23.1,4.2,Suburban,28.7,78473,4,0
Male,Black,34,Masters,8.8,48.5,2.7,Urban,38.4,93044,2,0
Female,Black,53,Masters,0.7,48.6,2.6,Suburban,59.2,71157,1,0
Male,Hispanic,32,Masters,4.0,65.8,1.6,Suburban,28.1,85542,3,0
Male,White,37,Masters,12.9,62.0,1.1,Suburban,81.4,117250,1,1
Male,Asian,33,Bachelors,11.3,38.3,3.9,Suburban,86.4,83811,4,1
Female,White,25,Masters,1.6,51.4,1.8,Suburban,100.0,77520,3,0
Female,Hispanic,32,Masters,8.5,63.7,3.3,Rural,35.2,88707,4,0
Male,White,38,High School,0.1,21.4,4.9,Rural,66.5,76896,1,0
Male,White,48,Bachelors,5.8,66.3,1.9,Urban,67.8,94255,2,1
Female,Hispanic,36,High School,13.7,80.2,1.5,Urban,0.0,99655,3,0
Male,Black,23,High School,6.5,4.8,3.1,Urban,52.3,81462,1,0
Male,White,22,PhD,14.9,35.7,1.0,Suburban,46.5,109288,2,1
Male,Black,48,Masters,1.7,60.3,3.7,Suburban,55.9,74866,1,0
Male,Asian,35,Bachelors,2.3,27.8,1.0,Suburban,61.0,91272,3,0
Female,White,54,PhD,1.2,66.2,1.6,Rural,81.0,85347,1,0
Male,Hispanic,37,Bachelors,0.8,29.6,2.2,Rural,16.4,76228,3,0
Female,Asian,34,Masters,2.6,70.8,2.3,Rural,63.4,82211,3,0
Male,White,27,Masters,6.0,76.9,2.9,Suburban,94.3,92694,3,1
Female,White,32,High School,1.3,71.9,3.6,Rural,79.2,60144,1,0
Female,Black,31,Bachelors,3.9,41.6,3.6,Urban,24.8,80270,1,0
Female,Hispanic,46,High School,1.2,5.1,1.5,Urban,65.7,74159,4,0
Male,Asian,40,Masters,1.4,76.9,2.2,Urban,89.9,85160,3,1
Female,Hispanic,54,PhD,1.7,17.3,2.2,Rural,42.6,87212,4,0
Female,White,46,High School,2.2,58.0,2.2,Urban,59.1,71245,2,0
Male,White,28,High School,3.6,61.0,1.9,Urban,74.4,83442,1,0
Female,Asian,30,Masters,3.1,54.6,1.9,Suburban,48.2,80668,3,0
Female,Black,38,Bachelors,4.8,68.5,1.0,Suburban,60.6,71789,1,0
Male,White,33,Masters,2.4,62.0,1.9,Rural,71.0,85605,1,1
Male,Black,29,High School,5.4,91.4,2.7,Urban,57.7,86730,2,0
Female,White,40,Masters,1.0,29.6,4.3,Suburban,73.0,79976,4,0
Female,Asian,27,High School,2.9,17.3,3.9,Urban,68.4,68922,3,0
Female,Black,29,High School,0.2,11.4,4.1,Rural,24.3,57853,3,0
Female,White,26,High School,1.8,77.5,3.3,Urban,94.6,80524,2,0
Male,Hispanic,46,PhD,0.7,22.9,3.6,Suburban,61.5,81049,4,0
Male,White,31,Masters,12.9,92.0,1.7,Rural,97.9,110019,2,1
Male,White,28,High School,2.0,38.8,3.3,Rural,100.0,75350,1,0
Male,White,41,Bachelors,2.6,51.1,4.5,Rural,90.8,84956,1,1
Female,Asian,22,Bachelors,0.2,33.2,4.6,Urban,54.3,64939,4,0
Male,White,51,High School,3.5,66.2,4.0,Rural,100.0,79762,2,1
Female,Black,46,Masters,2.2,89.3,5.0,Urban,82.7,69969,4,0
Male,Asian,27,Masters,10.4,57.6,1.0,Urban,61.9,97243,4,1
Female,White,40,Masters,1.8,72.1,2.1,Rural,72.6,75547,1,0
Male,Hispanic,41,High School,25.0,15.2,2.0,Rural,12.1,120086,3,1
Male,Hispanic,33,Masters,0.1,58.4,2.9,Urban,60.4,88057,4,0
Female,Asian,42,Masters,2.4,9.1,3.3,Urban,37.0,85560,4,0
Male,White,23,High School,1.1,76.5,1.4,Suburban,43.5,66088,1,0
Female,White,28,Masters,0.6,79.9,1.2,Urban,60.2,72105,4,0
Female,White,27,Bachelors,7.8,41.5,3.9,Suburban,86.9,91714,1,1
Male,White,36,Bachelors,3.1,60.0,3.6,Urban,60.6,87524,3,0
Female,White,29,Bachelors,1.9,100.0,1.7,Urban,10.1,83042,1,0
Male,White,51,Bachelors,16.2,64.3,2.1,Urban,72.9,115405,1,1
Male,White,33,Masters,2.4,80.4,1.4,Urban,71.6,83852,3,1
Male,White,29,High School,0.0,57.9,1.7,Urban,70.5,86396,1,1
Male,Asian,29,High School,0.4,20.8,1.2,Urban,26.7,71122,4,0
Male,White,23,Masters,0.9,54.4,2.7,Urban,99.8,87879,1,1
Male,White,22,Bachelors,1.8,48.7,2.9,Urban,73.0,84951,1,1
Male,White,37,Masters,3.4,71.5,1.0,Urban,100.0,91056,3,1
Male,Hispanic,43,PhD,5.0,31.3,1.4,Urban,76.8,79562,3,0
Male,Black,35,Bachelors,0.9,52.2,1.0,Rural,57.1,72304,2,0
Male,Hispanic,22,Bachelors,24.1,37.2,4.0,Urban,53.9,118036,3,1
Male,Black,44,High School,8.2,73.3,1.0,Urban,79.8,88674,1,1
Female,Black,39,Bachelors,10.6,86.7,2.1,Urban,78.8,78973,1,0
Female,Black,45,Masters,6.9,26.5,2.2,Suburban,42.9,78571,1,0
Male,White,33,Bachelors,5.1,53.8,1.0,Suburban,95.4,92428,2,1
Female,Hispanic,42,Bachelors,1.2,78.2,1.7,Rural,47.3,74897,3,0
Male,White,52,Bachelors,8.1,37.8,3.4,Rural,94.6,89985,1,1
Female,Hispanic,42,Masters,6.6,57.0,1.0,Urban,47.4,87928,3,0
Female,Black,39,High School,1.6,32.3,2.4,Rural,52.7,73949,2,0
Female,Black,30,Masters,5.3,39.5,1.6,Urban,78.1,78788,2,0
Male,White,27,Bachelors,16.8,23.8,2.2,Rural,94.5,116187,2,1
Female,Black,22,Masters,6.8,26.5,3.0,Rural,49.0,99443,1,0
Female,Black,38,Masters,8.1,89.4,2.1,Suburban,69.4,87376,3,0
Male,White,22,Masters,6.5,37.2,1.5,Urban,66.7,94543,1,1
Female,Hispanic,42,Masters,0.8,40.4,1.0,Urban,9.5,83968,4,0
Male,Asian,47,Masters,4.0,0.0,4.6,Rural,100.0,71864,4,0
Male,Asian,22,Bachelors,12.3,27.6,4.6,Urban,53.1,98652,3,1
Male,Black,57,Masters,9.6,74.5,1.9,Urban,64.7,88152,1,1
Female,Asian,46,Masters,2.1,49.6,1.9,Urban,46.6,61023,3,0
Male,Hispanic,25,Bachelors,15.7,63.7,1.4,Urban,25.0,93457,3,0
Female,White,42,High School,5.3,93.2,3.3,Urban,25.6,89655,1,1
Male,White,24,Masters,3.2,47.8,3.6,Urban,49.3,94676,1,1
Male,White,40,PhD,5.9,19.2,2.3,Suburban,50.6,91292,2,1
Female,Black,41,Bachelors,15.7,24.7,1.2,Urban,13.9,87256,1,0
Male,White,30,Bachelors,1.9,55.3,4.0,Rural,57.5,69635,1,1
Male,Black,25,Masters,7.3,84.4,4.3,Urban,71.5,94746,2,1
Male,Hispanic,27,Bachelors,0.1,14.9,3.7,Urban,74.5,80960,3,0
Female,Asian,48,High School,0.5,66.6,1.0,Suburban,43.9,84915,3,0
Male,White,31,Masters,2.0,63.3,3.9,Suburban,92.5,83620,2,1
Female,Hispanic,29,Masters,2.3,70.7,2.2,Suburban,74.6,74871,3,0
Female,Asian,29,Bachelors,3.5,42.6,5.0,Urban,90.5,67439,3,0
Female,White,38,Bachelors,0.2,51.3,2.7,Urban,39.9,72629,3,0
Female,Hispanic,29,High School,2.1,40.3,2.4,Rural,78.5,78098,3,0
Male,Hispanic,48,High School,3.1,6.0,2.0,Rural,22.1,78277,3,0
Male,White,38,Bachelors,1.0,73.4,5.0,Rural,83.8,75318,1,1
Female,Black,45,Masters,0.1,31.0,1.7,Suburban,30.0,65590,2,0
Female,Hispanic,37,Bachelors,0.5,0.0,1.0,Urban,57.1,61022,3,0
Female,White,45,High School,9.5,52.1,1.0,Rural,16.8,85924,1,0
Male,White,22,Masters,0.8,55.3,4.0,Rural,62.9,76110,1,0
Male,Black,44,High School,1.7,100.0,1.0,Urban,48.5,77901,1,0
Male,Hispanic,51,Bachelors,7.1,6.9,1.6,Urban,95.2,94913,3,0
Male,Black,33,PhD,0.1,34.5,3.6,Urban,54.5,70031,1,0
Female,Hispanic,36,Bachelors,21.1,54.4,1.0,Urban,76.3,123836,4,1
Male,White,43,High School,0.6,43.3,4.4,Suburban,61.5,78145,4,0
Female,White,36,Masters,1.6,37.8,3.4,Urban,50.4,89115,2,0
Female,Asian,41,PhD,7.0,42.6,3.5,Urban,74.9,94543,3,1
Male,Asian,40,Bachelors,0.8,66.6,3.8,Urban,38.9,74942,3,0
Male,Black,22,High School,11.4,90.1,2.0,Rural,7.8,103715,2,0
Male,Hispanic,51,PhD,0.1,23.5,2.0,Suburban,64.3,78019,3,0
Female,White,43,Bachelors,1.4,73.0,4.3,Urban,77.7,74514,2,0
Female,Black,47,Masters,1.3,46.2,2.3,Suburban,36.6,79865,1,0
Female,White,47,Masters,0.9,9.9,2.4,Urban,44.6,61927,4,0
Female,White,43,Masters,10.0,29.9,2.4,Rural,53.1,85904,1,0
Female,Hispanic,39,Bachelors,5.8,33.4,2.9,Suburban,66.7,73797,3,0
Male,White,38,Bachelors,12.0,33.4,2.2,Urban,54.3,100360,2,1
Male,Hispanic,44,Masters,7.3,34.9,1.1,Urban,30.1,95674,3,0
Female,White,38,PhD,2.7,14.5,1.7,Rural,29.2,90706,1,0
Female,Black,35,High School,0.6,62.2,1.0,Rural,38.5,74456,2,0
Female,Asian,41,High School,6.0,22.1,1.5,Suburban,71.3,92714,4,0
Female,White,22,Bachelors,5.1,38.7,2.9,Urban,57.7,73642,4,0
Female,Hispanic,31,PhD,7.8,0.0,1.8,Rural,42.8,90086,3,0
Male,Hispanic,22,Masters,4.6,67.7,4.3,Urban,74.2,88411,3,1
Female,Black,47,High School,10.3,24.6,1.9,Suburban,8.4,69430,1,0
Female,White,31,Masters,6.6,70.1,3.8,Urban,58.1,90212,1,1
Male,Black,28,High School,0.0,43.9,1.0,Urban,37.9,77399,1,0
Male,White,44,Bachelors,1.2,68.8,2.4,Urban,48.1,94496,1,1
Female,White,29,Masters,1.8,88.8,4.1,Urban,39.0,83060,1,0
Male,Hispanic,36,Bachelors,13.4,65.9,1.4,Suburban,89.0,100185,3,1
Female,White,30,Bachelors,1.6,8.6,5.0,Rural,50.8,83492,4,0
Female,Black,33,High School,8.6,31.3,3.7,Rural,47.1,80506,1,0
Male,White,28,Masters,2.4,72.6,1.1,Suburban,32.7,84911,1,0
Female,White,46,Masters,3.3,86.2,3.0,Urban,61.5,72842,1,0
Female,Asian,33,High School,4.0,68.9,1.8,Urban,81.3,66375,4,0
Female,Hispanic,31,Masters,1.7,18.1,5.0,Urban,53.3,78559,3,0
Male,Asian,49,Masters,2.3,13.0,1.7,Rural,43.2,87575,3,0
Female,White,49,High School,1.7,61.1,3.4,Suburban,54.1,66847,2,0
Female,Black,23,PhD,10.2,26.2,1.0,Rural,39.9,86568,1,0
Female,Asian,29,Bachelors,1.7,31.0,5.0,Urban,33.3,72937,3,0
Female,Black,28,Masters,0.4,74.8,4.2,Urban,90.2,71911,1,0
Male,Asian,55,Masters,16.9,70.9,4.3,Urban,21.6,109266,4,1
Male,Hispanic,44,Bachelors,12.8,58.2,3.9,Suburban,53.6,114642,4,1
Male,White,24,High School,3.1,40.7,1.9,Suburban,95.3,86835,2,1
Male,White,25,Bachelors,5.8,61.9,2.1,Rural,85.0,94169,2,1
Male,Black,30,Masters,0.2,32.5,3.0,Suburban,62.2,67627,1,0
Male,White,41,Masters,8.8,51.0,2.4,Urban,58.8,100001,1,1
Female,Black,38,High School,9.5,65.2,3.8,Urban,56.5,87848,1,0
Female,Black,44,PhD,17.5,34.6,3.8,Urban,64.2,112497,2,1
Male,White,44,Bachelors,3.3,21.3,1.6,Suburban,26.1,86561,1,0
Male,White,27,High School,2.9,68.1,1.4,Suburban,55.4,79215,1,0
Male,Asian,22,Bachelors,2.2,53.5,3.5,Urban,76.7,80979,4,0
Female,White,22,High School,5.9,19.8,4.3,Urban,27.9,88479,1,0
Male,Asian,22,High School,1.2,61.1,1.1,Suburban,100.0,79526,4,1
Male,Hispanic,27,Masters,3.9,7.6,1.9,Suburban,58.8,96279,3,0
Female,White,51,Masters,2.7,32.9,3.6,Urban,67.0,71224,1,0
Female,Hispanic,34,Masters,0.4,22.9,5.0,Urban,16.6,74470,3,0
Male,Black,40,PhD,18.0,44.2,1.3,Urban,65.4,121405,1,1
Female,White,22,Masters,9.9,20.9,3.0,Rural,67.7,82971,1,0
Female,Hispanic,34,Bachelors,16.0,13.9,2.7,Rural,66.4,113098,3,1
Male,White,32,High School,2.1,45.4,4.4,Suburban,35.1,87900,1,0
Male,Asian,22,High School,6.7,0.5,2.1,Urban,0.1,92997,3,0
Male,White,42,Bachelors,21.1,42.7,1.6,Urban,58.3,123124,1,1
Male,Asian,36,Masters,6.1,45.3,3.9,Urban,58.6,86703,4,1
Male,White,25,Bachelors,4.0,52.6,3.9,Rural,71.5,82324,4,1
Female,White,26,High School,4.2,75.0,4.1,Rural,56.7,79405,2,0
Male,Asian,45,Masters,0.9,25.1,3.3,Urban,73.9,91144,3,1
Male,Black,29,PhD,10.4,49.5,1.2,Urban,76.7,112498,4,1
Male,Black,40,High School,0.2,56.2,3.8,Rural,37.0,81594,1,0
Male,Hispanic,22,Masters,13.4,27.2,3.9,Urban,44.7,111584,3,1
Female,White,23,Masters,15.6,0.0,1.6,Suburban,100.0,92695,2,1
Male,Black,49,High School,7.9,36.9,3.1,Suburban,74.9,102817,1,1
Female,Hispanic,43,Bachelors,5.2,53.8,1.6,Urban,44.9,78777,3,0
Female,Black,28,High School,7.4,47.8,1.0,Urban,53.5,85140,1,0
Female,Hispanic,35,Bachelors,4.6,49.5,2.1,Urban,82.7,78195,3,0
Female,Hispanic,58,Bachelors,4.5,52.3,3.4,Urban,100.0,80459,3,0
Male,Asian,37,Masters,1.2,51.0,1.0,Suburban,43.8,58737,3,0
Female,Asian,40,High School,5.2,55.7,1.2,Urban,24.7,89938,4,0
Female,White,28,PhD,1.4,38.8,1.0,Urban,70.4,82750,3,0
Female,Hispanic,29,Masters,3.4,25.5,1.0,Urban,7.8,67012,3,0
Male,White,32,Masters,16.9,25.3,4.4,Suburban,23.7,111680,2,1
Female,Hispanic,31,Masters,4.1,2.7,1.4,Suburban,30.9,75363,3,0
Female,Asian,41,Masters,0.1,34.5,2.4,Urban,68.8,74273,3,0
Female,Asian,35,Masters,18.6,7.5,2.6,Suburban,86.0,87959,3,0
Female,Asian,25,PhD,5.9,8.8,3.8,Urban,72.9,85472,4,0
Male,Black,40,High School,1.5,16.0,1.0,Rural,1.7,77301,2,0
Female,White,41,High School,5.1,35.8,4.0,Urban,39.3,72889,2,0
Female,Hispanic,30,High School,0.9,85.1,1.2,Urban,46.1,55486,4,0
Female,White,45,Bachelors,1.3,7.5,3.5,Urban,91.7,87251,2,0
Female,White,25,High School,1.6,73.2,1.0,Urban,46.7,84886,1,0
Female,Hispanic,23,PhD,5.5,28.3,2.0,Suburban,63.2,81951,3,0
Male,White,24,Masters,3.4,71.9,2.3,Urban,33.4,100020,2,1
Male,White,26,High School,2.7,30.4,1.2,Suburban,69.1,87434,4,0
Female,Asian,31,Bachelors,0.3,66.5,2.2,Urban,81.3,67817,3,0
Male,Black,36,Masters,3.5,83.9,4.0,Urban,56.2,96715,2,0
Female,White,22,Bachelors,8.5,22.0,4.0,Urban,55.0,81863,2,0
Female,Asian,37,Bachelors,1.4,56.0,1.0,Rural,28.8,69502,3,0
Female,White,43,Masters,0.5,52.0,2.6,Urban,50.2,62797,1,0
Female,Black,22,Masters,3.1,81.8,1.7,Urban,17.4,79374,1,0
Female,Black,25,High School,3.2,74.4,2.5,Rural,68.8,65743,1,0
Female,Black,35,Bachelors,3.2,67.2,3.7,Rural,59.3,75491,3,0
Female,Asian,22,Bachelors,6.6,15.9,5.0,Urban,39.1,82974,3,0
Male,Asian,30,High School,2.3,16.1,2.3,Urban,45.0,85912,3,0
Female,Black,35,High School,5.9,83.7,4.7,Urban,84.9,71255,1,1
Female,Hispanic,25,Masters,3.6,14.1,2.0,Rural,49.2,90754,3,0
Female,Hispanic,31,Masters,2.1,28.9,3.0,Rural,54.8,74646,3,0
Male,Asian,44,Masters,6.1,57.7,3.2,Rural,47.4,80788,4,0
Male,White,40,Bachelors,11.5,63.2,2.0,Urban,76.0,112866,1,1
Female,Asian,47,High School,1.4,74.6,2.4,Rural,44.9,80825,3,0
Female,Asian,46,Masters,4.0,17.7,1.2,Suburban,52.0,79974,3,0
Female,Black,22,Bachelors,1.5,52.5,1.3,Suburban,13.7,66482,1,0
Male,Hispanic,41,Masters,7.7,10.5,5.0,Urban,51.7,92514,4,0
Male,Asian,32,Masters,22.4,81.1,3.2,Suburban,25.4,132421,3,1
Male,Asian,35,Masters,2.7,39.5,1.9,Urban,20.5,80404,4,0
Male,White,36,PhD,3.4,63.2,4.4,Urban,60.0,88706,1,1
Male,Asian,22,PhD,3.1,50.7,2.4,Urban,80.6,83658,4,1
Female,Asian,28,Bachelors,0.1,45.6,3.1,Rural,74.0,67180,4,0
Male,Black,31,PhD,4.8,69.8,1.0,Suburban,41.7,91462,1,0
Male,Hispanic,25,Masters,9.9,83.5,3.7,Urban,50.1,100951,4,1
Male,White,38,Bachelors,0.4,86.1,1.3,Suburban,58.1,85628,2,1
Female,Black,36,Masters,2.4,2.9,1.5,Urban,70.7,70177,2,0
Female,Black,22,Bachelors,5.3,34.0,1.6,Rural,26.3,91458,1,0
Female,White,49,High School,14.2,46.9,3.1,Suburban,84.1,104245,1,1
Female,Asian,42,Masters,7.1,25.7,1.1,Urban,63.7,80551,3,0
Female,Black,22,Bachelors,4.2,83.6,1.0,Suburban,38.2,75960,2,0
Female,Asian,22,Bachelors,15.7,48.0,2.6,Suburban,42.0,92650,3,1
Male,White,40,Masters,0.9,62.2,3.1,Rural,100.0,89376,1,1
Male,White,32,High School,19.5,68.0,3.1,Rural,67.3,120533,1,1
Male,White,34,High School,4.4,25.1,2.9,Urban,44.7,82147,2,1
Female,Black,39,PhD,7.9,54.9,1.0,Urban,26.8,86393,1,0
Female,Hispanic,38,Bachelors,4.3,67.5,2.0,Suburban,52.1,77589,4,0
Male,Asian,26,Bachelors,5.4,1.4,1.2,Suburban,73.7,77422,3,0
Male,White,46,Bachelors,10.4,51.3,2.5,Suburban,39.1,100751,1,1
Male,White,50,Bachelors,2.6,19.9,1.0,Urban,80.7,93012,1,1
Female,Asian,47,PhD,1.4,83.9,1.3,Urban,57.8,82610,4,0
Female,Asian,30,Masters,3.1,71.4,2.2,Suburban,41.4,74208,3,0
Female,White,25,Masters,12.4,89.4,4.8,Urban,62.7,106121,1,1
Female,Asian,25,Bachelors,23.1,0.3,2.3,Suburban,40.5,130975,3,1
Female,Black,49,Masters,0.9,21.2,1.7,Urban,56.9,52877,2,0
Female,Black,44,Masters,0.3,55.2,1.0,Urban,59.2,73038,1,0
Male,White,51,Bachelors,10.5,82.5,1.9,Rural,88.8,89378,2,1
Female,Hispanic,44,Bachelors,1.5,54.2,1.0,Urban,50.3,63878,4,0
Female,Black,55,Masters,2.6,10.1,4.0,Suburban,50.1,73990,3,0
