Gender,Race,Age,Education_Level,Experience_Years,Technical_Skills,Communication_Score,University_Prestige,Location,Interview_Score,Salary_Expectation,Hiring_Decision
Male,White,30,Bachelors,7.8,39.8,61.9,1.5,Rural,40.2,87724,1
Female,Black,34,Bachelors,14.8,23.2,74.5,4.0,Suburban,31.9,86145,0
Female,Asian,26,High School,2.5,40.2,71.8,4.1,Urban,36.2,68677,0
Female,White,22,PhD,6.8,79.7,22.8,3.7,Urban,64.7,93090,0
Male,White,42,PhD,11.1,89.6,54.9,2.2,Urban,85.9,103473,1
Male,Asian,33,PhD,4.4,75.2,85.4,1.2,Urban,50.7,80624,0
Male,Hispanic,29,Bachelors,0.2,65.7,64.4,3.4,Urban,27.2,78767,0
Female,White,38,Bachelors,5.3,52.7,70.0,1.3,Suburban,72.0,82845,0
Female,Hispanic,30,Bachelors,1.4,62.0,42.8,2.0,Urban,17.2,70935,0
Female,Black,32,Bachelors,1.1,34.2,46.1,4.8,Urban,73.9,53797,0
Female,White,46,PhD,6.4,57.3,56.1,2.3,Urban,34.9,86493,0
Female,Hispanic,42,High School,2.1,54.4,46.2,1.0,Suburban,88.7,73524,0
Male,Hispanic,29,Masters,2.8,49.6,73.7,1.0,Urban,74.3,80022,0
Male,Asian,36,High School,0.7,62.1,62.2,2.4,Rural,55.9,76347,0
Male,White,22,High School,14.1,56.7,73.3,3.6,Urban,49.9,107162,1
Female,White,22,Bachelors,3.2,40.7,93.8,2.4,Suburban,80.0,67650,0
Male,Asian,40,High School,4.2,26.0,60.3,4.3,Suburban,19.5,66816,0
Male,Hispanic,24,High School,8.7,90.2,33.4,2.5,Urban,40.2,95471,0
Female,White,26,PhD,4.2,52.9,33.1,5.0,Suburban,52.8,81213,0
Female,Hispanic,39,High School,2.5,71.0,8.6,2.7,Urban,21.5,70703,0
Male,White,34,Masters,18.6,34.6,41.1,3.3,Rural,28.8,106073,1
Female,Asian,43,Masters,6.5,66.9,24.2,2.6,Urban,53.8,84449,0
Male,Asian,41,Bachelors,4.8,65.3,49.1,1.9,Suburban,63.9,78936,1
Female,White,34,Masters,3.4,91.7,15.1,4.5,Urban,21.2,98325,0
Female,Hispanic,37,Bachelors,1.5,57.9,0.2,2.8,Urban,65.7,67105,0
Male,White,51,Bachelors,4.3,83.3,53.6,1.7,Suburban,65.9,94430,1
Female,White,41,High School,2.3,65.1,72.0,2.4,Urban,73.4,81433,0
Female,Asian,30,Bachelors,6.3,42.3,76.5,3.2,Suburban,61.9,69382,0
Male,Black,23,Bachelors,0.0,59.5,82.7,1.0,Urban,69.1,75917,0
Female,White,27,Bachelors,2.0,89.6,23.1,2.4,Suburban,69.6,91274,0
Male,White,25,Bachelors,0.6,76.4,63.5,1.5,Suburban,33.5,86499,0
Male,White,44,Bachelors,6.6,100.0,80.2,4.9,Suburban,60.5,103548,1
Female,Black,35,Masters,7.0,60.1,41.1,2.9,Suburban,45.3,89219,0
Male,Hispanic,47,High School,2.3,29.2,25.2,2.7,Suburban,43.5,67201,0
Female,White,34,Masters,0.7,58.5,36.9,3.3,Rural,41.2,69744,0
Female,White,49,Masters,3.2,92.3,79.6,1.3,Urban,28.5,91377,0
Male,Hispanic,22,Bachelors,3.6,94.7,0.0,4.1,Urban,2.6,86904,0
Female,Asian,32,Bachelors,4.6,56.1,40.6,2.1,Rural,65.3,79553,0
Male,Asian,22,Bachelors,1.9,63.6,51.5,1.2,Rural,71.7,81962,0
Female,Black,43,Bachelors,9.8,46.5,48.5,1.0,Rural,74.7,77597,0
Male,Asian,22,PhD,7.7,100.0,80.4,4.1,Rural,58.9,103663,1
Female,White,38,Masters,0.9,55.2,32.7,3.5,Urban,100.0,72296,0
Male,Black,26,High School,1.1,66.8,41.5,1.0,Rural,46.1,75639,0
Female,Black,22,Masters,0.5,66.7,46.6,2.1,Urban,35.2,77645,0
Female,Hispanic,22,High School,2.6,58.1,66.3,2.0,Urban,60.5,76358,0
Female,Hispanic,22,Masters,1.1,58.3,18.2,3.3,Suburban,12.6,68677,0
Male,White,33,High School,0.4,90.3,26.6,4.0,Urban,86.5,93934,1
Male,White,29,Masters,4.4,75.5,39.7,1.0,Suburban,42.0,95811,0
Female,Asian,31,Masters,3.7,97.1,0.9,3.9,Suburban,56.0,84772,0
Male,White,43,High School,11.2,76.3,85.1,4.0,Suburban,73.4,100725,1
Male,Hispanic,22,High School,3.4,85.0,33.6,4.2,Rural,27.2,86284,0
Male,Black,32,Bachelors,0.9,88.8,25.2,1.0,Urban,91.3,85576,0
Male,Asian,45,PhD,0.4,75.0,10.7,1.6,Suburban,82.5,80897,0
Female,White,33,High School,3.9,63.7,21.6,4.5,Rural,41.5,90665,0
Female,Black,37,PhD,3.3,38.4,69.6,2.6,Suburban,38.6,66004,0
Male,White,36,PhD,0.8,85.3,39.4,3.9,Urban,32.5,82271,1
Male,White,22,PhD,0.7,72.9,63.8,2.7,Suburban,36.2,89061,0
Male,Hispanic,46,High School,1.0,28.6,64.9,1.7,Suburban,74.5,68283,0
Female,Black,33,Bachelors,17.2,70.4,72.2,2.2,Suburban,25.3,101045,0
Female,White,23,PhD,1.1,78.1,91.5,3.4,Suburban,17.0,75609,0
Female,White,44,Masters,8.2,54.4,15.3,3.3,Urban,45.0,92061,0
Male,White,22,Masters,1.0,76.6,41.7,3.1,Urban,52.0,92004,0
Male,White,42,Masters,9.5,100.0,83.3,1.4,Urban,56.0,112374,1
Female,Black,30,High School,3.4,8.5,44.3,2.8,Suburban,83.9,59562,0
Female,Hispanic,31,Masters,3.0,61.1,5.2,2.7,Suburban,42.3,73519,0
Female,Black,41,PhD,3.0,62.5,63.1,2.0,Urban,42.0,84986,0
Female,Black,35,Masters,3.8,97.0,42.1,2.7,Urban,38.9,81491,0
Male,White,50,Bachelors,17.6,30.3,49.4,2.5,Rural,66.6,104296,1
Female,Asian,49,High School,11.5,39.8,27.4,1.0,Urban,89.9,83519,0
Male,Asian,38,Bachelors,0.4,45.3,57.7,1.2,Urban,34.5,62701,0
Female,Black,22,PhD,2.7,62.0,10.9,1.0,Suburban,22.5,62723,0
Male,Black,50,Bachelors,1.4,89.2,30.0,3.3,Suburban,33.3,84519,0
Male,White,43,Bachelors,11.3,72.0,10.5,4.1,Urban,67.5,106692,1
Female,Hispanic,22,High School,3.3,79.5,57.5,1.2,Suburban,56.9,82477,0
Female,White,26,Bachelors,5.2,74.5,18.6,2.0,Urban,71.4,86335,1
Male,Black,24,Bachelors,1.4,96.8,94.5,2.6,Suburban,12.2,83199,0
Female,Black,35,Bachelors,1.7,97.9,9.0,1.0,Urban,6.4,80873,0
Male,White,34,Masters,1.9,100.0,65.8,1.2,Urban,86.2,90050,1
Female,White,22,Bachelors,2.2,54.2,67.4,2.2,Suburban,51.6,73893,0
Male,White,36,Masters,4.7,92.1,73.3,3.4,Rural,84.5,95175,1
Female,Asian,49,PhD,4.1,85.5,55.2,1.6,Urban,0.0,86366,0
Male,Black,37,Bachelors,25.0,80.8,64.7,2.7,Urban,81.7,117693,1
Male,White,34,Masters,8.6,54.4,19.5,3.3,Urban,100.0,87500,1
Male,Black,40,High School,6.5,83.3,60.4,2.2,Urban,43.7,90641,0
Male,Black,32,Bachelors,0.0,77.1,90.5,1.0,Urban,29.6,83511,0
Male,Black,28,Bachelors,2.4,91.4,43.0,1.0,Suburban,74.3,89079,0
Female,Black,38,High School,15.4,68.5,31.9,1.0,Suburban,100.0,101591,1
Male,Asian,49,High School,1.2,70.9,0.0,1.2,Rural,69.5,78063,0
Female,White,31,Masters,0.1,91.4,26.4,1.0,Suburban,63.1,91550,0
Male,Black,43,PhD,7.4,100.0,67.5,3.0,Urban,9.3,92439,0
Female,White,22,High School,1.6,60.2,83.9,2.1,Urban,73.7,86906,0
Male,White,47,Bachelors,1.9,90.8,57.7,1.9,Suburban,32.0,96511,0
Female,Asian,22,High School,1.3,69.7,54.3,2.9,Urban,60.7,79198,0
Male,White,22,Bachelors,0.4,40.4,100.0,1.5,Suburban,69.3,73279,0
Male,Black,31,High School,8.2,43.7,68.9,4.1,Urban,35.0,87231,0
Male,Hispanic,32,Masters,6.7,67.4,90.6,1.7,Urban,48.7,99075,0
Female,Black,36,Masters,1.1,66.3,94.1,2.8,Urban,43.8,75600,0
Male,Black,22,Masters,1.6,96.1,54.4,1.0,Suburban,77.0,88457,1
Female,Hispanic,22,Bachelors,0.8,100.0,53.0,4.0,Suburban,26.5,86482,0
Male,Black,22,Masters,0.0,92.6,42.9,1.3,Suburban,38.3,75751,0
Female,Hispanic,63,High School,9.9,67.8,51.6,1.6,Urban,3.0,81214,0
Male,White,40,Bachelors,1.6,50.6,21.4,3.1,Urban,68.0,84397,0
Female,Black,29,Bachelors,1.1,52.4,36.9,2.7,Rural,73.3,68728,0
Female,Black,48,High School,2.6,65.9,41.7,2.0,Suburban,33.6,71124,0
Male,White,23,Masters,1.8,72.7,90.3,3.3,Rural,87.9,88977,1
Male,Black,36,Masters,3.2,87.1,63.6,3.3,Urban,55.1,84153,0
Male,Black,37,PhD,1.8,66.9,60.9,2.9,Suburban,65.5,91137,0
Male,White,36,High School,13.8,64.4,32.1,1.0,Urban,65.0,114404,1
Female,Black,33,High School,5.2,71.5,60.8,3.4,Urban,46.9,84593,0
Female,Hispanic,46,Bachelors,2.5,75.3,19.3,3.1,Suburban,30.0,74508,0
Female,Black,32,Bachelors,16.4,90.6,53.3,2.0,Urban,48.5,104643,0
Female,Black,47,PhD,2.7,47.3,42.7,1.0,Urban,54.3,65104,0
Male,Asian,43,Masters,12.6,61.1,86.2,2.9,Suburban,60.9,101199,1
Female,Hispanic,47,Bachelors,1.9,81.2,58.3,2.0,Urban,45.2,86161,0
Female,White,36,Bachelors,17.6,74.9,56.2,3.5,Urban,88.0,115603,1
Female,Black,40,High School,4.2,14.7,23.0,1.0,Suburban,34.0,57756,0
Male,White,27,PhD,1.8,86.1,36.5,5.0,Urban,61.3,87702,1
Female,Asian,22,Masters,24.1,55.5,38.6,1.0,Rural,52.9,115690,1
Female,Hispanic,38,High School,0.8,59.1,71.1,1.9,Urban,30.5,71656,0
Male,Asian,31,Bachelors,1.0,29.8,24.3,1.4,Rural,31.7,60658,0
Female,Hispanic,29,Bachelors,0.3,24.9,39.4,2.0,Rural,82.3,60336,0
Female,White,22,Masters,17.5,72.7,63.9,2.4,Urban,86.3,106143,1
Female,White,40,Bachelors,3.4,50.1,100.0,2.2,Suburban,55.6,77320,0
Male,White,22,Masters,7.0,58.6,58.5,1.1,Suburban,68.0,97227,0
Male,Hispanic,34,Masters,17.7,46.1,72.9,1.9,Suburban,89.2,95579,1
Female,White,25,High School,3.8,85.2,47.7,1.9,Urban,36.5,84037,0
Male,White,38,Bachelors,6.2,56.9,3.8,4.2,Suburban,39.0,90143,0
Female,White,40,Masters,1.8,55.0,6.6,3.2,Suburban,69.5,75975,0
Female,Black,37,Bachelors,18.0,28.7,30.3,5.0,Rural,48.6,84747,0
Male,White,38,Masters,0.8,63.7,78.8,2.8,Rural,49.5,93851,1
Male,White,34,Bachelors,5.0,62.8,14.7,1.1,Rural,80.3,91006,1
Female,Hispanic,32,Masters,8.2,84.4,43.9,1.9,Urban,61.9,87696,0
Female,Hispanic,22,High School,1.5,53.1,22.3,2.2,Urban,36.1,67129,0
Female,Hispanic,40,Bachelors,1.3,84.6,66.5,2.9,Suburban,43.0,76844,0
Female,Hispanic,22,Bachelors,8.1,96.3,50.6,1.9,Suburban,49.5,92817,0
Male,Hispanic,22,Bachelors,2.5,37.9,11.5,1.4,Suburban,29.4,72782,0
Female,White,31,Masters,3.6,72.6,26.0,3.3,Urban,65.5,88823,0
Male,White,52,Bachelors,0.4,65.1,54.2,1.8,Urban,64.3,85184,0
Male,Black,22,Bachelors,0.5,50.2,87.0,3.9,Suburban,59.2,71653,0
Male,White,36,Bachelors,5.8,84.1,59.3,3.2,Suburban,100.0,94607,1
Female,Asian,29,Masters,3.2,64.6,83.0,2.1,Suburban,99.2,72618,0
Male,Black,31,Masters,2.8,54.1,66.2,1.5,Rural,75.9,79481,0
Female,White,31,High School,3.7,54.4,52.2,3.4,Rural,58.8,85017,0
Male,White,22,Bachelors,1.4,35.6,17.6,2.6,Suburban,75.0,66371,0
Female,Black,41,Bachelors,6.9,70.3,46.2,2.1,Urban,42.1,82688,0
Male,White,45,PhD,14.8,67.5,54.2,2.7,Suburban,94.6,99933,1
Female,White,25,Bachelors,25.0,28.2,58.7,2.4,Urban,94.2,115884,1
Male,Hispanic,42,High School,1.8,78.0,36.3,1.0,Urban,46.0,90293,0
Female,Asian,30,Masters,2.3,88.2,65.5,1.5,Urban,44.7,77786,0
Male,Black,22,PhD,2.4,96.6,85.2,1.0,Suburban,87.4,82496,1
Female,White,34,Masters,3.0,88.9,95.5,1.0,Urban,70.3,87374,1
Female,Asian,47,Masters,4.3,26.4,33.3,1.1,Rural,40.8,77351,0
Female,Asian,40,Bachelors,10.6,95.9,46.9,1.4,Rural,70.4,104102,0
Female,Black,45,Bachelors,1.6,68.2,27.6,2.3,Rural,15.5,66269,0
Male,Black,48,High School,3.2,47.1,75.9,1.7,Urban,42.8,72357,0
Female,Hispanic,52,PhD,7.8,75.1,40.1,1.2,Urban,61.7,87167,0
Male,Asian,53,Masters,0.9,84.8,19.8,2.8,Urban,87.3,82686,0
Female,Black,28,Masters,0.0,76.1,36.5,2.0,Urban,40.3,73173,0
Female,Black,33,High School,2.4,30.9,92.6,3.1,Rural,37.1,56008,0
Female,White,37,PhD,11.6,61.1,57.8,3.1,Suburban,76.1,100470,1
Female,Hispanic,36,Bachelors,7.9,44.2,35.4,4.0,Suburban,30.4,69832,0
Female,White,34,PhD,6.7,75.9,39.9,2.5,Suburban,33.8,94771,0
Female,White,44,Bachelors,6.3,60.5,72.8,1.1,Urban,70.0,85534,0
Female,White,27,High School,5.8,78.3,19.3,3.8,Suburban,77.9,95509,1
Male,Asian,34,Bachelors,11.8,83.0,44.8,3.1,Rural,70.1,109287,1
Female,Asian,33,Masters,3.0,63.3,36.9,3.2,Urban,65.7,75651,0
Male,Hispanic,34,High School,0.9,74.2,28.8,2.0,Urban,47.9,73335,0
Male,Black,45,PhD,10.2,100.0,23.8,4.7,Suburban,66.0,93905,1
Female,Asian,22,Bachelors,7.5,66.0,41.9,3.9,Rural,57.4,80158,1
Male,Black,43,Bachelors,4.5,53.2,85.1,1.8,Suburban,81.7,83759,0
Male,Hispanic,46,High School,1.2,70.2,16.5,1.9,Urban,54.8,81224,0
Female,White,31,Masters,4.5,100.0,82.1,1.3,Urban,82.5,103023,1
Female,White,31,PhD,2.3,67.1,64.2,2.7,Rural,89.2,88910,0
Female,White,46,Masters,1.2,52.3,65.2,3.3,Urban,63.7,78277,0
Male,Hispanic,58,Masters,24.4,42.8,35.8,1.0,Urban,74.8,122393,1
Male,White,24,High School,1.6,20.4,64.5,4.7,Urban,95.0,69194,1
Female,Hispanic,27,PhD,0.3,93.2,0.0,1.5,Suburban,81.4,82614,0
Female,White,39,High School,1.4,49.0,27.2,3.1,Rural,74.1,67514,0
Female,Hispanic,38,Masters,1.7,56.0,62.3,4.7,Rural,26.2,60790,0
Female,White,25,Masters,9.2,78.3,27.5,4.7,Urban,53.1,103002,1
Male,White,31,High School,4.0,87.8,37.5,2.7,Suburban,59.2,92168,1
Male,Hispanic,44,Bachelors,0.8,33.1,60.2,4.4,Urban,75.2,68649,0
Female,White,28,Masters,8.8,77.3,61.2,1.0,Suburban,45.8,101525,0
Male,White,26,Bachelors,2.6,73.9,58.0,1.1,Urban,63.0,87668,0
Male,White,33,Masters,6.1,57.3,55.6,3.1,Urban,91.7,94187,1
Female,Asian,48,Masters,1.9,80.9,73.8,1.6,Urban,75.5,71304,0
Female,Hispanic,22,PhD,8.3,72.5,67.2,2.0,Urban,65.2,90131,0
Male,White,45,Bachelors,7.4,100.0,31.9,3.2,Urban,100.0,108355,1
Female,Hispanic,51,Bachelors,1.9,53.2,26.4,1.0,Urban,78.5,72763,0
Male,White,29,Masters,2.7,96.2,45.7,4.4,Rural,81.4,95962,1
Male,Hispanic,23,Bachelors,0.9,23.4,43.1,1.1,Urban,47.4,67027,0
Male,Asian,34,Masters,1.4,70.1,36.1,5.0,Suburban,27.2,73468,0
Female,Hispanic,44,Bachelors,3.1,81.4,83.4,3.9,Urban,64.5,86003,0
Male,Black,26,High School,3.2,86.8,41.7,1.1,Urban,59.2,96558,0
Female,Hispanic,38,High School,11.4,71.2,42.6,1.6,Urban,44.5,97418,0
Female,Asian,25,Bachelors,8.2,33.4,13.3,3.9,Suburban,65.4,74763,0
Male,Hispanic,35,High School,2.0,42.5,43.9,3.0,Rural,72.5,71332,0
Male,White,36,Masters,0.9,89.2,81.6,3.0,Suburban,29.6,84424,0
Male,White,35,Masters,3.7,88.0,21.3,2.8,Suburban,22.2,92719,0
Male,Hispanic,41,Masters,7.1,23.5,53.8,1.9,Rural,73.1,83051,0
Male,Hispanic,42,Bachelors,8.5,92.1,36.1,2.6,Urban,73.8,104844,1
Female,Asian,30,High School,11.2,36.4,0.0,1.0,Suburban,97.0,84692,0
Female,White,37,PhD,3.0,63.4,53.3,3.2,Urban,20.9,83094,0
Male,Asian,34,Masters,0.3,54.2,65.1,2.5,Urban,59.2,65186,0
Male,Hispanic,25,Masters,0.2,59.0,85.4,2.7,Urban,78.3,85201,0
Male,Hispanic,45,High School,0.7,93.0,0.0,1.0,Suburban,60.1,85679,0
Female,White,36,PhD,4.8,61.0,40.0,4.0,Suburban,71.5,100046,1
Male,Asian,36,Bachelors,2.8,90.2,88.4,4.5,Urban,37.4,88192,1
Female,Asian,34,Masters,2.7,32.3,69.8,3.3,Urban,56.5,66612,0
Male,Asian,28,Bachelors,7.5,61.6,53.9,4.4,Rural,31.4,78934,1
Male,White,32,Bachelors,7.5,69.2,70.0,3.5,Urban,77.0,90867,1
Female,White,32,Bachelors,25.0,87.8,26.4,3.5,Rural,61.4,150000,1
Male,Hispanic,28,Bachelors,3.2,94.1,54.4,1.5,Urban,61.1,86736,0
Female,Asian,27,Masters,4.4,58.5,29.0,3.4,Urban,83.7,65742,0
Male,Hispanic,26,PhD,8.2,89.0,73.4,1.9,Rural,33.5,94304,0
Female,Asian,38,Bachelors,3.9,77.1,13.5,3.7,Urban,86.4,79188,0
Male,Asian,22,Masters,17.3,98.6,39.3,2.3,Rural,77.7,129244,1
Female,Asian,32,High School,7.4,52.2,87.2,1.0,Urban,53.6,79200,0
Male,Hispanic,53,High School,0.1,55.9,25.4,1.1,Urban,79.5,61708,0
Male,White,22,Masters,6.3,100.0,67.0,3.4,Urban,38.3,106046,1
Male,Hispanic,37,Masters,2.1,83.1,87.9,2.9,Urban,31.2,98031,0
Male,White,37,Bachelors,5.7,82.5,38.2,1.4,Suburban,72.5,97438,1
Female,Hispanic,27,Masters,2.6,78.7,68.4,2.9,Urban,49.4,79854,0
Female,Hispanic,24,Masters,5.4,49.7,38.8,1.0,Rural,68.2,70970,0
Female,Black,42,High School,0.5,75.6,68.3,4.8,Urban,74.5,78213,0
Male,White,23,Bachelors,0.4,88.9,39.2,4.6,Suburban,91.6,97567,1
Male,Black,54,High School,0.4,64.3,38.3,2.6,Urban,81.3,78452,0
Female,Hispanic,41,PhD,9.8,86.4,32.0,2.1,Urban,36.6,92796,0
Male,Black,36,PhD,2.2,68.0,14.1,3.1,Rural,47.9,77518,0
Male,Hispanic,40,Bachelors,4.6,36.4,50.0,2.9,Urban,65.0,76016,0
Female,White,59,High School,2.1,59.0,42.5,4.5,Urban,77.4,87259,0
Male,Asian,35,Bachelors,5.2,100.0,36.7,1.5,Rural,15.0,93496,0
Female,Black,43,High School,0.4,58.0,31.2,2.5,Urban,14.0,64789,0
Male,Black,35,High School,5.2,90.4,61.3,3.0,Urban,23.1,100112,0
Male,White,32,PhD,2.0,100.0,59.6,4.6,Urban,38.6,97036,1
Male,Hispanic,52,High School,2.8,64.1,5.7,1.2,Urban,31.1,81957,0
Male,Hispanic,33,Bachelors,2.9,83.7,33.2,2.5,Urban,63.8,96762,0
Female,Black,29,Masters,9.0,97.9,27.7,3.0,Urban,31.1,88755,0
Male,White,44,High School,2.8,85.8,73.5,1.3,Suburban,73.9,99506,1
Male,White,23,Masters,2.0,72.4,24.9,1.6,Urban,71.9,96449,0
Female,White,32,Masters,4.2,77.5,25.1,4.7,Suburban,75.8,102671,0
Female,Asian,31,Bachelors,7.6,56.0,49.9,5.0,Urban,85.6,90455,1
Female,Asian,28,High School,4.0,81.6,64.5,4.3,Suburban,16.3,85809,0
Male,Asian,22,Bachelors,3.3,66.9,40.0,4.5,Urban,69.7,75242,0
Male,Asian,40,Masters,12.1,81.2,38.7,1.7,Urban,13.8,113581,0
Male,Asian,34,Masters,6.8,57.3,18.0,1.0,Urban,92.1,85766,0
Male,White,43,Bachelors,0.4,80.5,34.7,4.3,Urban,100.0,88247,1
Female,Black,39,Masters,3.6,79.6,82.2,3.3,Suburban,96.2,78665,0
Male,White,40,High School,16.3,89.6,52.9,5.0,Urban,98.0,116965,1
Male,Hispanic,22,Bachelors,3.5,75.9,63.5,2.0,Suburban,50.2,93104,0
Female,Hispanic,35,High School,0.4,48.4,79.8,1.0,Suburban,26.1,69140,0
Female,White,22,PhD,11.6,83.2,33.3,4.5,Urban,79.2,104789,1
Female,Hispanic,32,High School,1.6,78.1,53.8,2.0,Suburban,49.2,78265,0
Female,White,22,Masters,2.4,83.3,42.5,4.7,Rural,97.6,91924,1
Female,White,34,Masters,0.0,59.2,88.4,4.0,Urban,47.2,74367,0
Male,Black,39,Bachelors,1.5,96.6,24.0,1.2,Suburban,74.9,90626,0
Female,White,36,Bachelors,4.3,84.2,54.8,3.1,Urban,80.1,91507,1
Male,Asian,43,Bachelors,14.9,39.0,1.3,1.4,Suburban,55.5,88252,0
Male,White,23,Bachelors,9.0,62.4,17.6,1.6,Suburban,78.6,101854,1
Male,White,32,Masters,11.9,98.1,21.7,2.4,Urban,68.5,129297,1
Male,Asian,30,Bachelors,21.2,70.5,23.7,4.0,Urban,58.8,120712,1
Female,White,28,Masters,12.2,100.0,51.8,1.4,Rural,87.2,109869,1
Male,Black,49,High School,1.3,31.1,49.0,1.3,Suburban,69.1,72486,0
Female,White,51,Masters,1.8,65.2,84.9,1.7,Suburban,67.1,79887,0
Male,White,25,Bachelors,6.4,86.1,63.5,3.2,Urban,63.7,107791,1
Male,Black,35,High School,3.5,62.8,60.8,1.0,Urban,14.4,81723,0
Female,White,48,Masters,25.0,84.0,56.5,2.7,Urban,40.3,127409,1
Female,Asian,22,Bachelors,2.4,51.4,14.7,4.3,Suburban,66.4,72219,0
Female,Black,27,Bachelors,2.0,22.6,40.7,1.0,Rural,57.0,63485,0
Female,White,36,Masters,5.6,41.0,23.6,2.3,Urban,62.0,75299,0
Male,White,23,Bachelors,8.1,64.0,79.3,2.8,Urban,25.9,104296,1
Female,White,22,Masters,18.3,71.4,40.0,3.5,Rural,88.6,117360,1
Male,White,47,Bachelors,0.3,71.1,25.2,4.4,Rural,73.4,86458,1
Male,White,22,High School,8.5,56.9,4.6,1.0,Urban,75.5,100570,1
Female,White,25,Masters,3.4,56.5,52.7,2.6,Rural,70.9,79147,0
Male,White,22,PhD,7.9,35.9,40.7,3.0,Urban,32.4,94073,0
Female,White,39,Bachelors,1.4,35.9,79.7,1.3,Suburban,46.0,64513,0
Female,Asian,33,Masters,5.9,95.2,80.0,2.8,Rural,17.4,89360,0
Female,White,38,High School,11.2,84.6,30.6,2.3,Suburban,95.2,108476,1
Male,Asian,41,Masters,5.4,39.8,63.5,5.0,Suburban,100.0,70829,1
Male,White,26,Bachelors,1.4,82.8,95.8,1.4,Urban,21.1,100818,0
Female,Hispanic,35,Masters,3.6,87.2,49.2,1.2,Rural,11.2,85603,0
Female,Hispanic,34,PhD,5.3,100.0,37.5,4.0,Urban,12.6,90697,0
Female,White,27,Masters,4.2,67.0,84.9,2.3,Urban,85.5,87703,0
Male,Hispanic,42,Bachelors,10.4,62.1,35.4,3.6,Urban,20.0,98591,0
Male,Hispanic,23,High School,24.5,89.3,51.4,1.3,Rural,54.5,124705,1
Male,Asian,47,High School,22.4,28.6,25.9,2.7,Rural,100.0,110257,1
Male,Black,36,Masters,1.9,58.1,8.0,1.0,Urban,53.0,83336,0
Male,Hispanic,42,Bachelors,2.5,48.5,39.1,3.2,Urban,56.4,70756,0
Male,Black,54,High School,11.4,67.9,24.7,1.2,Rural,45.3,98055,0
Female,White,39,Bachelors,0.8,96.9,57.8,4.8,Urban,57.1,86671,0
Male,Black,47,Masters,5.8,74.2,49.4,1.9,Urban,58.8,84781,0
Female,Hispanic,36,Bachelors,13.2,88.6,33.3,1.0,Rural,57.7,102906,0
Male,Asian,50,PhD,3.1,100.0,16.1,2.0,Urban,96.8,87885,1
Female,Asian,42,Masters,0.9,71.2,62.7,2.2,Urban,80.5,56517,0
Male,Asian,32,Masters,1.8,75.4,58.9,2.7,Suburban,71.7,87589,0
Male,White,29,PhD,0.8,97.8,38.2,2.3,Urban,49.8,101473,0
Female,Hispanic,46,Masters,11.7,47.2,17.5,2.2,Urban,83.8,87701,0
Female,Asian,22,Masters,10.0,79.0,42.2,3.3,Urban,29.2,97553,0
Male,White,35,High School,5.6,60.7,33.5,1.0,Urban,50.2,81139,0
Male,White,38,Bachelors,8.6,92.0,65.2,3.8,Urban,100.0,100876,1
Female,Black,33,High School,4.0,63.4,60.4,1.0,Urban,83.4,73469,0
Male,Hispanic,52,Masters,3.4,78.4,88.4,1.8,Suburban,60.6,82680,0
Male,Asian,35,High School,5.0,67.6,60.7,2.4,Urban,85.9,89571,0
Female,White,40,Masters,5.0,51.9,26.5,1.3,Suburban,28.6,86153,0
Female,White,30,High School,9.0,65.9,24.9,4.6,Suburban,56.1,88953,0
Male,White,31,Masters,10.3,69.1,63.8,4.0,Rural,71.8,100237,1
Male,White,39,Bachelors,7.0,77.9,66.0,1.5,Urban,100.0,99649,1
Female,White,41,PhD,6.1,50.6,90.9,2.6,Urban,63.6,87942,0
Male,Hispanic,46,High School,19.4,81.8,15.7,4.8,Urban,63.3,118916,1
Male,White,22,Bachelors,9.6,72.4,67.3,1.7,Rural,46.3,100139,1
Male,White,52,PhD,1.2,84.7,55.8,4.4,Suburban,57.2,88255,1
Male,White,32,Bachelors,1.9,28.3,48.2,2.2,Urban,27.0,82829,0
Female,White,40,Masters,6.8,67.0,35.5,2.0,Urban,72.4,86976,0
Female,Asian,22,Bachelors,3.4,37.3,82.7,4.9,Rural,41.2,71729,0
Male,Asian,41,PhD,0.4,100.0,34.3,2.9,Suburban,79.8,79951,1
Male,Black,28,High School,11.9,56.8,58.5,1.0,Urban,63.4,89802,0
Male,Black,37,Bachelors,0.0,66.3,30.7,2.9,Suburban,15.3,79005,0
Female,Hispanic,22,Bachelors,6.1,45.1,46.5,1.7,Urban,56.4,84733,0
Female,White,25,Bachelors,1.3,82.4,86.9,1.1,Urban,26.7,80972,0
Male,White,23,Masters,3.5,60.2,83.5,1.3,Suburban,90.1,86299,1
Male,Black,41,High School,6.7,53.9,94.5,2.1,Urban,22.2,84592,0
Female,White,30,Masters,15.0,71.4,83.6,1.6,Suburban,55.2,112588,1
Female,White,41,High School,1.9,78.1,35.5,4.4,Urban,86.4,87073,0
Male,Black,30,High School,2.6,56.3,78.5,4.1,Suburban,22.4,78281,0
Male,Asian,23,PhD,4.0,70.1,30.2,2.1,Urban,39.7,84411,0
Female,Hispanic,22,PhD,4.8,78.4,62.9,2.0,Rural,47.1,75824,0
Male,White,53,Masters,0.6,62.8,54.4,2.3,Urban,34.1,79419,0
Female,Black,28,Bachelors,0.4,57.5,58.0,1.0,Rural,19.0,69659,0
Female,Asian,46,Masters,0.3,53.2,67.1,2.2,Urban,80.6,57345,0
