Gender,Age,Commute_Time,Job_Level,Marital_Status,Department,Python_Skill,Excel_Skill,Experience,Education,Spa_Membership,Hiring_Decision
Female,38,31,2,divorced,Finance,47,77,22.4,Bachelors,N,0
Male,36,22,3,single,IT,94,45,17.8,Bachelors,N,1
Female,42,35,1,married,Finance,79,92,22.0,Bachelors,Y,0
Male,34,10,2,divorced,Finance,56,69,12.1,PhD,N,0
Male,39,31,1,married,HR,68,53,15.2,Masters,N,1
Male,41,22,2,married,IT,68,66,22.6,Bachelors,N,1
Male,41,17,1,married,IT,88,69,27.4,Bachelors,N,1
Male,28,24,2,divorced,IT,79,66,8.9,Bachelors,N,1
Male,33,32,2,married,HR,76,63,16.4,Bachelors,N,1
Female,51,21,1,divorced,Marketing,64,91,30.0,Bachelors,Y,0
Male,43,16,1,married,IT,66,86,25.0,Bachelors,N,1
Female,31,15,1,married,Marketing,81,103,10.8,Masters,Y,0
Female,44,31,2,single,Engineering,61,67,23.5,Bachelors,Y,0
Female,26,32,2,married,HR,83,95,7.5,Masters,N,0
Male,36,17,1,single,Marketing,63,72,12.4,Masters,N,0
Male,51,14,1,divorced,IT,74,74,29.2,Masters,N,1
Male,28,5,1,divorced,IT,103,84,8.8,Bachelors,N,1
Male,29,20,2,divorced,Marketing,82,69,9.7,Bachelors,N,1
Female,48,38,1,married,Marketing,64,77,27.1,Bachelors,Y,0
Male,23,14,3,married,Engineering,72,61,8.9,Masters,N,0
Male,30,20,1,married,HR,69,56,9.0,Bachelors,N,0
Female,46,20,1,divorced,Finance,75,72,27.0,Bachelors,Y,0
Female,36,32,2,married,Engineering,80,82,16.8,Bachelors,Y,1
Female,40,27,2,married,Engineering,73,79,23.8,Bachelors,Y,0
Male,41,13,3,single,Engineering,79,65,27.6,Masters,Y,1
Male,39,13,3,divorced,IT,87,65,19.1,Bachelors,N,1
Male,38,15,2,single,Marketing,63,82,18.0,Masters,N,0
Male,33,20,2,divorced,HR,84,72,14.5,Bachelors,N,1
Male,38,10,3,single,IT,85,58,20.6,Bachelors,N,1
Male,35,15,2,single,Engineering,83,70,18.7,Bachelors,N,1
Male,39,17,1,married,HR,73,77,19.4,Bachelors,Y,0
Male,32,11,1,married,IT,70,81,10.1,Masters,N,0
Male,34,28,1,married,Finance,64,76,16.8,Masters,Y,1
Female,34,24,1,single,Engineering,87,90,16.8,Bachelors,N,0
Female,41,25,2,married,IT,69,86,20.3,Bachelors,N,0
Female,35,24,1,married,IT,64,55,13.8,PhD,N,0
Male,27,28,1,single,Engineering,73,68,8.7,Bachelors,N,0
Male,38,21,2,divorced,Finance,68,68,21.9,Bachelors,Y,0
Male,37,12,1,married,Marketing,73,94,19.8,Bachelors,N,0
Female,48,36,2,married,Finance,84,89,34.9,Masters,Y,1
Female,38,31,1,married,Engineering,76,76,18.8,Masters,N,0
Male,39,19,1,single,Marketing,89,60,21.6,Bachelors,Y,0
Female,46,27,2,married,IT,81,75,33.3,Bachelors,Y,1
Male,39,13,1,single,Finance,106,60,19.0,Masters,N,0
Male,29,20,1,single,Finance,80,96,7.4,Bachelors,N,0
Female,43,26,1,single,Marketing,64,79,23.5,Bachelors,Y,0
Female,44,40,1,divorced,IT,75,89,27.2,Bachelors,Y,0
Female,42,22,1,married,Finance,77,86,25.6,Bachelors,Y,0
Female,25,39,1,married,Marketing,69,87,5.3,Bachelors,Y,0
Male,37,17,1,married,Finance,69,59,16.7,Masters,N,0
Female,59,31,1,married,IT,72,96,36.5,Masters,Y,1
Male,33,22,2,married,IT,86,68,15.2,Bachelors,N,1
Female,36,26,1,single,HR,74,98,13.6,Masters,N,0
Male,38,23,2,divorced,Marketing,57,75,18.1,Masters,N,1
Female,44,13,2,divorced,Engineering,50,101,26.5,Bachelors,N,0
Male,45,13,2,married,Finance,88,77,24.4,Masters,Y,1
Female,31,24,1,married,IT,65,77,11.7,Bachelors,N,0
Male,41,10,2,married,Finance,106,86,24.9,PhD,N,1
Female,46,28,1,married,Finance,86,81,23.9,Masters,N,0
Male,34,20,3,married,Engineering,64,76,16.8,Masters,N,0
Male,38,22,2,divorced,IT,92,71,17.1,Bachelors,Y,1
Male,44,19,1,married,HR,99,63,25.2,Bachelors,N,1
Male,42,14,3,single,Marketing,74,68,23.0,Masters,N,1
Female,32,32,1,single,Finance,68,88,13.4,Masters,Y,0
Male,42,18,3,married,Engineering,73,81,26.6,Bachelors,N,1
Female,41,35,2,married,Engineering,56,55,27.3,Masters,N,0
Male,36,22,3,married,Marketing,98,73,23.3,Bachelors,N,1
Male,36,18,1,married,Marketing,48,69,13.6,Bachelors,N,0
Female,40,24,1,divorced,IT,61,63,23.7,Masters,Y,0
Female,51,26,2,single,Finance,64,90,31.9,Bachelors,Y,0
Male,35,14,1,married,Finance,81,91,13.4,Masters,Y,0
Female,33,28,2,married,Marketing,55,97,14.0,Masters,N,0
Female,38,31,1,married,HR,86,52,17.4,Bachelors,Y,0
Male,37,22,1,divorced,Finance,57,73,21.3,Bachelors,Y,0
Female,51,29,1,married,Engineering,48,72,25.4,Bachelors,N,0
Female,46,30,2,single,Marketing,70,74,31.7,Bachelors,N,0
Female,35,30,1,single,Finance,54,76,16.7,Bachelors,Y,0
Male,55,14,2,single,IT,82,43,37.3,Masters,N,1
Female,44,24,1,divorced,Marketing,61,55,22.8,Bachelors,Y,0
Male,46,7,2,married,Engineering,89,71,27.8,Bachelors,N,1
Male,34,13,2,married,IT,68,72,17.7,Bachelors,N,1
Male,40,20,1,married,Marketing,97,67,21.9,Bachelors,N,1
Male,42,13,1,married,Marketing,87,55,20.3,Masters,N,1
Female,51,28,1,married,Finance,60,75,32.5,Bachelors,N,0
Female,50,32,2,married,IT,77,97,30.8,Masters,N,1
Female,48,33,2,married,Marketing,71,75,29.6,Bachelors,Y,1
Male,33,11,2,single,Engineering,89,63,17.6,Bachelors,N,1
Male,31,23,1,single,IT,87,84,12.6,Bachelors,N,1
Male,38,24,2,married,Finance,84,67,16.8,Masters,N,0
Female,49,23,1,married,HR,70,88,29.3,Bachelors,Y,0
Male,34,13,1,married,Marketing,90,75,14.8,Bachelors,Y,0
Female,50,37,1,married,HR,84,69,30.3,Bachelors,N,0
Female,53,29,1,married,Marketing,71,68,28.0,Bachelors,Y,1
Male,28,4,3,married,Finance,87,53,9.3,Masters,N,1
Female,35,21,3,married,Finance,81,67,15.5,Bachelors,N,0
Male,34,16,1,divorced,Finance,99,79,12.7,Bachelors,N,1
Female,44,23,1,married,Finance,87,70,24.3,Bachelors,N,0
Female,37,27,1,married,IT,82,78,16.0,Bachelors,Y,0
Male,46,18,2,single,IT,75,66,26.8,Masters,N,1
Male,39,26,3,divorced,Marketing,64,74,19.5,Bachelors,N,1
Female,42,28,1,married,IT,76,63,19.5,Bachelors,Y,0
Female,30,36,2,single,Marketing,76,93,10.1,Bachelors,N,0
Male,25,26,2,married,IT,75,87,8.8,Masters,N,1
Female,44,38,1,divorced,IT,53,79,24.9,Bachelors,Y,1
Female,24,31,2,married,IT,89,53,7.6,Masters,N,1
Female,50,18,2,married,Engineering,75,69,32.9,Bachelors,N,0
Male,34,20,3,divorced,Finance,65,73,19.6,Bachelors,Y,1
Female,67,36,2,single,Engineering,68,84,46.3,Bachelors,N,1
Female,60,29,1,divorced,IT,53,76,42.7,Bachelors,Y,0
Male,34,28,3,divorced,IT,88,83,20.1,Bachelors,N,1
Male,35,23,3,single,Engineering,102,63,18.3,Bachelors,N,1
Female,49,33,2,married,Marketing,67,91,32.9,Masters,N,0
Male,49,24,1,married,Finance,78,70,31.4,Bachelors,N,0
Female,28,32,1,married,Marketing,66,73,7.9,Masters,Y,0
Male,21,3,2,single,Finance,77,78,4.1,Bachelors,N,0
Male,31,15,3,married,HR,70,69,14.0,Bachelors,Y,1
Female,46,37,1,married,Finance,86,90,28.6,Bachelors,N,0
Male,39,13,1,married,Marketing,82,104,18.1,Bachelors,Y,0
Male,44,16,2,married,Finance,80,58,26.6,Masters,N,1
Male,26,11,1,divorced,HR,77,80,5.9,Bachelors,N,1
Female,23,40,1,married,HR,54,87,1.8,Masters,N,0
Male,42,28,1,single,IT,91,91,18.6,Bachelors,N,1
Male,29,12,2,divorced,HR,97,80,12.8,Bachelors,N,1
Female,25,30,1,married,Engineering,47,98,4.9,Masters,Y,0
Male,37,13,3,married,Marketing,88,58,24.7,Bachelors,N,1
Female,48,33,1,married,Engineering,80,64,30.4,Bachelors,N,0
Male,35,21,3,divorced,Engineering,95,58,21.4,Masters,Y,1
Female,38,34,2,married,Marketing,84,78,21.5,Bachelors,Y,1
Male,34,19,1,single,Engineering,111,86,15.5,PhD,Y,1
Female,39,47,1,married,Engineering,74,99,19.3,Bachelors,N,0
Male,25,11,1,married,Engineering,91,65,6.6,Bachelors,N,0
Male,30,7,2,single,HR,80,68,11.1,Masters,N,0
Male,40,15,1,married,Marketing,70,55,15.1,Bachelors,N,0
Male,38,8,1,divorced,Marketing,88,70,19.4,Bachelors,N,1
Male,37,9,2,single,Marketing,91,67,20.5,Bachelors,N,1
Male,28,11,1,married,Engineering,84,67,5.4,Bachelors,N,0
Female,40,24,2,divorced,HR,50,94,23.0,Bachelors,Y,0
Male,18,12,2,married,Marketing,62,74,1.0,Bachelors,N,0
Male,37,21,3,married,Finance,89,54,23.2,Masters,Y,1
Female,53,26,2,married,Marketing,65,49,34.8,Bachelors,Y,0
Female,30,28,1,divorced,IT,74,86,7.0,Bachelors,Y,0
Male,31,23,3,married,Finance,85,72,14.0,Bachelors,N,1
Male,38,13,1,single,Marketing,78,74,17.0,Masters,Y,0
Male,46,16,3,married,Engineering,76,72,29.8,Bachelors,N,1
Female,38,32,2,married,Marketing,68,66,20.2,Bachelors,N,0
Female,36,18,1,married,HR,77,77,15.5,Bachelors,N,0
Male,20,3,1,single,HR,85,66,0.8,Bachelors,N,0
Female,42,32,2,married,Marketing,60,79,21.8,Bachelors,N,0
Female,58,32,1,married,Engineering,69,90,38.7,Bachelors,Y,0
Female,44,42,1,married,Engineering,57,73,22.5,PhD,N,0
Female,41,30,2,married,Engineering,76,66,22.6,Masters,N,0
Male,38,22,1,married,Marketing,74,86,14.3,Bachelors,N,0
Male,35,16,2,single,Marketing,88,61,18.9,Bachelors,N,1
Male,29,19,2,single,IT,77,83,10.4,Bachelors,N,1
Male,42,28,3,married,HR,93,95,26.7,Bachelors,N,1
Male,37,5,2,divorced,Finance,95,88,17.4,Bachelors,N,1
Female,42,32,1,divorced,Finance,75,87,20.9,Bachelors,N,1
Male,28,30,2,single,HR,75,67,8.1,Masters,N,0
Male,46,19,3,single,IT,68,80,30.3,Bachelors,N,1
Male,41,27,3,married,HR,91,69,26.2,Bachelors,Y,1
Female,37,26,1,divorced,IT,69,96,15.0,Bachelors,N,0
Male,44,17,3,married,IT,80,77,28.3,PhD,N,1
Male,32,18,3,single,Engineering,75,74,15.5,Bachelors,N,1
Male,29,4,1,single,HR,63,70,9.4,PhD,N,0
Male,29,10,2,single,Finance,92,64,9.2,PhD,N,1
Female,27,23,1,married,Marketing,68,79,7.9,Bachelors,Y,0
Female,45,34,2,divorced,Marketing,47,83,26.4,Bachelors,N,0
Male,21,23,1,single,HR,78,66,0.7,Bachelors,N,0
Female,32,31,2,single,Marketing,53,83,18.7,PhD,Y,0
Female,25,34,1,married,IT,77,91,1.5,Masters,N,0
Female,41,29,2,married,Marketing,75,83,24.1,Bachelors,Y,0
Male,34,25,3,married,IT,98,63,18.9,Bachelors,N,1
Male,33,18,3,single,IT,62,36,18.3,Bachelors,N,1
Male,27,18,2,married,Finance,97,84,10.2,Bachelors,N,1
Female,32,28,2,divorced,Marketing,76,78,14.4,Masters,Y,0
Male,39,22,2,married,Finance,63,72,21.8,Bachelors,N,1
Male,31,15,2,married,Marketing,101,76,18.4,PhD,N,1
Male,38,23,2,single,IT,78,76,19.7,Bachelors,N,1
Female,34,23,1,married,Marketing,55,89,13.6,Bachelors,Y,0
Male,37,11,2,single,Finance,92,82,16.9,Bachelors,N,1
Female,52,34,2,married,Engineering,56,89,32.4,Masters,Y,0
Female,46,29,1,married,Finance,83,42,26.4,PhD,N,0
Male,32,15,2,single,Engineering,77,74,14.7,Bachelors,Y,1
Female,44,35,2,married,HR,65,83,25.8,Masters,Y,1
Male,34,14,2,single,Finance,64,66,17.3,Bachelors,N,1
Female,42,28,1,married,Marketing,57,85,21.2,Masters,Y,0
Male,33,26,3,single,Engineering,81,70,22.0,Masters,N,1
Female,40,39,2,married,Marketing,50,73,22.3,Bachelors,N,0
Female,43,39,1,married,Engineering,78,94,24.3,Masters,Y,0
Female,34,28,1,married,Finance,63,84,14.3,Bachelors,N,0
Female,33,37,1,divorced,Finance,65,82,11.8,Bachelors,Y,0
Male,24,12,3,divorced,Marketing,86,44,7.0,Bachelors,Y,1
Female,29,24,2,single,Finance,67,105,8.7,Masters,Y,0
Female,32,15,2,married,Marketing,84,57,10.6,Masters,Y,1
Female,43,40,1,married,IT,45,86,24.9,Masters,Y,0
Male,28,12,1,married,Engineering,89,78,6.8,Bachelors,Y,0
Female,46,29,1,single,Marketing,70,99,25.9,Bachelors,Y,0
Female,42,24,1,single,Engineering,62,68,25.1,Masters,Y,0
Female,26,34,1,divorced,IT,81,70,8.3,Bachelors,Y,0
Male,41,15,1,married,Engineering,87,79,21.3,Masters,N,0
Female,48,22,2,married,Marketing,72,87,29.6,Bachelors,Y,0
Male,28,20,2,married,Finance,76,90,9.7,Masters,N,0
Female,45,21,2,married,Engineering,61,93,31.4,Bachelors,Y,1
Male,29,12,2,married,Engineering,67,65,11.3,Bachelors,N,1
Female,42,17,2,married,IT,86,78,30.0,Masters,Y,1
Female,31,21,1,divorced,HR,79,86,8.4,Masters,N,0
Male,21,19,2,married,Finance,86,51,3.1,Bachelors,N,1
Female,38,18,1,married,Marketing,64,86,20.3,Bachelors,Y,0
Male,35,9,2,single,IT,104,77,19.2,Bachelors,Y,1
Female,38,29,1,single,Marketing,61,70,19.3,Bachelors,N,0
Female,32,26,1,divorced,Marketing,65,77,10.8,Bachelors,N,0
Female,38,41,1,divorced,Engineering,91,56,15.4,Bachelors,N,0
Female,44,41,1,divorced,IT,69,91,23.6,Masters,Y,0
Female,41,24,1,married,IT,90,85,23.1,Bachelors,Y,0
Male,37,21,2,married,Finance,84,54,22.4,Masters,Y,1
Male,30,22,1,married,HR,73,57,10.2,Bachelors,N,0
Female,51,26,2,married,Marketing,67,74,32.8,Masters,Y,1
Female,32,21,1,married,Finance,61,90,12.4,Masters,Y,0
Female,45,29,2,divorced,Finance,78,86,27.4,Masters,Y,1
Female,51,28,2,married,Marketing,84,70,35.4,Bachelors,Y,0
Male,39,15,2,single,Engineering,85,62,20.3,Bachelors,N,1
Female,40,32,2,divorced,Engineering,73,80,21.8,Masters,Y,0
Male,31,13,3,single,Marketing,67,60,15.9,Bachelors,N,1
Male,44,11,2,single,IT,93,63,24.7,Bachelors,N,1
Male,24,18,3,single,HR,90,78,6.2,Bachelors,N,1
Male,28,20,1,single,Engineering,83,55,10.8,PhD,N,0
Male,32,10,2,married,HR,76,68,14.0,Bachelors,N,1
Male,45,23,1,single,Finance,80,67,26.8,Bachelors,N,0
Female,45,19,1,married,Finance,59,79,26.4,Bachelors,N,0
Male,28,14,2,divorced,Marketing,62,73,7.2,Bachelors,N,0
Male,33,16,2,married,Marketing,76,77,13.7,Masters,N,0
Male,31,14,1,single,Marketing,69,79,11.1,Bachelors,N,1
Male,30,14,1,divorced,Engineering,73,65,9.5,Bachelors,N,0
Male,43,29,1,single,HR,74,68,23.5,Bachelors,N,0
Male,25,12,1,single,Finance,79,74,5.4,Bachelors,N,0
Female,54,44,2,married,HR,68,82,37.6,Bachelors,N,0
Female,48,32,1,single,Engineering,33,86,27.9,Bachelors,Y,0
Female,50,30,1,married,HR,74,85,30.1,Masters,N,1
Male,32,20,2,married,HR,81,60,11.1,Bachelors,N,0
Male,34,33,1,married,Marketing,91,92,12.8,Bachelors,N,0
Female,30,24,2,married,HR,67,80,10.9,Bachelors,Y,0
Male,31,11,1,single,HR,93,78,10.1,Bachelors,N,0
Male,39,13,3,married,HR,78,77,22.3,Masters,N,1
Male,46,18,2,divorced,IT,84,73,29.2,PhD,N,1
Male,27,7,1,single,Finance,68,73,10.5,Bachelors,N,0
Male,33,18,1,married,Finance,93,81,10.3,Bachelors,N,0
Male,34,28,3,single,HR,95,67,17.6,Masters,N,1
Female,30,30,2,married,Marketing,92,89,10.3,Bachelors,N,1
Male,40,16,2,married,Marketing,73,76,19.3,Masters,Y,1
Female,36,26,1,single,Marketing,76,94,14.9,Bachelors,Y,0
Female,40,35,1,married,Finance,52,74,17.9,Bachelors,Y,0
Female,38,25,1,single,Engineering,47,81,18.5,Bachelors,Y,0
Female,35,41,1,single,HR,76,69,14.7,Bachelors,N,0
Female,41,41,2,married,Finance,68,93,22.4,Masters,Y,0
Male,34,19,3,single,Marketing,64,61,18.6,PhD,N,0
Male,33,17,2,married,Finance,82,73,12.1,Bachelors,Y,0
Male,30,24,1,married,Finance,91,64,8.0,Bachelors,N,0
Female,44,36,1,married,Finance,70,93,24.7,Masters,N,0
Female,55,25,1,single,Marketing,84,79,33.0,Bachelors,Y,0
Male,37,14,1,divorced,Engineering,72,77,12.9,Bachelors,N,0
Female,49,22,2,single,IT,82,66,34.2,Masters,Y,1
Male,24,20,1,married,HR,75,62,4.7,Bachelors,N,0
Female,43,33,1,married,HR,84,87,25.0,Bachelors,N,0
Male,27,9,3,single,Finance,64,85,9.5,Bachelors,N,1
Male,24,15,1,single,Engineering,82,76,1.2,Bachelors,Y,0
Male,30,9,2,married,Marketing,82,98,12.6,Bachelors,N,1
Male,45,12,3,married,IT,85,79,26.8,Masters,N,1
Male,43,21,2,single,IT,75,70,27.0,Bachelors,N,1
Male,37,13,2,married,Finance,85,66,19.5,Bachelors,N,1
Female,29,28,1,divorced,Finance,67,101,9.4,Bachelors,N,0
Male,34,8,2,single,Marketing,73,79,16.4,Bachelors,N,0
Male,38,19,2,married,Marketing,96,63,24.1,Bachelors,N,1
Female,43,29,2,married,Marketing,70,72,26.3,Bachelors,Y,0
Female,27,25,1,married,Finance,51,72,6.6,Masters,Y,0
Male,28,16,3,married,Engineering,71,76,12.3,Bachelors,N,1
Male,35,19,1,single,Finance,97,51,13.3,Masters,N,1
Male,40,13,3,married,Finance,69,63,23.0,Bachelors,N,1
Male,18,9,2,single,IT,86,73,2.5,Masters,N,1
Female,40,40,1,married,Marketing,61,80,20.1,Bachelors,Y,0
Male,37,14,2,divorced,HR,62,64,20.5,Bachelors,Y,0
Male,42,17,1,single,Marketing,85,78,20.2,Bachelors,N,1
Female,47,36,2,married,Engineering,66,88,30.7,Bachelors,N,1
Male,40,39,1,married,Engineering,99,67,19.6,Masters,N,1
Female,35,22,2,married,Marketing,83,73,17.5,Bachelors,Y,0
Male,20,20,1,single,Marketing,95,80,0.1,Bachelors,N,0
Female,38,25,1,divorced,Finance,82,78,18.4,PhD,Y,0
Male,44,14,2,married,HR,88,70,25.8,Bachelors,Y,1
Female,53,25,1,single,Finance,53,89,35.6,Bachelors,Y,0
Female,47,23,2,divorced,IT,67,66,26.0,Masters,Y,0
Male,39,17,2,married,IT,88,63,22.1,Masters,N,1
Female,45,21,3,married,Engineering,66,76,27.7,Bachelors,N,0
Female,37,35,2,married,Engineering,69,102,17.1,Masters,Y,0
Female,40,30,1,married,HR,78,64,24.3,Masters,Y,0
Female,55,32,2,single,Engineering,82,80,35.1,Bachelors,Y,1
Female,34,27,3,married,IT,58,69,14.4,Bachelors,Y,0
Male,48,15,1,married,HR,88,97,29.9,Bachelors,N,1
Male,33,19,1,married,IT,86,73,12.0,Bachelors,N,1
Female,52,23,2,married,Marketing,58,68,36.5,Bachelors,Y,0
Male,24,15,1,single,Marketing,75,50,-0.5,Bachelors,N,0
Female,46,24,2,married,HR,71,87,31.7,Bachelors,Y,0
Female,36,24,2,divorced,Finance,86,82,19.9,Masters,Y,1
Male,24,5,1,married,Engineering,75,77,3.6,Masters,N,0
Male,37,26,2,married,HR,85,57,15.5,Bachelors,N,1
Female,50,25,1,married,Engineering,84,102,27.3,Masters,Y,0
Male,29,24,1,married,IT,102,70,7.6,Masters,Y,1
Female,30,36,1,married,Finance,72,85,11.4,Bachelors,Y,0
Male,35,10,1,married,Engineering,54,77,13.3,Bachelors,N,0
Female,41,23,1,married,Marketing,81,81,16.9,Masters,N,0
Male,40,33,1,single,Marketing,82,85,20.5,Bachelors,N,0
Female,49,40,1,married,IT,59,73,31.0,Bachelors,Y,0
Male,35,17,2,single,HR,88,82,21.4,Bachelors,N,1
Female,56,31,1,married,Engineering,92,95,33.9,Bachelors,N,0
Male,37,14,1,single,IT,82,82,15.2,Bachelors,N,1
Female,39,32,1,married,Marketing,50,97,13.0,Bachelors,Y,0
Female,29,25,1,married,Marketing,87,71,5.9,Masters,Y,0
Male,33,5,3,married,Marketing,80,75,14.9,Bachelors,N,1
Male,33,10,2,single,Finance,88,75,13.2,Masters,N,1
Male,43,18,2,divorced,Finance,80,70,23.9,Bachelors,N,1
Female,45,23,2,married,Marketing,75,87,28.2,Bachelors,Y,0
Female,32,29,1,married,HR,77,94,13.0,Bachelors,Y,0
Male,37,11,3,married,Finance,89,61,20.0,Bachelors,Y,1
Male,41,13,1,single,Engineering,81,55,21.0,Masters,N,0
Male,48,23,3,single,Finance,70,67,29.3,Bachelors,Y,1
Female,49,31,3,divorced,Engineering,72,50,31.9,Masters,N,1
Male,42,17,2,married,Finance,89,69,21.4,Masters,N,1
Female,42,35,1,married,Marketing,60,97,20.5,Masters,Y,0
Male,39,20,2,married,Engineering,66,52,24.7,Bachelors,N,1
Female,51,38,1,married,HR,85,74,31.3,Masters,Y,0
Male,25,15,1,single,Finance,100,56,3.8,Bachelors,N,0
Male,33,15,1,single,Finance,80,74,14.0,Bachelors,N,0
Female,35,22,1,single,Marketing,77,87,14.2,PhD,N,0
Female,45,27,2,single,Engineering,74,80,30.4,Bachelors,Y,1
Female,51,35,1,single,Marketing,43,71,31.7,Bachelors,Y,0
Male,31,25,1,single,Engineering,82,72,8.7,Bachelors,N,0
Male,16,23,2,single,Finance,97,84,0.6,Bachelors,N,1
Female,38,19,1,single,Finance,55,90,19.2,Bachelors,Y,0
Female,49,36,1,married,Finance,54,75,29.9,Masters,N,0
Male,40,6,2,single,Finance,71,66,23.7,PhD,N,1
Male,39,23,2,divorced,IT,74,65,22.5,Bachelors,N,1
Male,33,15,2,single,Finance,88,75,16.0,Masters,N,1
Female,31,34,1,married,Finance,85,63,10.7,Bachelors,N,0
Male,40,10,3,married,Engineering,95,76,25.8,Bachelors,N,1
Male,29,25,2,married,Finance,87,63,10.7,Bachelors,Y,1
Male,53,9,1,married,Finance,60,66,35.7,Bachelors,N,0
Male,40,13,2,single,Engineering,60,61,23.0,Bachelors,N,0
Male,31,12,3,divorced,Finance,88,78,15.4,Masters,Y,1
Male,31,7,1,married,Finance,60,62,12.3,Bachelors,N,0
Male,35,18,1,married,Marketing,86,58,15.3,Bachelors,Y,0
Female,40,40,1,married,IT,73,73,22.5,Bachelors,Y,0
Male,44,34,1,single,Engineering,74,57,25.9,Bachelors,Y,0
Male,37,18,2,married,Marketing,49,80,19.1,Masters,N,0
Female,36,36,1,divorced,HR,72,66,9.5,Bachelors,Y,0
Female,57,31,1,married,HR,76,79,38.7,Bachelors,Y,0
Male,36,20,1,single,IT,73,62,16.8,Bachelors,N,0
Male,42,15,1,single,HR,66,88,26.9,Masters,N,0
Male,31,19,3,married,IT,83,75,12.4,Bachelors,N,1
Female,44,33,2,married,HR,52,72,25.6,Bachelors,Y,0
Female,44,26,1,married,HR,77,82,20.9,Bachelors,Y,0
Female,26,29,1,married,Marketing,82,69,4.5,Bachelors,Y,0
Female,58,29,2,married,HR,46,88,43.1,Masters,Y,1
Female,52,34,1,single,IT,63,82,28.7,Masters,Y,0
Male,32,11,3,married,Finance,79,75,13.2,Bachelors,N,1
Male,27,17,3,married,Finance,79,58,12.2,Bachelors,N,1
Female,44,41,1,married,Finance,59,63,24.4,Masters,N,0
Female,42,36,1,married,IT,53,60,21.3,Bachelors,N,0
Male,38,26,2,married,IT,74,50,14.9,Bachelors,Y,1
Female,43,30,1,single,Finance,77,80,25.5,Bachelors,Y,0
Male,40,19,1,divorced,HR,86,93,19.5,Bachelors,N,1
Male,47,24,1,divorced,Finance,86,65,25.0,Masters,Y,0
Male,40,27,1,single,Engineering,95,63,20.6,Bachelors,N,0
Male,27,6,1,married,IT,67,69,9.5,Bachelors,Y,0
Female,52,22,3,married,Engineering,65,70,35.5,Bachelors,N,1
Male,49,25,2,married,Engineering,77,54,29.7,Masters,N,1
Female,67,28,1,single,IT,35,72,47.1,Masters,Y,1
Female,33,25,1,married,Finance,72,77,13.8,Masters,N,0
Female,43,22,1,married,Marketing,69,102,24.0,Masters,N,0
Male,19,14,1,single,Engineering,66,64,-1.5,Bachelors,N,0
Male,40,9,2,single,Finance,90,72,24.5,Bachelors,N,1
Male,31,30,1,married,Marketing,89,53,9.2,Bachelors,N,0
Female,57,29,1,single,Engineering,74,88,36.7,Bachelors,N,0
Female,35,29,2,married,Finance,49,71,16.6,Bachelors,N,0
Male,22,21,1,married,Engineering,68,56,-1.1,Masters,N,0
Female,38,35,1,married,Finance,73,67,18.7,Bachelors,N,0
Male,20,23,2,married,HR,73,62,2.2,Bachelors,N,1
Female,48,36,1,married,HR,67,66,27.6,Bachelors,Y,0
Male,19,14,2,married,IT,66,73,2.0,Bachelors,N,1
Female,42,28,1,single,Marketing,72,66,21.6,Bachelors,N,0
Male,19,22,1,single,Engineering,98,77,1.8,Bachelors,N,0
Female,39,26,1,married,Engineering,73,73,19.9,Bachelors,Y,1
Female,55,29,3,married,Finance,81,68,39.7,Bachelors,Y,1
Female,44,32,1,married,Marketing,80,71,22.7,Bachelors,N,0
Male,29,22,3,single,Engineering,75,57,9.2,Bachelors,N,1
Male,35,7,3,married,Marketing,77,70,20.6,Masters,Y,1
Male,36,22,1,married,Marketing,97,63,12.2,Bachelors,N,1
Male,39,16,1,divorced,HR,88,83,18.5,Masters,N,0
Male,25,22,1,divorced,Engineering,91,42,6.8,Bachelors,N,1
Female,46,34,1,married,Engineering,71,94,24.3,Bachelors,Y,0
Female,20,39,2,single,IT,65,71,1.1,Bachelors,Y,0
Male,30,26,3,single,Marketing,76,89,11.2,Bachelors,N,1
Male,32,26,2,married,Finance,96,71,12.2,Bachelors,N,1
Male,41,26,2,single,HR,79,84,21.4,Bachelors,Y,0
Female,42,31,1,married,IT,84,79,21.1,Bachelors,Y,0
Male,24,18,2,married,HR,96,68,6.3,Masters,N,1
Female,34,35,2,married,Finance,81,68,16.5,Bachelors,Y,0
Male,37,22,2,single,IT,89,68,21.9,Bachelors,N,1
Female,41,28,2,single,HR,90,68,22.0,Bachelors,Y,1
Female,37,32,1,married,Finance,59,82,18.1,Bachelors,N,0
Male,32,17,2,married,IT,75,71,12.7,Masters,N,1
Female,47,24,2,married,Finance,54,78,32.4,Bachelors,N,0
Male,31,25,3,single,IT,62,84,15.2,Bachelors,N,1
Female,41,30,2,married,Engineering,69,85,22.6,Bachelors,N,1
Male,53,30,2,divorced,Engineering,83,58,33.4,Masters,N,1
Female,30,20,1,divorced,HR,76,86,11.8,Masters,Y,0
Female,27,26,2,married,Marketing,61,91,9.3,Bachelors,Y,0
Female,48,30,1,married,Marketing,65,51,28.4,Bachelors,N,0
Female,36,36,1,married,Finance,80,67,13.9,Bachelors,Y,0
Male,33,20,1,married,IT,62,64,11.4,Masters,Y,0
Male,29,19,2,divorced,Engineering,80,60,7.5,Bachelors,N,0
Male,33,11,1,married,Marketing,95,77,12.0,Bachelors,N,1
Male,48,11,3,married,Engineering,76,59,31.0,Masters,N,1
