Applicant_ID,Gender,Age,Ethnicity,Income,Education_Level,Employment_Status,Credit_Score,Loan_Amount,Region,Marital_Status,Loan_Approved
A08754,Female,23,Hispanic,58793.34555159867,High School,Employed,798,32095.191354640257,Rural,Single,Yes
A08755,Non-binary,20,Asian,73769.89099964187,Bachelor,Self-employed,682,29774.62229316069,Rural,Divorced,Yes
A08756,Non-binary,31,Asian,28330.21197773767,PhD,Unemployed,776,19773.812428100406,Rural,Divorced,Yes
A08757,Female,19,Hispanic,48723.930713912465,Bachelor,Self-employed,700,21746.46340791697,Suburban,Single,Yes
A08758,Female,49,Other,51946.54880115595,High School,Employed,533,23009.92427188799,Rural,Divorced,Yes
A08759,Non-binary,48,Black,58335.56841193941,PhD,Unemployed,605,14937.822543572633,Suburban,Single,Yes
A08760,Non-binary,28,White,33973.494319503065,High School,Unemployed,358,20050.711930979825,Urban,Married,No
A08761,Male,39,Black,55649.34443253333,Master,Self-employed,561,26781.08779941815,Rural,Single,Yes
A08762,Non-binary,20,Black,53790.328713748204,Master,Self-employed,749,20708.067113466732,Suburban,Married,Yes
A08763,Female,67,White,39248.16257020687,PhD,Unemployed,331,29749.02398743535,Suburban,Divorced,Yes
A08764,Male,48,Hispanic,57640.64831662632,PhD,Employed,368,17771.806633149226,Suburban,Single,Yes
A08765,Female,50,Black,49176.61806428996,Bachelor,Employed,382,19556.737604160924,Rural,Married,No
A08766,Male,41,White,69911.72285019414,PhD,Unemployed,770,19596.49260065308,Rural,Married,Yes
A08767,Female,18,Other,42293.448779913226,Master,Unemployed,303,13493.280060692468,Urban,Single,Yes
A08768,Non-binary,61,Other,61796.6824425691,PhD,Employed,473,25529.856265235438,Rural,Divorced,Yes
A08769,Female,32,Other,43832.22325541464,Bachelor,Employed,404,18331.26508805849,Urban,Married,No
A08770,Male,54,Hispanic,48004.91523682375,Master,Self-employed,447,21290.579321677593,Urban,Single,Yes
A08771,Female,44,Black,65945.83255410811,PhD,Self-employed,421,17008.118829701554,Urban,Married,Yes
A08772,Male,55,Black,64694.35465684311,High School,Employed,313,28625.816611265007,Urban,Married,No
A08773,Female,65,Asian,51659.556348432794,High School,Unemployed,807,26163.279919750457,Rural,Single,Yes
A08774,Non-binary,44,Other,54611.78763334664,High School,Unemployed,806,20291.75480225698,Urban,Single,Yes
A08775,Non-binary,61,Hispanic,30927.87109780952,High School,Self-employed,686,13879.029416612944,Rural,Divorced,Yes
A08776,Female,29,White,88055.286211614,Bachelor,Unemployed,832,23719.75956528379,Rural,Divorced,Yes
A08777,Female,20,Hispanic,73749.12795756056,High School,Unemployed,616,25414.878479320527,Rural,Married,Yes
A08778,Female,47,Black,73028.96101742213,High School,Unemployed,448,15363.430169428415,Rural,Divorced,Yes
A08779,Male,49,Other,28099.355660875695,PhD,Unemployed,804,19283.02990590581,Rural,Married,Yes
A08780,Female,40,Asian,48090.20015021427,High School,Self-employed,794,20384.237330608546,Suburban,Single,Yes
A08781,Female,19,Hispanic,53309.079421527545,High School,Unemployed,736,25434.887456297605,Rural,Single,Yes
A08782,Male,24,Asian,21378.770159319756,PhD,Employed,732,19243.275916253373,Rural,Divorced,Yes
A08783,Non-binary,51,Black,77799.00192152173,Master,Self-employed,563,24810.215610765124,Urban,Married,Yes
A08784,Female,49,White,89077.68977096272,Bachelor,Unemployed,400,16135.518499919983,Urban,Divorced,Yes
A08785,Female,56,Hispanic,101238.69912007227,Bachelor,Unemployed,707,14722.86107611284,Urban,Married,Yes
A08786,Non-binary,49,Black,39082.32344964527,Master,Unemployed,381,29157.60570786949,Urban,Married,Yes
A08787,Non-binary,60,Other,62346.46993668548,PhD,Self-employed,704,13437.790002197895,Urban,Single,Yes
A08788,Male,60,Hispanic,86456.36538300842,Master,Unemployed,423,16243.831651584936,Urban,Single,Yes
A08789,Female,31,Asian,54927.63042106092,Bachelor,Self-employed,563,23924.76461959778,Rural,Married,No
A08790,Female,20,Hispanic,48660.24172314644,Bachelor,Employed,540,17346.733913735137,Rural,Divorced,Yes
A08791,Male,63,Black,22679.646529110185,Master,Unemployed,390,17213.447786937402,Urban,Divorced,No
A08792,Non-binary,49,Black,82652.44915543498,High School,Self-employed,527,19012.39147362945,Suburban,Divorced,Yes
A08793,Male,60,Asian,59614.7848785327,Bachelor,Employed,453,9220.126108542683,Suburban,Married,Yes
A08794,Non-binary,53,Black,45413.162820738755,Master,Self-employed,671,25602.992316298092,Rural,Married,Yes
A08795,Male,34,Hispanic,65677.1457965772,High School,Unemployed,660,20879.421288163176,Rural,Married,Yes
A08796,Non-binary,65,Asian,63060.1074635733,High School,Self-employed,633,15942.797543928653,Suburban,Single,Yes
A08797,Male,20,Black,63365.18204709183,PhD,Unemployed,780,11418.482405932957,Suburban,Married,Yes
A08798,Non-binary,27,Black,55658.03875346649,Master,Self-employed,514,13173.216095446618,Urban,Divorced,Yes
A08799,Non-binary,64,Hispanic,92447.16317526731,Bachelor,Employed,841,12028.485887517832,Suburban,Married,Yes
A08800,Non-binary,57,Black,57326.80533475156,PhD,Unemployed,477,21136.303187376314,Urban,Married,No
A08801,Non-binary,35,Hispanic,92386.4415264661,Bachelor,Employed,745,21186.210328029596,Rural,Single,Yes
A08802,Non-binary,20,Other,71282.33852800395,High School,Unemployed,469,23060.793508482184,Rural,Single,Yes
A08803,Female,56,Hispanic,67023.40285523463,Master,Self-employed,455,23662.93468775804,Urban,Single,No
A08804,Non-binary,27,White,57734.504934436896,High School,Employed,330,23140.819402391946,Rural,Single,No
A08805,Female,69,Black,79479.1338709184,High School,Unemployed,666,27689.213330791878,Rural,Divorced,Yes
A08806,Non-binary,26,Other,62259.83535155991,High School,Employed,527,25976.207289556885,Urban,Married,Yes
A08807,Female,63,Asian,41357.37569772937,Master,Employed,415,24791.970742176683,Suburban,Married,No
A08808,Female,63,White,40690.15618003929,PhD,Unemployed,758,21183.897983631734,Rural,Single,Yes
A08809,Male,28,Asian,68449.69243868544,Bachelor,Self-employed,823,23603.694216565145,Suburban,Divorced,Yes
A08810,Non-binary,50,White,41852.42229667008,High School,Employed,600,17946.974107272326,Suburban,Divorced,Yes
A08811,Male,53,Other,58755.37886055001,Bachelor,Unemployed,621,18895.003620020158,Rural,Single,Yes
A08812,Male,43,Other,81143.69077102182,Bachelor,Employed,495,28607.073873083224,Suburban,Single,Yes
A08813,Non-binary,44,Other,66079.40355788668,PhD,Employed,715,17214.42475893564,Rural,Single,Yes
A08814,Male,55,White,45557.30259342505,Master,Self-employed,724,16846.4055996069,Rural,Married,Yes
A08815,Non-binary,39,Hispanic,88199.7502323228,Bachelor,Unemployed,482,18189.63654826041,Urban,Single,Yes
A08816,Male,43,Asian,70957.50473989404,PhD,Unemployed,816,17253.472552141873,Rural,Married,Yes
A08817,Non-binary,39,Hispanic,80355.85974408178,Bachelor,Employed,618,17677.260378515308,Urban,Single,Yes
A08818,Non-binary,22,Hispanic,20000.0,High School,Self-employed,559,21211.49219083024,Urban,Single,No
A08819,Non-binary,52,Black,66617.05756525492,PhD,Self-employed,670,21375.16485284647,Urban,Divorced,Yes
A08820,Female,19,Asian,76843.15672759787,Master,Self-employed,596,24555.46262825595,Urban,Divorced,Yes
A08821,Male,52,White,94005.77284595984,Master,Unemployed,653,30940.38607788463,Urban,Married,Yes
A08822,Female,26,Black,30723.628316979168,High School,Unemployed,354,18158.298379001273,Suburban,Married,No
A08823,Male,68,Black,84122.29178389066,High School,Employed,600,19672.189609317906,Urban,Divorced,Yes
A08824,Male,68,Other,92887.60571402489,Bachelor,Self-employed,614,10810.254150875393,Urban,Divorced,Yes
A08825,Male,66,White,20000.0,PhD,Self-employed,555,13538.462043545034,Suburban,Married,Yes
A08826,Female,35,Hispanic,69571.82219739485,PhD,Unemployed,480,19268.94411575954,Urban,Divorced,Yes
A08827,Male,60,Hispanic,72352.41628681404,PhD,Employed,680,22317.91156762046,Suburban,Married,Yes
A08828,Female,29,Hispanic,53459.84674696188,PhD,Unemployed,607,22456.913881219145,Suburban,Single,Yes
A08829,Non-binary,20,Other,50198.110798674206,Bachelor,Unemployed,822,23085.401130957922,Urban,Divorced,Yes
A08830,Male,35,Hispanic,73357.07826575646,PhD,Employed,651,26287.33303661418,Rural,Married,Yes
A08831,Male,55,Asian,47700.364931787364,PhD,Self-employed,422,28528.439054333703,Rural,Single,No
A08832,Non-binary,24,Hispanic,55655.01343163804,Master,Self-employed,778,18783.017954948842,Urban,Divorced,Yes
A08833,Non-binary,50,Hispanic,76248.69801647843,Master,Employed,767,15989.369354588942,Rural,Married,Yes
A08834,Male,23,Asian,95080.86100653728,Bachelor,Self-employed,481,23274.43879906996,Urban,Married,Yes
A08835,Non-binary,35,Other,70759.68545084036,High School,Employed,689,24669.119477928165,Urban,Married,Yes
A08836,Female,62,Black,62669.68990829023,Master,Employed,605,20679.157909107766,Suburban,Married,Yes
A08837,Female,39,White,49672.05030678459,High School,Unemployed,555,19105.022325946316,Urban,Divorced,Yes
A08838,Male,68,Other,39787.99918697888,Bachelor,Self-employed,637,17479.169219222975,Urban,Single,Yes
A08839,Female,56,Hispanic,82191.564830019,Master,Self-employed,803,19788.82277929984,Rural,Married,Yes
A08840,Female,68,Black,56931.00297746231,Master,Employed,512,23450.341918917635,Suburban,Married,Yes
A08841,Male,26,White,83014.06549333456,Bachelor,Unemployed,596,16658.690404664583,Suburban,Divorced,Yes
A08842,Non-binary,52,White,53408.96244009076,PhD,Unemployed,519,15995.225972616867,Rural,Single,Yes
A08843,Male,40,White,47014.22677277977,Bachelor,Self-employed,839,22997.965994505947,Urban,Divorced,Yes
A08844,Female,29,Asian,68415.97777655032,High School,Employed,722,15759.776526444508,Suburban,Divorced,Yes
A08845,Male,69,Asian,58469.281214632,High School,Self-employed,498,20755.818766855813,Suburban,Divorced,Yes
A08846,Male,41,Black,35889.42790778525,PhD,Self-employed,490,20491.059413454946,Rural,Divorced,Yes
A08847,Female,67,Hispanic,96347.36659563697,Bachelor,Unemployed,428,20002.05381687962,Suburban,Married,Yes
A08848,Female,57,Black,47460.32452456725,Bachelor,Unemployed,460,16786.709537713323,Urban,Married,Yes
A08849,Male,26,Hispanic,78551.83042348427,PhD,Unemployed,332,28669.529747981054,Rural,Divorced,Yes
A08850,Female,30,Other,76837.13258792963,Bachelor,Unemployed,310,21991.65494176482,Urban,Single,Yes
A08851,Female,57,White,34810.744701712865,Master,Employed,806,17427.96327324272,Suburban,Single,Yes
A08852,Female,59,White,39952.24710767031,Bachelor,Self-employed,743,21654.68457569907,Rural,Divorced,Yes
A08853,Female,34,Asian,53969.813205997445,Master,Unemployed,514,29161.12543225984,Urban,Married,Yes
A08854,Female,24,Other,42687.06910843367,Bachelor,Self-employed,792,20447.563788825057,Suburban,Married,Yes
A08855,Female,34,Other,94529.12743757377,Master,Employed,489,27666.759426239958,Urban,Single,Yes
A08856,Non-binary,67,Hispanic,55996.48726402977,High School,Unemployed,700,14261.230320530634,Urban,Single,Yes
A08857,Male,41,Other,77794.98085628136,PhD,Employed,544,15744.254161698587,Rural,Divorced,Yes
A08858,Female,19,Asian,70272.74778000408,High School,Unemployed,692,9297.997209154924,Urban,Single,Yes
A08859,Male,52,Hispanic,65280.44897992707,Master,Self-employed,382,29878.818286134065,Suburban,Married,Yes
A08860,Non-binary,45,Black,60806.424214791754,PhD,Employed,413,11490.717681432727,Suburban,Single,Yes
A08861,Female,36,Hispanic,84742.61415577395,High School,Unemployed,368,20871.017377563992,Suburban,Single,Yes
A08862,Male,50,Black,43498.140533299666,High School,Self-employed,633,28688.19149122556,Suburban,Married,Yes
A08863,Female,38,Hispanic,94526.70620913172,Master,Self-employed,460,24855.815658300213,Urban,Divorced,Yes
A08864,Female,27,White,34255.536389918096,Bachelor,Self-employed,406,21881.463323282846,Suburban,Single,Yes
A08865,Female,63,Black,75630.23451244849,Bachelor,Unemployed,746,26415.6181182784,Rural,Married,Yes
A08866,Female,62,Asian,31896.722801204345,Master,Self-employed,439,16658.061155476786,Urban,Divorced,Yes
A08867,Female,26,Black,53685.8889554608,High School,Self-employed,659,22588.430062521737,Rural,Single,Yes
A08868,Female,55,Black,61866.19876121933,Bachelor,Unemployed,449,19436.760151904185,Suburban,Single,No
A08869,Female,23,Hispanic,50266.093023409725,Bachelor,Employed,398,19333.770393623552,Rural,Divorced,Yes
A08870,Non-binary,68,White,56366.60860766218,High School,Self-employed,466,20952.941938131105,Suburban,Single,Yes
A08871,Non-binary,59,Hispanic,32260.591041384134,Master,Unemployed,762,25876.60243265704,Urban,Divorced,Yes
A08872,Female,52,Hispanic,40250.99062552897,Master,Employed,383,27832.69857948791,Rural,Married,No
A08873,Female,35,White,69965.29414391765,Bachelor,Self-employed,601,18664.925649150566,Urban,Divorced,Yes
A08874,Non-binary,36,Hispanic,60593.4364995489,Master,Unemployed,539,14556.538259313676,Suburban,Divorced,Yes
A08875,Non-binary,22,White,46189.43948356986,High School,Unemployed,516,15902.100332127146,Urban,Single,Yes
A08876,Non-binary,42,Asian,86485.55526259344,Master,Self-employed,480,29738.974299986665,Rural,Divorced,Yes
A08877,Female,28,White,35601.38200019568,PhD,Employed,716,27403.882236803758,Rural,Single,Yes
A08878,Male,27,Other,52768.19068271874,Master,Employed,491,14543.595029209975,Rural,Divorced,Yes
A08879,Male,34,White,49886.87443643057,Master,Employed,393,28305.04562916824,Suburban,Married,Yes
A08880,Male,53,White,72300.75255522088,Master,Self-employed,626,16441.70403708901,Rural,Married,Yes
A08881,Male,43,Other,60963.27382274389,PhD,Self-employed,764,23323.02630428804,Rural,Divorced,Yes
A08882,Female,48,White,57836.69506930806,High School,Employed,733,16437.960999605064,Rural,Divorced,Yes
A08883,Male,49,Black,23115.665922655222,Master,Employed,629,30814.3500137819,Urban,Single,Yes
A08884,Non-binary,38,Hispanic,77300.68961264186,Bachelor,Employed,826,17149.29538965754,Suburban,Married,Yes
A08885,Non-binary,35,Hispanic,55643.48370336526,Master,Employed,418,14750.950211725289,Suburban,Single,Yes
A08886,Male,35,Asian,62313.2203522084,PhD,Unemployed,320,17717.377657077683,Suburban,Single,No
A08887,Non-binary,18,Asian,45028.735598122454,PhD,Self-employed,320,33134.386452972074,Suburban,Single,No
A08888,Female,31,Other,41883.42474365854,Bachelor,Employed,615,21302.77199826119,Rural,Married,Yes
A08889,Male,25,Black,89985.75516951374,PhD,Unemployed,520,14858.925798055512,Suburban,Divorced,Yes
A08890,Male,19,Asian,24535.22843475175,PhD,Employed,364,16058.096663565975,Suburban,Married,Yes
A08891,Female,68,Hispanic,38916.019444344565,PhD,Employed,448,11261.602659855473,Rural,Single,No
A08892,Non-binary,32,Asian,89609.84305338161,High School,Unemployed,482,22700.66179114864,Rural,Single,Yes
A08893,Female,51,Asian,72814.92761997308,PhD,Employed,581,13747.285593740959,Rural,Single,Yes
A08894,Female,53,White,53490.749365151605,Master,Employed,630,25528.29349062631,Rural,Single,Yes
A08895,Non-binary,18,Asian,84931.92628577306,Bachelor,Unemployed,354,23950.42782309188,Urban,Divorced,Yes
A08896,Female,68,Other,68937.20232792018,Master,Unemployed,412,19499.904949176518,Suburban,Single,Yes
A08897,Non-binary,38,Hispanic,64653.20183948839,Master,Unemployed,512,26180.605986402163,Rural,Divorced,Yes
A08898,Non-binary,59,Other,64511.24034204835,Bachelor,Unemployed,345,24627.946985118404,Suburban,Divorced,Yes
A08899,Female,18,Other,69304.76434428987,High School,Unemployed,745,20784.552615299806,Urban,Single,Yes
A08900,Non-binary,49,Black,70113.85002594905,High School,Employed,369,16159.254178539099,Rural,Single,Yes
A08901,Female,37,White,103919.46105791914,PhD,Self-employed,481,22067.67001581703,Urban,Divorced,Yes
A08902,Non-binary,64,Other,56102.14376654656,High School,Unemployed,472,22038.490908272768,Suburban,Divorced,Yes
A08903,Male,53,Black,56719.05623703592,High School,Self-employed,803,22457.274649804494,Urban,Single,Yes
A08904,Non-binary,56,Hispanic,35262.136248585724,PhD,Employed,609,20395.162055791334,Suburban,Married,Yes
A08905,Non-binary,47,Hispanic,58962.05226357964,High School,Unemployed,508,21635.770924744178,Suburban,Single,Yes
A08906,Female,24,Black,97257.73799089638,High School,Self-employed,522,21510.74907701795,Suburban,Married,Yes
A08907,Non-binary,39,Other,79689.70004869314,PhD,Self-employed,642,26810.455822038977,Suburban,Divorced,Yes
A08908,Male,67,Other,49126.64512249344,Master,Self-employed,419,13629.498483109466,Suburban,Married,No
A08909,Male,62,White,60600.827290425696,Master,Self-employed,847,14992.057648800012,Rural,Single,Yes
A08910,Non-binary,27,White,34071.232488300106,Bachelor,Self-employed,333,20375.650001251815,Rural,Divorced,No
A08911,Non-binary,25,Hispanic,40617.61311403387,High School,Unemployed,689,16200.058215513422,Urban,Divorced,Yes
A08912,Male,44,White,62988.823052274354,PhD,Unemployed,588,21054.363319887503,Urban,Divorced,Yes
A08913,Female,27,Black,50110.907943590944,PhD,Unemployed,834,14434.225737110934,Rural,Married,Yes
A08914,Male,31,Hispanic,39108.00421243164,High School,Self-employed,399,15223.098817286798,Suburban,Married,Yes
A08915,Male,63,Other,69796.81529475785,High School,Self-employed,327,30302.479958215634,Suburban,Divorced,Yes
A08916,Non-binary,69,Hispanic,58354.99826693352,PhD,Employed,614,18853.33691034024,Rural,Married,Yes
A08917,Non-binary,28,Asian,28648.992566179215,PhD,Self-employed,539,14143.79168003923,Suburban,Single,No
A08918,Male,23,Hispanic,20000.0,PhD,Employed,803,19425.88638609964,Urban,Married,Yes
A08919,Female,38,White,48599.77002851492,Bachelor,Employed,718,25182.104820296776,Suburban,Divorced,Yes
A08920,Male,50,Black,28234.697131169443,Master,Unemployed,704,26027.652510292573,Suburban,Single,Yes
A08921,Male,36,Other,22621.771870586927,PhD,Self-employed,453,12694.641956111856,Urban,Divorced,No
A08922,Female,56,Other,82579.3840280417,Master,Self-employed,649,16164.78353489293,Urban,Divorced,Yes
A08923,Male,41,White,58045.78220269414,High School,Employed,513,21113.53417226191,Rural,Single,Yes
A08924,Male,35,White,54691.072435489936,Master,Employed,348,19830.129055560956,Suburban,Divorced,Yes
A08925,Non-binary,52,White,56231.88367698502,Master,Self-employed,658,11999.968811262148,Urban,Single,Yes
A08926,Female,69,Asian,37243.3569841406,Master,Employed,797,12810.049985260404,Urban,Married,Yes
A08927,Non-binary,60,Black,68219.52330028337,High School,Self-employed,646,14661.983897956148,Urban,Single,Yes
A08928,Non-binary,54,Asian,57385.99346534919,Master,Self-employed,641,11145.561268829695,Urban,Married,Yes
A08929,Female,36,White,44851.82688041176,Master,Employed,722,17707.64442809521,Urban,Single,Yes
A08930,Female,41,Black,47847.426309500006,Bachelor,Unemployed,738,25972.483512244566,Urban,Single,Yes
A08931,Male,51,White,35450.82573575409,High School,Self-employed,543,16670.783827728068,Rural,Divorced,No
A08932,Non-binary,39,Black,51875.1425419633,Master,Employed,824,25411.278052098885,Suburban,Married,Yes
A08933,Female,21,Other,55207.44238434972,High School,Employed,593,20148.482920373568,Suburban,Single,Yes
A08934,Non-binary,27,Asian,51354.33341740072,PhD,Employed,499,19083.08946577553,Suburban,Single,No
A08935,Non-binary,19,White,61103.09114683173,Master,Self-employed,617,11671.30231317184,Suburban,Divorced,Yes
A08936,Female,25,White,58429.76590476488,High School,Self-employed,499,25849.08508783519,Suburban,Divorced,Yes
A08937,Male,50,Hispanic,64615.37077329215,Master,Self-employed,592,20582.136804122463,Suburban,Married,Yes
A08938,Non-binary,55,Other,78861.94073843189,Master,Employed,579,12000.536671625068,Suburban,Divorced,Yes
A08939,Female,60,White,71860.4695442616,PhD,Unemployed,391,21909.273154140577,Rural,Single,No
A08940,Male,45,Asian,79091.79681020671,Bachelor,Unemployed,363,17060.823056074172,Urban,Single,Yes
A08941,Non-binary,27,Other,43045.315403475426,High School,Self-employed,443,20306.607665327276,Urban,Single,Yes
A08942,Female,62,White,49827.70211822685,Master,Self-employed,534,21200.670768348482,Urban,Divorced,No
A08943,Non-binary,18,Asian,73071.93367891936,PhD,Self-employed,723,26078.67842021023,Rural,Married,Yes
A08944,Female,51,Hispanic,73429.55342864172,PhD,Unemployed,613,14363.60667624155,Urban,Single,Yes
A08945,Female,20,Hispanic,46427.587649262365,Bachelor,Unemployed,422,22859.4107502746,Rural,Divorced,No
A08946,Non-binary,26,Asian,72231.67851563485,Bachelor,Self-employed,352,26641.48720557542,Rural,Single,Yes
A08947,Non-binary,22,Other,41129.35766708117,PhD,Employed,326,32602.433857338474,Rural,Divorced,Yes
A08948,Female,59,Asian,69621.11448283588,PhD,Unemployed,673,25247.799760361315,Rural,Married,Yes
A08949,Male,27,Asian,59474.07598268718,High School,Self-employed,335,21807.03230585968,Urban,Divorced,No
A08950,Non-binary,29,Hispanic,32311.287921873267,High School,Unemployed,440,21375.109093986004,Suburban,Married,No
A08951,Female,35,Hispanic,51318.52356481186,PhD,Employed,487,27760.508347548945,Urban,Married,Yes
A08952,Female,38,Hispanic,103645.35619390986,PhD,Employed,753,18567.815037873355,Rural,Divorced,Yes
A08953,Male,38,White,64055.607256099895,Bachelor,Unemployed,478,23979.512730756513,Rural,Married,Yes
A08954,Male,18,White,106008.9995343652,High School,Self-employed,313,30970.51330319832,Rural,Divorced,Yes
A08955,Male,20,Black,31121.469402499275,PhD,Unemployed,558,19453.127631713505,Urban,Single,Yes
A08956,Non-binary,22,White,75014.83585327685,High School,Self-employed,333,9930.238915132804,Suburban,Married,Yes
A08957,Female,42,Other,20000.0,High School,Unemployed,531,15695.933070975052,Urban,Single,Yes
A08958,Female,66,Other,59995.290301704335,PhD,Employed,492,21467.22704621563,Rural,Single,Yes
A08959,Female,25,Hispanic,72624.34755302643,PhD,Unemployed,809,15815.247809915616,Suburban,Married,Yes
A08960,Male,34,Asian,76757.80189992553,Master,Self-employed,487,18263.930116101455,Rural,Divorced,Yes
A08961,Female,26,Hispanic,44014.60550839174,High School,Self-employed,796,18524.770773047643,Suburban,Divorced,Yes
A08962,Non-binary,49,Asian,80781.80843953473,High School,Employed,627,22804.74651626735,Suburban,Divorced,Yes
A08963,Male,23,Hispanic,49325.70479910611,Bachelor,Self-employed,404,15270.170747420987,Rural,Divorced,Yes
A08964,Male,66,Hispanic,56718.054977752065,Bachelor,Self-employed,590,17081.176523234168,Urban,Single,Yes
A08965,Male,57,Other,51333.55561286732,Bachelor,Employed,541,27035.23594850447,Urban,Divorced,Yes
A08966,Male,38,Asian,37272.21298535337,High School,Self-employed,396,17590.18954396296,Suburban,Married,No
A08967,Non-binary,24,Black,91394.39174841717,PhD,Self-employed,791,23628.927646571745,Rural,Single,Yes
A08968,Female,24,Black,60960.35634316154,PhD,Unemployed,414,20069.69050272758,Rural,Divorced,No
A08969,Non-binary,64,Hispanic,81746.36757317255,PhD,Unemployed,609,19884.41125475768,Rural,Single,Yes
A08970,Female,56,Hispanic,80894.22483529201,High School,Unemployed,409,23690.70783218506,Urban,Married,Yes
A08971,Non-binary,44,Other,40641.19571454034,PhD,Unemployed,491,10687.688675207895,Suburban,Married,Yes
A08972,Male,25,Asian,84322.54495343202,Bachelor,Unemployed,411,22216.722039422428,Rural,Divorced,Yes
A08973,Male,26,Hispanic,70068.28487098645,PhD,Unemployed,602,22763.811680454135,Urban,Married,Yes
A08974,Non-binary,45,Black,39181.96271054222,PhD,Unemployed,655,24242.218017754847,Urban,Single,Yes
A08975,Non-binary,32,Asian,68977.0166268301,Bachelor,Employed,401,18122.646304454865,Urban,Married,Yes
A08976,Female,19,Hispanic,39540.64230263865,Master,Unemployed,614,20002.62815417862,Rural,Divorced,Yes
A08977,Non-binary,24,Asian,92129.1673595728,Master,Self-employed,493,7737.346956382025,Suburban,Single,Yes
A08978,Non-binary,64,Other,76275.73489844194,Master,Employed,373,16650.793515182657,Rural,Divorced,Yes
A08979,Female,35,Black,58577.028756179294,High School,Unemployed,706,20877.926502395163,Urban,Single,Yes
A08980,Female,39,Asian,85296.07236434368,High School,Unemployed,591,27353.307367270725,Urban,Divorced,Yes
A08981,Female,67,Black,28360.247105929247,Bachelor,Self-employed,483,29228.89456630787,Suburban,Married,No
A08982,Non-binary,27,Hispanic,45013.17399759917,Master,Employed,657,18287.760505502516,Urban,Married,Yes
A08983,Female,67,White,54951.60556519257,High School,Self-employed,398,24370.157964316382,Urban,Divorced,Yes
A08984,Male,50,Asian,104713.69362851036,PhD,Self-employed,824,19263.966509315913,Urban,Divorced,Yes
A08985,Male,24,Black,38590.341982531885,Master,Employed,765,11920.20695566693,Suburban,Divorced,Yes
A08986,Male,20,Asian,25853.881165186533,Master,Self-employed,503,23025.27639886461,Urban,Divorced,Yes
A08987,Non-binary,31,Hispanic,31112.289710034587,High School,Employed,704,29156.426231837235,Rural,Divorced,Yes
A08988,Male,61,Hispanic,78124.31738411202,Master,Self-employed,439,18092.814898964614,Urban,Married,Yes
A08989,Non-binary,63,Black,48116.15458922286,Bachelor,Employed,617,15463.715482291605,Urban,Divorced,Yes
A08990,Non-binary,53,Other,56818.26671262773,Bachelor,Unemployed,675,20336.844258089317,Urban,Single,Yes
A08991,Male,30,Asian,75256.65283348969,High School,Employed,519,19386.0421834453,Urban,Single,Yes
A08992,Female,33,Asian,56838.30744084177,Master,Self-employed,648,33050.20934989255,Rural,Married,Yes
A08993,Non-binary,33,Hispanic,64082.93209016111,Bachelor,Self-employed,722,25029.310603579357,Rural,Divorced,Yes
A08994,Male,22,Asian,70704.3029521939,Master,Unemployed,532,20646.95048842111,Rural,Married,Yes
A08995,Non-binary,69,Black,51386.47216079569,Bachelor,Unemployed,599,5523.351331155727,Rural,Married,Yes
A08996,Female,42,White,56673.658801406316,Bachelor,Unemployed,431,19283.507547453395,Rural,Divorced,Yes
A08997,Female,55,Hispanic,64839.10804642023,Master,Employed,725,29261.133148569854,Suburban,Single,Yes
A08998,Male,55,White,77363.5854610644,High School,Employed,533,20400.23755205881,Rural,Single,Yes
A08999,Non-binary,67,Asian,44152.61471638702,High School,Employed,389,24109.247301164425,Suburban,Divorced,Yes
A09000,Non-binary,55,Other,20000.0,High School,Employed,803,21959.79664979659,Rural,Divorced,Yes
A09001,Non-binary,56,Black,73591.66298771293,Master,Employed,716,17566.68970378052,Suburban,Divorced,Yes
A09002,Non-binary,65,Asian,78554.31837500169,Master,Self-employed,751,28456.578619453077,Urban,Divorced,Yes
A09003,Male,58,Black,64000.68324260344,Master,Self-employed,769,20944.529597863235,Rural,Divorced,Yes
A09004,Female,43,Asian,65365.86437913071,High School,Self-employed,347,16465.648607746632,Suburban,Single,Yes
A09005,Male,30,Asian,48713.80211719659,Master,Employed,522,20107.625221447626,Urban,Married,Yes
A09006,Non-binary,61,Asian,70003.66843069848,High School,Unemployed,765,27137.733329958854,Rural,Married,Yes
A09007,Non-binary,68,Hispanic,77063.33639368377,Bachelor,Self-employed,359,12602.741882079103,Suburban,Single,Yes
A09008,Female,43,White,61129.92682836969,High School,Self-employed,579,21351.33128324243,Urban,Divorced,Yes
A09009,Non-binary,18,Other,109824.96660014533,High School,Employed,316,20368.173808263935,Suburban,Divorced,Yes
A09010,Male,25,White,28725.17824657241,PhD,Employed,620,12299.4563841278,Rural,Married,No
A09011,Male,21,White,63259.23341712694,PhD,Employed,376,23833.838954776293,Urban,Divorced,No
A09012,Female,38,Black,36512.940753653704,High School,Self-employed,770,21282.258575875974,Urban,Married,Yes
A09013,Male,39,Hispanic,77596.91847913779,PhD,Unemployed,842,24392.640216901527,Urban,Single,Yes
A09014,Male,68,Hispanic,28370.491439156373,Master,Employed,400,25690.39120061736,Rural,Single,Yes
A09015,Male,54,Asian,33321.56914564603,PhD,Employed,839,19722.199796186782,Urban,Married,Yes
A09016,Male,66,White,47336.26118901591,PhD,Unemployed,843,17221.981390871777,Suburban,Divorced,Yes
A09017,Non-binary,20,Other,65316.64339710799,PhD,Unemployed,562,12877.352768775827,Rural,Married,Yes
